,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
70,Zach Randolph,14.1,8.2,1.7,0.5,0.1,1.4,0.449,0.223,35.0,PF,5.0,17.0,-0.5,0.7,0.086,"13,100,000"
71,Rudy Gobert,14.0,12.8,1.2,0.6,2.6,1.8,0.661,0.0,24.0,C,81.0,5.0,4.4,4.4,0.25,"2,778,885"
72,Al Horford,14.0,6.8,5.0,0.8,1.3,1.7,0.473,0.355,30.0,C,68.0,11.0,3.4,3.0,0.138,"34,767,531"
73,Marcus Morris,14.0,4.6,2.0,0.7,0.3,1.1,0.418,0.331,27.0,SF,79.0,7.0,-1.1,0.6,0.072,"6,058,750"
74,Markieff Morris,14.0,6.5,1.7,1.1,0.6,1.7,0.457,0.362,27.0,PF,76.0,7.0,-1.5,0.3,0.083,"9,694,000"
75,Jae Crowder,13.9,5.8,2.2,1.0,0.3,1.1,0.463,0.398,26.0,SF,72.0,6.0,0.9,1.7,0.137,"8,235,194"
76,Bojan Bogdanović,13.7,3.4,1.4,0.4,0.1,1.6,0.445,0.367,27.0,SF,54.0,4.0,-2.2,-0.1,0.067,"4,680,656"
77,Will Barton,13.7,4.3,3.4,0.8,0.5,1.6,0.443,0.37,26.0,SG,19.0,6.0,0.2,1.0,0.093,"4,628,666"
78,Tyler Johnson,13.7,4.0,3.2,1.2,0.6,1.2,0.433,0.372,24.0,PG,0.0,4.0,1.4,1.8,0.128,"7,372,680"
79,Ryan Anderson,13.6,4.6,0.9,0.4,0.2,0.8,0.418,0.403,28.0,PF,72.0,10.0,-0.4,0.9,0.117,"24,543,326"
80,Andre Drummond,13.6,13.8,1.1,1.5,1.1,1.9,0.53,0.286,23.0,C,81.0,6.0,1.0,1.8,0.133,"28,972,942"
81,Dwight Howard,13.5,12.7,1.4,0.9,1.2,2.3,0.633,0.0,31.0,C,74.0,14.0,1.4,1.9,0.181,"30,785,000"
82,Wesley Matthews,13.5,3.5,2.9,1.1,0.2,1.4,0.393,0.363,30.0,SG,73.0,9.0,-0.8,0.8,0.06,"22,461,047"
83,Otto Porter Jr.,13.4,6.4,1.5,1.5,0.5,0.6,0.516,0.434,23.0,SF,80.0,5.0,3.3,3.5,0.173,"7,721,115"
84,Darren Collison,13.2,2.2,4.6,1.0,0.1,1.7,0.476,0.417,29.0,PG,64.0,9.0,-0.9,0.6,0.091,"6,850,584"
85,Julius Randle,13.2,8.6,3.6,0.7,0.5,2.3,0.488,0.27,22.0,PF,73.0,4.0,-0.9,0.6,0.08,"4,279,927"
86,Nick Young,13.2,2.3,1.0,0.6,0.2,0.6,0.43,0.404,31.0,SG,60.0,11.0,-0.1,0.7,0.098,"7,131,532"
87,Ersan İlyasova,13.1,5.9,1.7,0.7,0.3,1.4,0.431,0.353,29.0,PF,52.0,12.0,0.1,1.1,0.091,"11,004,000"
88,Sean Kilpatrick,13.1,4.0,2.2,0.6,0.1,1.9,0.415,0.341,27.0,SG,24.0,4.0,-2.3,-0.1,0.04,"1,284,364"
89,Robert Covington,12.9,6.5,1.5,1.9,1.0,2.0,0.399,0.333,26.0,SF,67.0,5.0,0.2,1.1,0.071,"1,330,561"
90,Seth Curry,12.8,2.6,2.7,1.1,0.1,1.3,0.481,0.425,26.0,PG,42.0,5.0,1.2,1.7,0.11,"3,796,380"
91,James Johnson,12.8,4.9,3.6,1.0,1.1,2.3,0.479,0.34,29.0,PF,5.0,9.0,2.8,2.5,0.117,"5,240,000"
92,Elfrid Payton,12.8,4.7,6.5,1.1,0.5,2.2,0.471,0.274,22.0,PG,58.0,4.0,0.8,1.7,0.088,"3,423,816"
93,Dario Šarić,12.8,6.3,2.2,0.7,0.4,2.3,0.411,0.311,22.0,PF,36.0,2.0,-2.3,-0.2,0.023,"3,036,946"
94,Aaron Gordon,12.7,5.1,1.9,0.8,0.5,1.1,0.454,0.288,21.0,SF,72.0,4.0,-1.0,0.6,0.077,"5,700,229"
95,Rodney Hood,12.7,3.4,1.6,0.6,0.2,1.1,0.408,0.371,24.0,SG,55.0,4.0,-0.9,0.4,0.078,"1,842,541"
96,DeAndre Jordan,12.7,13.8,1.2,0.6,1.7,1.4,0.714,0.0,28.0,C,81.0,10.0,3.3,3.5,0.221,"27,727,034"
97,Clint Capela,12.6,8.1,1.0,0.5,1.2,1.3,0.643,,22.0,C,59.0,4.0,1.2,1.2,0.184,"1,698,074"
98,Pau Gasol,12.4,7.8,2.3,0.4,1.1,1.3,0.502,0.538,36.0,C,39.0,17.0,4.0,2.5,0.19,"20,305,000"
99,Jamal Crawford,12.3,1.6,2.6,0.7,0.2,1.6,0.413,0.36,36.0,SG,1.0,18.0,-2.1,0.0,0.043,"17,361,445"
100,Austin Rivers,12.0,2.2,2.8,0.6,0.1,1.6,0.442,0.371,24.0,SG,29.0,6.0,-2.2,-0.1,0.059,"14,410,000"
101,Jonas Valančiūnas,12.0,9.5,0.7,0.5,0.8,1.3,0.557,0.5,24.0,C,80.0,6.0,0.3,1.2,0.183,"18,840,450"
102,Jahlil Okafor,11.8,4.8,1.2,0.4,1.0,1.8,0.514,,21.0,C,33.0,3.0,-2.5,-0.1,0.05,"6,273,380"
103,Trevor Ariza,11.7,5.7,2.2,1.8,0.3,0.9,0.409,0.344,31.0,SF,80.0,14.0,1.0,2.1,0.104,"10,218,000"
104,Frank Kaminsky,11.7,4.5,2.2,0.6,0.5,1.0,0.399,0.328,23.0,C,16.0,3.0,-1.2,0.4,0.056,"3,576,300"
105,Greg Monroe,11.7,6.6,2.3,1.1,0.5,1.7,0.533,0.0,26.0,C,0.0,8.0,1.8,1.7,0.147,"22,461,047"
106,Steven Adams,11.3,7.7,1.1,1.1,1.0,1.8,0.571,0.0,23.0,C,80.0,5.0,-0.2,1.1,0.13,"4,114,077"
107,Marvin Williams,11.2,6.6,1.4,0.8,0.7,0.8,0.422,0.35,30.0,PF,76.0,13.0,0.0,1.1,0.105,"16,047,500"
108,Ricky Rubio,11.1,4.1,9.1,1.7,0.1,2.6,0.402,0.306,26.0,PG,75.0,7.0,0.9,1.8,0.119,"17,554,000"
109,Deron Williams,11.0,2.3,5.6,0.5,0.1,2.2,0.438,0.363,32.0,PG,44.0,13.0,-1.8,0.1,0.069,"11,790,000"
110,Deron Williams,11.0,2.3,5.6,0.5,0.1,2.2,0.438,0.363,32.0,PG,44.0,13.0,-1.8,0.1,0.069,"7,171,970"
111,Deron Williams,11.0,2.3,5.6,0.5,0.1,2.2,0.438,0.363,32.0,PG,44.0,13.0,-1.8,0.1,0.069,"538,060"
112,Terrence Ross,11.0,2.6,1.1,1.1,0.4,0.9,0.437,0.363,25.0,SF,24.0,6.0,-0.2,0.9,0.086,"13,100,000"
113,Jerryd Bayless,11.0,4.0,4.3,0.0,0.0,3.0,0.344,0.4,28.0,PG,1.0,10.0,-4.4,0.0,-0.067,"12,345,550"
114,Kent Bazemore,11.0,3.2,2.4,1.2,0.7,1.7,0.409,0.346,27.0,SF,64.0,6.0,-1.0,0.5,0.052,"20,606,741"
115,Brandon Knight,11.0,2.2,2.4,0.5,0.1,1.6,0.398,0.324,25.0,SG,5.0,7.0,-2.8,-0.2,0.015,"16,514,187"
116,Emmanuel Mudiay,11.0,3.2,3.9,0.7,0.2,2.2,0.377,0.315,20.0,PG,41.0,3.0,-3.2,-0.4,0.006,"4,246,758"
117,Thaddeus Young,11.0,6.1,1.6,1.5,0.4,1.3,0.527,0.381,28.0,PF,74.0,11.0,0.5,1.4,0.1,"15,823,034"
118,Justise Winslow,10.9,5.2,3.7,1.4,0.3,1.8,0.356,0.2,20.0,SF,15.0,3.0,-3.8,-0.3,-0.009,"3,397,406"
119,Taj Gibson,10.8,6.2,0.9,0.5,0.8,1.3,0.515,0.231,31.0,PF,71.0,9.0,-1.5,0.2,0.097,"11,724,500"
120,Terrence Jones,10.8,5.7,1.1,0.7,1.0,0.9,0.47,0.253,25.0,PF,12.0,6.0,-0.6,0.5,0.086,"1,376,758"
121,Terrence Jones,10.8,5.7,1.1,0.7,1.0,0.9,0.47,0.253,25.0,PF,12.0,6.0,-0.6,0.5,0.086,"204,665"
122,Marcin Gortat,10.8,10.4,1.5,0.5,0.7,1.5,0.579,0.0,32.0,C,82.0,11.0,-0.8,0.8,0.127,"15,720,000"
123,Courtney Lee,10.8,3.4,2.3,1.1,0.3,0.9,0.456,0.401,31.0,SG,74.0,10.0,-0.9,0.7,0.081,"14,727,020"
124,Allen Crabbe,10.7,2.9,1.2,0.7,0.3,0.8,0.468,0.444,24.0,SG,7.0,5.0,-1.3,0.4,0.089,"24,235,000"
125,C.J. Miles,10.7,3.0,0.6,0.6,0.3,0.5,0.434,0.413,29.0,SF,29.0,,0.5,1.1,0.109,"6,004,319"
126,Alex Poythress,10.7,4.8,0.8,0.5,0.3,0.5,0.463,0.316,23.0,PF,1.0,2.0,-2.9,0.0,0.099,"50,254"
127,Alex Poythress,10.7,4.8,0.8,0.5,0.3,0.5,0.463,0.316,23.0,PF,1.0,2.0,-2.9,0.0,0.099,"46,349"
128,Buddy Hield,10.6,3.3,1.5,0.5,0.1,1.2,0.426,0.391,24.0,SG,55.0,2.0,-2.0,0.0,0.032,"4,607,532"
129,Nikola Mirotić,10.6,5.5,1.1,0.8,0.8,1.1,0.413,0.342,25.0,PF,15.0,4.0,0.7,1.1,0.107,"7,575,009"
130,Marcus Smart,10.6,3.9,4.6,1.6,0.4,2.0,0.359,0.283,22.0,SG,24.0,4.0,-1.3,0.4,0.064,"4,688,332"
131,Marco Belinelli,10.5,2.4,2.0,0.6,0.1,0.9,0.429,0.36,30.0,SG,0.0,11.0,-1.1,0.4,0.087,"8,296,666"
132,Wayne Ellington,10.5,2.1,1.1,0.6,0.1,0.5,0.416,0.378,29.0,SG,13.0,9.0,-0.1,0.7,0.105,"7,860,000"
133,Mason Plumlee,10.4,7.5,3.5,0.9,1.1,1.7,0.536,0.0,26.0,C,64.0,5.0,2.0,2.2,0.135,"3,050,374"
134,Robin Lopez,10.4,6.4,1.0,0.2,1.4,1.1,0.493,0.0,28.0,C,81.0,10.0,-2.2,-0.1,0.09,"17,317,217"
135,Tyreke Evans,10.3,3.4,3.1,0.9,0.2,1.5,0.405,0.356,27.0,SF,6.0,9.0,0.4,0.5,0.045,"13,366,919"
136,Cody Zeller,10.3,6.5,1.6,1.0,0.9,1.0,0.571,0.0,24.0,C,58.0,5.0,0.2,1.0,0.157,"6,966,990"
137,Jusuf Nurkić,10.2,7.2,1.9,0.8,1.1,2.2,0.507,0.0,22.0,C,48.0,4.0,-0.9,0.4,0.068,"2,516,929"
138,Malcolm Brogdon,10.2,2.8,4.2,1.1,0.2,1.5,0.457,0.404,24.0,SG,28.0,2.0,-0.4,0.8,0.1,"1,146,250"
139,Draymond Green,10.2,7.9,7.0,2.0,1.4,2.4,0.418,0.308,26.0,PF,76.0,6.0,4.9,4.3,0.16,"20,082,869"
140,Jon Leuer,10.2,5.4,1.5,0.4,0.3,0.9,0.48,0.293,27.0,PF,34.0,7.0,-0.1,1.0,0.112,"14,399,463"
141,Josh Richardson,10.2,3.2,2.6,1.1,0.7,1.2,0.394,0.33,23.0,SG,34.0,3.0,-1.1,0.4,0.066,"1,145,773"
142,Kyle Korver,10.1,2.8,1.6,0.5,0.3,1.0,0.464,0.451,35.0,SG,22.0,15.0,0.0,0.9,0.1,"6,863,662"
143,Tony Parker,10.1,1.8,4.5,0.5,0.0,1.4,0.466,0.333,34.0,PG,63.0,17.0,-2.6,-0.2,0.092,"18,923,360"
144,Yogi Ferrell,10.0,2.4,3.7,0.9,0.2,1.5,0.406,0.386,23.0,PG,29.0,2.0,-1.1,0.3,0.072,"271,170"
145,Yogi Ferrell,10.0,2.4,3.7,0.9,0.2,1.5,0.406,0.386,23.0,PG,29.0,2.0,-1.1,0.3,0.072,"265,013"
146,Trevor Booker,10.0,8.0,1.9,1.1,0.4,1.8,0.516,0.321,29.0,PF,43.0,8.0,-0.6,0.6,0.086,"12,117,500"
147,Gorgui Dieng,10.0,7.9,1.9,1.1,1.2,1.3,0.502,0.372,27.0,PF,82.0,5.0,-0.1,1.3,0.103,"3,076,904"
148,Ty Lawson,9.9,2.6,4.8,1.1,0.1,1.9,0.454,0.288,29.0,PG,24.0,9.0,-1.0,0.4,0.088,"1,723,236"
149,Shabazz Muhammad,9.9,2.8,0.4,0.3,0.1,0.7,0.482,0.338,24.0,SF,1.0,5.0,-2.4,-0.1,0.086,"3,990,651"
150,Jamal Murray,9.9,2.6,2.1,0.6,0.3,1.4,0.404,0.334,19.0,SG,10.0,2.0,-2.0,0.0,0.037,"4,206,200"
151,Richaun Holmes,9.8,5.5,1.0,0.7,1.0,1.0,0.558,0.351,23.0,C,17.0,3.0,1.0,0.9,0.151,"1,341,440"
152,Jeremy Lamb,9.7,4.3,1.2,0.4,0.4,0.6,0.46,0.281,24.0,SG,5.0,6.0,0.5,0.7,0.115,"9,170,000"
153,Kenneth Faried,9.6,7.6,0.9,0.7,0.7,1.0,0.548,0.0,27.0,PF,34.0,7.0,0.3,0.7,0.168,"15,823,034"
154,E'Twaun Moore,9.6,2.1,2.2,0.7,0.4,0.8,0.457,0.37,27.0,SG,22.0,7.0,-1.6,0.2,0.07,"11,529,785"
155,Patrick Beverley,9.5,5.9,4.2,1.5,0.4,1.5,0.42,0.382,28.0,SG,67.0,6.0,1.1,1.6,0.123,"7,860,000"
156,Derrick Favors,9.5,6.1,1.1,0.9,0.8,1.2,0.487,0.3,25.0,PF,39.0,8.0,-0.1,0.6,0.109,"14,475,500"
157,Nik Stauskas,9.5,2.8,2.4,0.6,0.4,1.6,0.396,0.368,23.0,SG,27.0,4.0,-2.8,-0.5,0.031,"3,920,882"
158,Michael Beasley,9.4,3.4,0.9,0.5,0.5,1.2,0.532,0.419,28.0,PF,6.0,10.0,-0.8,0.3,0.092,"1,838,730"
159,Brandon Ingram,9.4,4.0,2.1,0.6,0.5,1.5,0.402,0.294,19.0,SF,40.0,2.0,-4.4,-1.4,-0.007,"6,919,000"
160,Ish Smith,9.4,2.9,5.2,0.8,0.4,1.4,0.439,0.267,28.0,PG,32.0,8.0,0.3,1.1,0.076,"6,984,564"
161,Cory Joseph,9.3,2.9,3.3,0.8,0.2,1.4,0.452,0.356,25.0,PG,22.0,7.0,-1.3,0.4,0.082,"9,582,650"
162,Marquese Chriss,9.2,4.2,0.7,0.8,0.9,1.3,0.449,0.321,19.0,PF,75.0,2.0,-2.2,-0.1,0.05,"3,853,286"
163,Jeff Green,9.2,3.1,1.2,0.5,0.2,1.1,0.394,0.275,30.0,PF,11.0,11.0,-3.6,-0.6,0.022,"19,650,000"
164,Gerald Henderson,9.2,2.6,1.6,0.6,0.2,0.9,0.423,0.353,29.0,SG,41.0,39.0,-3.1,-0.5,0.059,"11,790,000"
165,Joe Johnson,9.2,3.1,1.8,0.5,0.2,0.9,0.436,0.411,35.0,SF,14.0,17.0,0.4,1.1,0.099,"14,410,000"
166,Michael Kidd-Gilchrist,9.2,7.0,1.4,1.0,1.0,0.7,0.477,0.111,23.0,SF,81.0,6.0,-0.7,0.7,0.119,"17,030,000"
167,Jameer Nelson,9.2,2.6,5.1,0.7,0.1,1.7,0.444,0.388,34.0,PG,39.0,14.0,-2.0,0.0,0.066,"5,948,087"
168,Tony Allen,9.1,5.5,1.4,1.6,0.4,1.4,0.461,0.278,35.0,SG,66.0,14.0,-1.0,0.5,0.077,"6,550,000"
169,Channing Frye,9.1,3.9,0.6,0.4,0.5,0.7,0.458,0.409,33.0,C,15.0,13.0,1.0,1.1,0.125,"10,227,132"
170,Montrezl Harrell,9.1,3.8,1.1,0.3,0.7,0.8,0.652,0.143,23.0,C,14.0,3.0,1.0,0.8,0.183,"1,368,950"
171,Nenê,9.1,4.2,1.0,0.8,0.6,1.1,0.617,0.333,34.0,C,8.0,16.0,0.8,0.8,0.165,"3,796,380"
172,Jodie Meeks,9.1,2.1,1.3,0.9,0.1,1.0,0.402,0.409,29.0,SG,10.0,9.0,-1.8,0.1,0.073,"8,567,400"
173,Doug McDermott,9.0,2.7,0.9,0.2,0.1,0.6,0.447,0.37,25.0,SF,5.0,4.0,-2.3,-0.1,0.083,"3,252,782"
174,Dahntay Jones,9.0,2.0,1.0,0.0,0.0,1.0,0.375,0.0,36.0,SF,0.0,15.0,-4.8,0.0,-0.03,"31,468"
175,Kelly Olynyk,9.0,4.8,2.0,0.6,0.4,1.3,0.512,0.354,25.0,C,6.0,5.0,0.3,0.9,0.127,"4,053,157"
176,Evan Turner,9.0,3.8,3.2,0.8,0.4,1.5,0.426,0.263,28.0,SF,12.0,8.0,-2.5,-0.2,0.035,"21,475,410"
177,DeMarre Carroll,8.9,3.8,1.0,1.1,0.4,0.8,0.4,0.341,30.0,SF,72.0,9.0,0.0,1.0,0.097,"18,602,000"
