,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
17,CJ McCollum,20.8,3.2,4.3,1.2,0.3,2.5,0.448,0.417,24.0,SG,80.0,4.0,1.3,2.3,0.104,"3,383,714"
18,Andrew Wiggins,20.7,3.6,2.0,1.0,0.6,2.2,0.459,0.3,20.0,SF,81.0,3.0,-1.3,0.5,0.069,"7,716,631"
19,Brook Lopez,20.6,7.8,2.0,0.8,1.7,2.4,0.511,0.143,27.0,C,73.0,9.0,1.3,2.1,0.121,"26,383,260"
20,Eric Bledsoe,20.4,4.0,6.1,2.0,0.6,3.5,0.453,0.372,26.0,PG,31.0,7.0,3.3,1.4,0.116,"18,090,000"
21,John Wall,19.9,4.9,10.2,1.9,0.8,4.1,0.424,0.351,25.0,PG,77.0,7.0,3.5,3.9,0.098,"19,736,650"
22,Gordon Hayward,19.7,5.0,3.7,1.2,0.3,2.5,0.433,0.349,25.0,SF,80.0,7.0,2.6,3.3,0.147,"20,648,823"
23,Kyrie Irving,19.6,3.0,4.7,1.1,0.3,2.3,0.448,0.321,23.0,PG,53.0,6.0,2.3,1.8,0.143,"21,986,050"
24,Brandon Knight,19.6,3.9,5.1,1.2,0.4,3.4,0.415,0.342,24.0,SG,50.0,6.0,-0.6,0.6,0.043,"18,090,000"
25,Danilo Gallinari,19.5,5.3,2.5,0.8,0.4,1.5,0.41,0.364,27.0,SF,53.0,9.0,2.7,2.2,0.165,"18,760,000"
26,Chris Paul,19.5,4.2,10.0,2.1,0.2,2.6,0.462,0.371,30.0,PG,74.0,12.0,7.9,6.0,0.253,"28,768,051"
27,Chris Bosh,19.1,7.4,2.4,0.7,0.6,1.5,0.467,0.365,31.0,PF,53.0,14.0,4.0,2.7,0.172,"29,738,258"
28,Dwyane Wade,19.0,4.1,4.6,1.1,0.6,2.7,0.456,0.159,34.0,SG,73.0,14.0,1.9,2.2,0.105,"26,800,000"
29,Reggie Jackson,18.8,3.2,6.2,0.7,0.1,2.8,0.434,0.353,25.0,PG,79.0,6.0,2.7,2.8,0.136,"18,643,478"
30,Dirk Nowitzki,18.3,6.5,1.8,0.7,0.7,1.1,0.448,0.368,37.0,PF,75.0,19.0,2.5,2.7,0.138,"11,166,666"
31,Khris Middleton,18.2,3.8,4.2,1.7,0.2,2.3,0.444,0.396,24.0,SG,79.0,5.0,0.6,1.9,0.103,"19,698,000"
32,Nikola Vučević,18.2,8.9,2.8,0.8,1.1,1.9,0.51,0.222,25.0,C,60.0,6.0,1.9,2.0,0.122,"15,075,000"
33,Kobe Bryant,17.6,3.7,2.8,0.9,0.2,2.0,0.358,0.285,37.0,SF,66.0,21.0,-1.6,0.2,-0.01,"33,500,000"
34,Jahlil Okafor,17.5,7.0,1.2,0.4,1.2,2.3,0.508,0.167,20.0,C,48.0,2.0,-2.3,-0.1,0.037,"6,140,791"
35,Bradley Beal,17.4,3.4,2.9,1.0,0.2,2.0,0.449,0.387,22.0,SG,35.0,5.0,0.3,1.0,0.076,"7,630,861"
36,Rudy Gay,17.2,6.5,1.7,1.4,0.7,2.0,0.463,0.344,29.0,SF,70.0,11.0,-0.3,1.0,0.078,"16,620,155"
37,Paul Millsap,17.1,9.0,3.3,1.8,1.7,2.4,0.47,0.319,30.0,PF,81.0,11.0,4.2,4.1,0.183,"25,020,023"
38,Ryan Anderson,17.0,6.0,1.1,0.6,0.4,1.4,0.427,0.366,27.0,PF,7.0,9.0,-0.2,0.9,0.092,"11,390,000"
39,Giannis Antetokounmpo,16.9,7.7,4.3,1.2,1.4,2.6,0.506,0.257,21.0,PG,79.0,4.0,2.1,2.9,0.121,"2,618,306"
40,Jrue Holiday,16.8,3.0,6.0,1.4,0.3,2.6,0.439,0.336,25.0,PG,23.0,8.0,2.1,1.9,0.089,"14,740,000"
41,Marc Gasol,16.6,7.0,3.8,1.0,1.3,2.3,0.464,0.667,31.0,C,52.0,9.0,1.7,1.7,0.098,"26,383,260"
42,Pau Gasol,16.5,11.0,4.1,0.6,2.0,2.3,0.469,0.348,35.0,C,72.0,16.0,4.9,4.0,0.149,"9,981,338"
43,Derrick Favors,16.4,8.1,1.5,1.2,1.5,1.7,0.515,0.0,24.0,PF,59.0,7.0,3.3,2.6,0.173,"16,080,000"
44,Derrick Rose,16.4,3.4,4.7,0.7,0.2,2.7,0.427,0.293,27.0,PG,66.0,9.0,-2.5,-0.3,0.009,"26,924,705"
45,JJ Redick,16.3,1.9,1.4,0.6,0.1,1.0,0.48,0.475,31.0,SG,75.0,11.0,2.2,2.2,0.154,"9,493,900"
46,Andre Drummond,16.2,14.8,0.8,1.5,1.4,1.9,0.521,0.333,22.0,C,81.0,5.0,1.1,2.0,0.133,"4,384,600"
47,Kevin Love,16.0,9.9,2.4,0.8,0.5,1.8,0.419,0.36,27.0,PF,77.0,9.0,3.3,3.3,0.169,"26,383,260"
48,Victor Oladipo,16.0,4.8,3.9,1.6,0.8,2.1,0.438,0.348,23.0,SG,52.0,4.0,1.7,2.3,0.099,"6,957,976"
49,Jeff Teague,15.7,2.7,5.9,1.2,0.3,2.8,0.439,0.401,27.0,PG,78.0,8.0,1.3,1.9,0.125,"10,720,000"
50,Jordan Clarkson,15.5,4.0,2.4,1.1,0.1,1.7,0.433,0.347,23.0,SG,79.0,3.0,-1.6,0.2,0.039,"1,132,379"
51,Evan Fournier,15.4,2.8,2.7,1.2,0.0,1.7,0.462,0.4,23.0,SF,71.0,5.0,-0.3,1.1,0.106,"3,066,193"
52,Mike Conley,15.3,2.9,6.1,1.2,0.3,1.5,0.422,0.363,28.0,PG,56.0,10.0,3.0,2.2,0.144,"12,971,200"
53,Greg Monroe,15.3,8.8,2.3,0.9,0.8,1.6,0.522,0.0,25.0,C,67.0,7.0,2.1,2.4,0.155,"21,986,050"
54,Zach Randolph,15.3,7.8,2.1,0.6,0.2,1.5,0.475,0.231,34.0,PF,53.0,16.0,-0.3,0.9,0.103,"13,400,000"
55,Lou Williams,15.3,2.5,2.5,0.9,0.3,1.6,0.408,0.344,29.0,SG,35.0,12.0,1.3,1.6,0.119,"9,380,000"
56,Avery Bradley,15.2,2.9,2.1,1.5,0.3,1.4,0.447,0.361,25.0,SG,72.0,7.0,-0.1,1.2,0.09,"10,358,651"
57,Tyreke Evans,15.2,5.2,6.6,1.3,0.3,2.9,0.433,0.388,26.0,SG,25.0,8.0,1.7,0.7,0.087,"14,384,345"
58,Eric Gordon,15.2,2.2,2.7,1.0,0.3,1.6,0.418,0.384,27.0,SG,44.0,9.0,-0.1,0.7,0.069,"20,788,801"
59,Al Horford,15.2,7.3,3.2,0.8,1.5,1.3,0.505,0.344,29.0,C,82.0,10.0,3.8,3.9,0.172,"16,080,000"
60,Thaddeus Young,15.1,9.0,1.9,1.5,0.5,1.9,0.514,0.233,27.0,PF,73.0,10.0,0.0,1.2,0.081,"15,056,179"
61,Nicolas Batum,14.9,6.1,5.8,0.9,0.6,2.9,0.426,0.348,27.0,SF,70.0,9.0,1.2,2.0,0.097,"15,893,405"
62,Tobias Harris,14.7,6.7,2.2,0.9,0.5,1.4,0.469,0.335,23.0,PF,74.0,6.0,1.5,2.2,0.126,"21,440,000"
63,Rodney Hood,14.5,3.4,2.7,0.9,0.2,1.6,0.42,0.359,23.0,SG,79.0,3.0,0.7,1.7,0.112,"1,806,909"
64,Will Barton,14.4,5.8,2.5,0.9,0.5,1.7,0.432,0.345,25.0,SG,1.0,5.0,0.8,1.7,0.088,"4,734,666"
65,Jamal Crawford,14.2,1.8,2.3,0.7,0.2,1.4,0.404,0.34,35.0,SG,5.0,17.0,-1.4,0.3,0.076,"7,604,500"
66,Jae Crowder,14.2,5.1,1.8,1.7,0.5,1.1,0.443,0.336,25.0,SF,73.0,5.0,2.2,2.5,0.152,"9,106,796"
67,Hassan Whiteside,14.2,11.8,0.4,0.6,3.7,1.9,0.606,,26.0,C,43.0,7.0,4.1,3.3,0.233,"1,315,006"
68,Goran Dragić,14.1,3.8,5.8,1.0,0.2,2.6,0.477,0.312,29.0,PG,72.0,9.0,-0.4,1.0,0.096,"19,809,220"
69,Marcus Morris,14.1,5.1,2.5,0.8,0.3,1.8,0.434,0.362,26.0,SF,80.0,6.0,-0.2,1.3,0.091,"6,700,000"
70,Jabari Parker,14.1,5.2,1.7,0.9,0.4,1.5,0.493,0.257,20.0,PF,72.0,3.0,-2.0,0.0,0.072,"6,904,269"
71,Deron Williams,14.1,2.9,5.8,0.9,0.2,2.3,0.414,0.344,31.0,PG,63.0,12.0,-0.3,0.9,0.083,"7,336,214"
72,Deron Williams,14.1,2.9,5.8,0.9,0.2,2.3,0.414,0.344,31.0,PG,63.0,12.0,-0.3,0.9,0.083,"7,207,825"
73,Darren Collison,14.0,2.3,4.3,1.0,0.1,1.8,0.486,0.401,28.0,PG,15.0,8.0,0.1,1.2,0.113,"6,718,169"
74,Draymond Green,14.0,9.5,7.4,1.5,1.4,3.2,0.49,0.388,25.0,PF,81.0,5.0,5.5,5.3,0.19,"19,109,565"
75,Zach LaVine,14.0,2.8,3.1,0.8,0.2,1.9,0.452,0.389,20.0,SG,33.0,3.0,-1.5,0.3,0.054,"2,878,802"
76,Devin Booker,13.8,2.5,2.6,0.6,0.3,2.1,0.423,0.343,19.0,SG,51.0,2.0,-2.8,-0.5,0.043,"2,754,825"
77,Monta Ellis,13.8,3.3,4.7,1.9,0.5,2.5,0.427,0.309,30.0,SG,81.0,12.0,0.1,1.5,0.075,"13,802,000"
78,Dwight Howard,13.7,11.8,1.4,1.0,1.6,2.3,0.62,0.0,30.0,C,71.0,13.0,0.1,1.2,0.138,"29,961,547"
79,Chandler Parsons,13.7,4.7,2.8,0.8,0.3,1.6,0.492,0.414,27.0,SF,51.0,6.0,2.0,1.8,0.114,"20,584,410"
80,Marcin Gortat,13.5,9.9,1.4,0.6,1.3,1.6,0.567,0.0,31.0,C,74.0,10.0,0.6,1.5,0.156,"15,031,303"
81,Alec Burks,13.3,3.5,2.0,0.6,0.1,1.6,0.41,0.405,24.0,SG,3.0,6.0,-0.4,0.3,0.09,"12,346,068"
82,D'Angelo Russell,13.2,3.4,3.3,1.2,0.2,2.5,0.41,0.351,19.0,PG,48.0,2.0,-2.3,-0.1,0.001,"6,838,180"
83,Dahntay Jones,13.0,5.0,2.0,1.0,2.0,0.0,0.429,0.5,35.0,SF,0.0,14.0,-3.0,0.0,0.096,"11,816"
84,Arron Afflalo,12.8,3.7,2.0,0.4,0.1,1.2,0.443,0.382,30.0,SG,57.0,10.0,-2.9,-0.5,0.055,"10,720,000"
85,Michael Beasley,12.8,4.9,0.8,0.6,0.5,1.2,0.522,0.333,27.0,PF,0.0,9.0,0.9,0.3,0.128,"410,744"
86,Robert Covington,12.8,6.3,1.4,1.6,0.6,2.1,0.385,0.353,25.0,SF,49.0,4.0,-0.9,0.5,0.05,"1,340,000"
87,Jarrett Jack,12.8,4.3,7.4,1.1,0.2,2.9,0.391,0.304,32.0,PG,32.0,12.0,-0.7,0.3,0.043,"8,442,000"
88,Emmanuel Mudiay,12.8,3.4,5.5,1.0,0.5,3.2,0.364,0.319,19.0,PG,66.0,2.0,-4.2,-1.2,-0.049,"4,157,001"
89,Jonas Valančiūnas,12.8,9.1,0.7,0.4,1.3,1.4,0.565,,23.0,C,59.0,5.0,1.7,1.4,0.211,"6,245,045"
90,Trevor Ariza,12.7,4.5,2.3,2.0,0.3,1.4,0.416,0.371,30.0,SF,81.0,13.0,0.4,1.7,0.09,"10,988,000"
91,DeAndre Jordan,12.7,13.8,1.2,0.7,2.3,1.4,0.703,0.0,27.0,C,77.0,9.0,2.8,3.2,0.213,"26,383,260"
92,Michael Kidd-Gilchrist,12.7,6.4,1.3,0.4,0.4,1.1,0.541,0.429,22.0,SF,7.0,5.0,0.0,0.1,0.152,"8,484,080"
93,Ish Smith,12.6,4.0,6.5,1.1,0.3,2.3,0.411,0.329,27.0,PG,53.0,7.0,-1.6,0.2,0.027,"7,144,516"
94,Ish Smith,12.6,4.0,6.5,1.1,0.3,2.3,0.411,0.329,27.0,PG,53.0,7.0,-1.6,0.2,0.027,"2,008,910"
95,Serge Ibaka,12.6,6.8,0.8,0.5,1.9,1.4,0.479,0.326,26.0,PF,78.0,8.0,-0.6,0.8,0.105,"16,415,000"
96,Kenneth Faried,12.5,8.7,1.2,0.5,0.9,1.4,0.558,0.5,26.0,PF,64.0,6.0,0.3,1.0,0.156,"15,056,179"
97,Wesley Matthews,12.5,3.1,1.9,1.0,0.2,1.0,0.388,0.36,29.0,SF,78.0,8.0,-1.0,0.6,0.067,"21,986,050"
98,J.R. Smith,12.4,2.8,1.7,1.1,0.3,0.8,0.415,0.4,30.0,SG,77.0,,0.5,1.5,0.111,"6,700,000"
99,Luol Deng,12.3,6.0,1.9,1.0,0.4,1.1,0.455,0.344,30.0,PF,73.0,13.0,0.8,1.7,0.128,"13,603,160"
100,Gary Harris,12.3,2.9,1.9,1.3,0.2,1.3,0.469,0.354,21.0,SG,76.0,3.0,-0.9,0.7,0.079,"2,127,223"
101,Joe Johnson,12.2,3.6,3.9,0.8,0.0,2.0,0.439,0.383,34.0,SF,81.0,16.0,-1.9,0.1,0.048,"29,339,116"
102,Joe Johnson,12.2,3.6,3.9,0.8,0.0,2.0,0.439,0.383,34.0,SF,81.0,16.0,-1.9,0.1,0.048,"555,404"
103,Mirza Teletović,12.2,3.8,1.1,0.4,0.3,1.1,0.427,0.393,30.0,PF,1.0,5.0,1.3,1.4,0.109,"7,370,000"
104,George Hill,12.1,4.0,3.5,1.1,0.2,1.4,0.441,0.408,29.0,PG,73.0,9.0,0.7,1.7,0.118,"10,720,000"
105,Markieff Morris,12.0,5.5,1.9,0.9,0.5,2.1,0.425,0.303,26.0,PF,45.0,6.0,-2.4,-0.2,0.015,"10,720,000"
106,Al Jefferson,12.0,6.4,1.5,0.6,0.9,0.7,0.485,,31.0,C,18.0,13.0,-0.5,0.4,0.122,"18,090,000"
107,Tony Parker,11.9,2.4,5.3,0.8,0.2,1.8,0.493,0.415,33.0,PG,72.0,16.0,0.4,1.2,0.142,"18,006,250"
108,Rajon Rondo,11.9,6.0,11.7,2.0,0.1,3.9,0.454,0.365,29.0,PG,72.0,11.0,1.0,1.9,0.087,"12,730,000"
109,Omri Casspi,11.8,5.9,1.4,0.8,0.2,1.4,0.481,0.409,27.0,PF,21.0,8.0,0.1,1.0,0.092,"3,800,489"
110,C.J. Miles,11.8,2.7,1.0,0.8,0.5,1.1,0.409,0.367,28.0,SF,24.0,,0.5,0.9,0.103,"5,888,261"
111,Nikola Mirotić,11.8,5.5,1.5,0.9,0.7,1.5,0.407,0.39,24.0,PF,38.0,3.0,1.5,1.5,0.115,"7,428,591"
112,Jeff Green,11.7,4.2,1.7,0.7,0.5,1.2,0.43,0.315,29.0,SF,41.0,10.0,-1.8,0.1,0.065,"12,328,000"
113,Harrison Barnes,11.7,4.9,1.8,0.6,0.2,0.9,0.466,0.383,23.0,SF,59.0,5.0,-1.3,0.3,0.116,"5,190,353"
114,Jeremy Lin,11.7,3.2,3.0,0.7,0.5,1.9,0.412,0.336,27.0,SG,13.0,7.0,-0.9,0.5,0.082,"2,866,260"
115,Marvin Williams,11.7,6.4,1.4,0.7,1.0,0.8,0.452,0.402,29.0,PF,81.0,12.0,2.7,2.7,0.161,"9,380,000"
116,Kent Bazemore,11.6,5.1,2.3,1.3,0.5,1.8,0.441,0.357,26.0,SF,68.0,5.0,0.3,1.2,0.094,"2,680,000"
117,Otto Porter Jr.,11.6,5.2,1.6,1.4,0.4,0.9,0.473,0.367,22.0,SF,73.0,4.0,1.1,1.8,0.119,"6,248,366"
118,Michael Carter-Williams,11.5,5.1,5.2,1.5,0.8,2.8,0.452,0.273,24.0,PG,37.0,4.0,-0.7,0.5,0.035,"3,214,713"
119,Jordan Hamilton,11.4,5.6,2.3,0.7,0.3,1.5,0.422,0.289,25.0,SF,4.0,6.0,-3.3,-0.1,0.03,"160,077"
120,Julius Randle,11.3,10.2,1.8,0.7,0.4,1.8,0.429,0.278,21.0,PF,60.0,3.0,-3.2,-0.7,0.035,"4,197,201"
121,Bojan Bogdanović,11.2,3.2,1.3,0.4,0.1,1.5,0.433,0.382,26.0,SF,39.0,3.0,-3.5,-0.8,0.021,"4,590,183"
122,Sean Kilpatrick,11.1,1.8,0.9,0.4,0.1,1.0,0.456,0.342,26.0,SG,0.0,3.0,-2.2,0.0,0.076,"296,375"
123,Sean Kilpatrick,11.1,1.8,0.9,0.4,0.1,1.0,0.456,0.342,26.0,SG,0.0,3.0,-2.2,0.0,0.076,"133,220"
124,Nerlens Noel,11.1,8.1,1.8,1.8,1.5,2.4,0.521,0.5,21.0,C,62.0,3.0,-0.2,0.9,0.074,"4,633,452"
125,Isaiah Canaan,11.0,2.3,1.8,0.7,0.2,1.2,0.36,0.363,24.0,SG,39.0,4.0,-2.4,-0.2,0.035,"1,269,349"
126,DeMarre Carroll,11.0,4.7,1.0,1.7,0.2,1.1,0.389,0.39,29.0,SF,22.0,8.0,0.3,0.5,0.074,"18,224,000"
127,Dennis Schröder,11.0,2.6,4.4,0.9,0.1,2.3,0.421,0.322,22.0,PG,6.0,4.0,-0.8,0.5,0.064,"2,362,956"
128,T.J. Warren,11.0,3.1,0.9,0.8,0.3,0.7,0.501,0.4,22.0,SF,4.0,3.0,-0.5,0.4,0.101,"2,735,047"
129,Elfrid Payton,10.7,3.6,6.4,1.2,0.3,2.4,0.436,0.326,21.0,PG,69.0,3.0,-1.2,0.4,0.05,"3,357,664"
130,Trey Burke,10.6,1.8,2.3,0.5,0.1,1.3,0.413,0.344,23.0,PG,0.0,4.0,-0.5,0.5,0.074,"3,562,041"
131,Norris Cole,10.6,3.4,3.7,0.8,0.1,1.7,0.405,0.324,27.0,PG,23.0,6.0,-3.8,-0.5,-0.004,"4,293,065"
132,Shabazz Muhammad,10.5,3.3,0.6,0.3,0.1,0.9,0.465,0.289,23.0,SF,0.0,4.0,-2.5,-0.2,0.077,"2,756,272"
133,Evan Turner,10.5,4.9,4.4,1.0,0.3,2.1,0.456,0.241,27.0,SG,12.0,7.0,0.0,1.1,0.085,"4,590,183"
134,Ersan İlyasova,10.4,5.4,0.9,0.7,0.4,1.0,0.424,0.371,28.0,PF,56.0,11.0,-0.2,0.9,0.113,"10,586,000"
135,Jerryd Bayless,10.4,2.7,3.1,0.9,0.2,1.4,0.423,0.437,27.0,SG,18.0,9.0,-0.8,0.4,0.075,"4,020,000"
136,Mario Chalmers,10.3,2.6,3.8,1.4,0.2,1.8,0.41,0.309,29.0,PG,7.0,9.0,1.3,1.2,0.132,"5,762,000"
137,Allen Crabbe,10.3,2.7,1.2,0.8,0.2,0.8,0.459,0.393,23.0,SG,8.0,4.0,-1.0,0.5,0.098,"1,269,349"
138,Robin Lopez,10.3,7.3,1.4,0.2,1.6,1.6,0.539,0.0,27.0,C,82.0,9.0,-0.2,1.0,0.126,"16,951,000"
139,Jared Sullinger,10.3,8.3,2.3,0.9,0.6,1.3,0.435,0.282,23.0,PF,73.0,5.0,0.6,1.3,0.121,"3,040,808"
140,Myles Turner,10.3,5.5,0.7,0.4,1.4,1.1,0.498,0.214,19.0,C,30.0,2.0,-1.6,0.1,0.109,"3,052,466"
141,Al-Farouq Aminu,10.2,6.1,1.7,0.9,0.6,1.5,0.416,0.361,25.0,SF,82.0,7.0,0.1,1.2,0.082,"10,777,479"
142,Marco Belinelli,10.2,1.7,1.9,0.5,0.0,1.2,0.386,0.306,29.0,SG,7.0,10.0,-3.8,-0.8,0.014,"8,121,212"
143,Gorgui Dieng,10.1,7.1,1.7,1.1,1.2,1.7,0.532,0.3,26.0,C,39.0,4.0,0.8,1.5,0.127,"1,975,749"
144,Ricky Rubio,10.1,4.3,8.7,2.1,0.1,2.5,0.374,0.326,25.0,PG,76.0,6.0,1.8,2.3,0.119,"17,018,000"
145,Matt Barnes,10.0,5.5,2.1,1.0,0.8,1.6,0.381,0.322,35.0,SF,45.0,14.0,-0.9,0.6,0.056,"4,746,950"
146,Nikola Jokić,10.0,7.0,2.4,1.0,0.6,1.3,0.512,0.333,20.0,C,55.0,2.0,3.9,2.6,0.185,"1,742,000"
147,Kelly Olynyk,10.0,4.1,1.5,0.8,0.5,1.1,0.455,0.405,24.0,C,8.0,4.0,1.9,1.4,0.141,"2,901,314"
148,Patrick Beverley,9.9,3.5,3.4,1.3,0.4,1.3,0.434,0.4,27.0,PG,63.0,5.0,0.2,1.1,0.103,"8,691,891"
149,Terrence Ross,9.9,2.5,0.8,0.7,0.3,0.6,0.431,0.386,24.0,SF,7.0,5.0,0.3,1.0,0.1,"4,762,248"
150,Ramon Sessions,9.9,2.5,2.9,0.6,0.1,1.4,0.473,0.324,29.0,PG,5.0,10.0,-0.3,0.7,0.109,"2,908,423"
151,Carl Landry,9.8,4.1,0.9,0.3,0.3,0.6,0.556,0.462,32.0,PF,12.0,10.0,1.2,0.5,0.176,"9,045,000"
152,Gary Neal,9.8,2.1,1.2,0.5,0.0,0.7,0.465,0.41,31.0,SG,2.0,7.0,-1.5,0.1,0.085,"2,866,260"
153,Hollis Thompson,9.8,3.5,1.3,0.5,0.3,1.0,0.397,0.38,24.0,SG,17.0,4.0,-3.4,-0.7,0.026,"1,269,349"
154,Dion Waiters,9.8,2.6,2.0,1.0,0.2,1.5,0.399,0.358,24.0,SG,15.0,5.0,-2.8,-0.4,0.046,"6,885,496"
155,Marcus Thornton,9.7,2.5,1.4,0.8,0.1,0.8,0.399,0.337,28.0,SG,8.0,8.0,-0.5,0.4,0.074,"1,588,950"
156,Marcus Thornton,9.7,2.5,1.4,0.8,0.1,0.8,0.399,0.337,28.0,SG,8.0,8.0,-0.5,0.4,0.074,"336,483"
157,Jerami Grant,9.7,4.7,1.8,0.7,1.6,1.4,0.419,0.24,21.0,PF,52.0,3.0,-1.7,0.1,0.05,"1,132,379"
158,Courtney Lee,9.6,2.6,1.7,1.1,0.4,0.9,0.454,0.378,30.0,SG,65.0,9.0,-1.0,0.6,0.08,"7,604,500"
159,Manu Ginóbili,9.6,2.5,3.1,1.1,0.2,1.7,0.453,0.391,38.0,SG,0.0,15.0,3.6,1.6,0.16,"3,770,760"
160,Raymond Felton,9.5,3.2,3.6,0.9,0.2,1.5,0.406,0.282,31.0,PG,31.0,12.0,-1.6,0.2,0.059,"6,083,600"
161,Doug McDermott,9.4,2.4,0.7,0.2,0.1,0.7,0.452,0.425,24.0,SF,4.0,3.0,-2.9,-0.4,0.073,"3,189,789"
162,Kevin Martin,9.3,2.0,1.1,0.5,0.1,1.0,0.372,0.36,32.0,SG,13.0,13.0,-3.2,-0.4,0.054,"9,493,900"
163,Kevin Martin,9.3,2.0,1.1,0.5,0.1,1.0,0.372,0.36,32.0,SG,13.0,13.0,-3.2,-0.4,0.054,"425,415"
164,Ian Mahinmi,9.3,7.1,1.5,0.9,1.1,1.4,0.589,,29.0,C,71.0,10.0,0.9,1.4,0.163,"5,360,000"
165,Derrick Williams,9.3,3.7,0.9,0.4,0.1,0.8,0.45,0.293,24.0,SF,9.0,6.0,0.3,0.8,0.12,"5,896,000"
166,Jordan Farmar,9.2,2.1,3.1,1.3,0.2,1.5,0.42,0.356,29.0,PG,10.0,11.0,-0.7,0.1,0.064,"2,814,000"
167,Jordan Farmar,9.2,2.1,3.1,1.3,0.2,1.5,0.42,0.356,29.0,PG,10.0,11.0,-0.7,0.1,0.064,"256,549"
168,Aaron Gordon,9.2,6.5,1.6,0.8,0.7,0.8,0.473,0.296,20.0,PF,37.0,3.0,1.0,1.4,0.139,"5,590,051"
169,Nenê,9.2,4.5,1.7,0.9,0.5,1.3,0.544,0.0,33.0,PF,11.0,15.0,0.4,0.6,0.12,"17,420,000"
170,Kyle Korver,9.2,3.3,2.1,0.8,0.4,1.2,0.435,0.398,34.0,SG,80.0,14.0,-1.0,0.6,0.082,"7,700,281"
171,Rudy Gobert,9.1,11.0,1.5,0.7,2.2,1.9,0.559,,23.0,C,60.0,4.0,2.2,2.0,0.16,"1,575,679"
172,Mason Plumlee,9.1,7.7,2.8,0.8,1.0,1.9,0.516,0.0,25.0,C,82.0,4.0,1.5,1.9,0.14,"1,896,796"
173,Marcus Smart,9.1,4.2,3.0,1.5,0.3,1.3,0.348,0.253,21.0,PG,10.0,3.0,-1.0,0.4,0.083,"4,597,593"
174,Alex Len,9.0,7.6,1.2,0.5,0.8,1.9,0.423,0.143,22.0,C,46.0,4.0,-4.3,-1.0,0.035,"5,101,540"
175,Archie Goodwin,8.9,2.5,2.1,0.5,0.2,1.8,0.417,0.232,21.0,PG,13.0,4.0,-3.7,-0.5,0.004,"1,554,614"
176,Gerald Green,8.9,2.4,0.8,0.6,0.3,0.7,0.392,0.323,30.0,SG,14.0,12.0,-3.1,-0.4,0.052,"1,826,281"
177,Austin Rivers,8.9,1.9,1.5,0.7,0.1,0.9,0.438,0.335,23.0,SG,7.0,5.0,-2.7,-0.2,0.063,"4,168,466"
