,Unnamed: 0,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
171,171,Isaiah Joe,10.2,2.6,1.6,0.6,0.1,0.5,0.44,0.412,25.0,SG,16.0,6.0,1.3,1.4,0.153,"12,991,650"
172,172,Tyus Jones,10.2,2.4,5.3,0.9,0.1,1.1,0.448,0.414,28.0,PG,58.0,11.0,0.1,1.1,0.096,"3,003,427"
173,173,Trendon Watford,10.2,3.6,2.6,0.6,0.3,1.9,0.469,0.33,24.0,PF,6.0,5.0,-3.1,-0.3,0.038,"2,726,603"
174,174,Keion Brooks Jr.,10.1,4.1,0.9,0.7,0.7,0.9,0.486,0.326,24.0,SF,6.0,2.0,-3.5,-0.1,0.057,"305,628"
175,175,Luguentz Dort,10.1,4.1,1.6,1.1,0.5,0.7,0.435,0.412,25.0,SF,71.0,7.0,0.2,1.2,0.129,"17,000,000"
176,176,Justin Edwards,10.1,3.4,1.6,1.0,0.4,1.1,0.455,0.363,21.0,SF,26.0,2.0,-3.7,-0.5,0.039,"782,721"
177,177,Derrick Jones Jr.,10.1,3.4,0.8,1.0,0.4,0.9,0.526,0.356,27.0,SF,55.0,10.0,-0.3,0.8,0.12,"9,523,810"
178,178,Ausar Thompson,10.1,5.1,2.3,1.7,0.7,1.4,0.535,0.224,22.0,SF,48.0,3.0,1.7,1.2,0.138,"8,376,291"
179,179,Chris Boucher,10.0,4.5,0.7,0.5,0.5,0.6,0.492,0.363,32.0,PF,0.0,9.0,2.3,0.9,0.148,"10,810,000"
180,180,Andrew Nembhard,10.0,3.3,5.0,1.2,0.2,1.7,0.458,0.291,25.0,SG,65.0,4.0,-2.3,-0.1,0.071,"2,019,699"
181,181,Ziaire Williams,10.0,4.6,1.3,1.0,0.4,1.1,0.412,0.341,23.0,SF,45.0,5.0,-2.3,-0.1,0.065,"6,133,005"
182,182,Kevin Huerter,9.9,3.0,2.3,1.0,0.3,1.0,0.425,0.338,26.0,SG,31.0,8.0,-2.0,0.0,0.054,"16,830,357"
183,183,Georges Niang,9.9,3.4,1.4,0.4,0.2,1.0,0.461,0.406,31.0,PF,3.0,10.0,-2.3,-0.1,0.081,"8,500,000"
184,184,Julian Champagnie,9.9,3.9,1.4,0.7,0.4,0.9,0.415,0.371,23.0,SF,29.0,4.0,-1.3,0.4,0.062,"2,224,662"
185,185,Scotty Pippen Jr.,9.9,3.3,4.4,1.3,0.4,1.7,0.48,0.397,24.0,PG,21.0,4.0,1.9,1.7,0.133,"2,087,519"
186,186,Nick Smith Jr.,9.9,2.1,2.4,0.3,0.1,1.4,0.391,0.34,20.0,SG,27.0,3.0,-5.7,-1.3,-0.019,"2,587,108"
187,187,Bub Carrington,9.8,4.2,4.4,0.7,0.3,1.7,0.401,0.339,19.0,PG,57.0,2.0,-4.6,-1.6,0.005,"4,454,880"
188,188,Moses Moody,9.8,2.6,1.3,0.8,0.4,0.7,0.433,0.374,22.0,SG,34.0,5.0,-0.9,0.5,0.102,"5,803,269"
189,189,Amir Coffey,9.7,2.2,1.1,0.6,0.1,0.6,0.471,0.409,27.0,SG,13.0,7.0,-1.7,0.1,0.111,"3,938,271"
190,190,Max Christie,9.6,3.3,1.9,0.8,0.4,1.1,0.427,0.366,21.0,SG,36.0,4.0,-2.5,-0.3,0.06,"7,142,857"
191,191,Kyle Filipowski,9.6,6.1,1.9,0.7,0.3,1.4,0.502,0.35,21.0,C,27.0,2.0,-1.0,0.4,0.078,"3,000,000"
192,192,Tosan Evbuomwan,9.5,4.3,2.0,0.9,0.4,1.4,0.427,0.312,23.0,SF,0.0,3.0,-3.2,-0.2,0.044,"331,365"
193,193,Miles McBride,9.5,2.5,2.9,1.0,0.3,0.6,0.406,0.369,24.0,PG,10.0,5.0,0.0,0.8,0.098,"4,710,144"
194,194,Nickeil Alexander-Walker,9.4,3.2,2.7,0.6,0.4,1.2,0.438,0.381,26.0,SG,10.0,7.0,-0.4,0.8,0.099,"4,312,500"
195,195,Cole Anthony,9.4,3.0,2.9,0.7,0.5,1.5,0.424,0.353,24.0,PG,22.0,6.0,0.1,0.7,0.078,"12,900,000"
196,196,Anthony Black,9.4,2.9,3.1,1.1,0.6,1.8,0.423,0.318,21.0,PG,10.0,3.0,-1.9,0.0,0.061,"7,607,754"
197,197,Max Strus,9.4,4.3,3.2,0.5,0.2,1.1,0.442,0.386,28.0,SF,37.0,7.0,1.3,1.1,0.13,"15,212,068"
198,198,Tristan Vukcevic,9.4,3.7,1.1,0.3,0.7,1.2,0.496,0.373,21.0,C,1.0,3.0,-0.5,0.2,0.069,"578,577"
199,199,Cam Whitmore,9.4,3.0,1.0,0.6,0.3,0.9,0.444,0.355,20.0,SF,3.0,3.0,0.3,0.5,0.106,"3,379,068"
200,200,Nick Richards,9.3,8.2,0.9,0.2,1.0,1.4,0.591,0.0,27.0,C,43.0,6.0,-3.3,-0.4,0.114,"5,000,000"
201,201,Kel'el Ware,9.3,7.4,0.9,0.6,1.1,0.9,0.554,0.315,20.0,C,36.0,2.0,-0.1,0.7,0.14,"4,231,800"
202,202,Zach Edey,9.2,8.3,1.0,0.5,1.3,1.3,0.58,0.346,22.0,C,55.0,2.0,-0.1,0.7,0.165,"5,756,880"
203,203,Wendell Carter Jr.,9.1,7.2,2.0,0.8,0.6,1.1,0.46,0.234,25.0,C,51.0,8.0,-1.2,0.3,0.125,"11,950,000"
204,204,Noah Clowney,9.1,3.9,0.9,0.5,0.5,1.0,0.358,0.333,20.0,PF,20.0,3.0,-4.1,-0.5,0.023,"3,244,080"
205,205,Dalton Knecht,9.1,2.8,0.8,0.3,0.1,0.5,0.461,0.376,23.0,SF,16.0,2.0,-1.8,0.1,0.086,"3,819,120"
206,206,A.J. Lawson,9.1,3.3,1.2,0.5,0.2,0.6,0.421,0.327,24.0,SG,2.0,4.0,-2.5,-0.1,0.081,"456,809"
207,207,A.J. Lawson,9.1,3.3,1.2,0.5,0.2,0.6,0.421,0.327,24.0,SG,2.0,4.0,-2.5,-0.1,0.081,"77,500"
208,208,T.J. McConnell,9.1,2.4,4.4,1.1,0.3,1.4,0.519,0.306,32.0,PG,1.0,11.0,1.2,1.2,0.109,"9,500,000"
209,209,Yves Missi,9.1,8.2,1.4,0.5,1.3,1.1,0.547,0.0,20.0,C,67.0,2.0,-3.0,-0.5,0.089,"3,193,200"
210,210,Royce O'Neale,9.1,4.7,2.2,0.9,0.5,0.9,0.423,0.406,31.0,SF,22.0,9.0,0.1,1.0,0.073,"9,375,000"
211,211,Jared Butler,9.0,1.8,3.7,0.7,0.2,1.3,0.448,0.355,24.0,SG,17.0,5.0,-1.0,0.3,0.063,"1,115,697"
212,212,Marcus Smart,9.0,2.1,3.2,1.1,0.3,1.6,0.393,0.348,30.0,PG,7.0,12.0,-1.5,0.1,0.051,"20,210,285"
213,213,Draymond Green,9.0,6.1,5.6,1.5,1.0,2.6,0.424,0.325,34.0,PF,66.0,14.0,0.5,1.3,0.088,"24,107,143"
214,214,Killian Hayes,9.0,3.0,5.2,0.7,0.7,1.5,0.419,0.381,23.0,PG,5.0,6.0,-0.6,0.1,0.095,"128,603"
215,215,Al Horford,9.0,6.2,2.1,0.6,0.9,0.8,0.423,0.363,38.0,C,42.0,19.0,1.2,1.3,0.129,"9,500,000"
216,216,Julian Strawther,9.0,2.2,1.3,0.6,0.2,0.9,0.432,0.349,22.0,SG,4.0,3.0,-4.5,-0.9,0.043,"2,552,596"
217,217,Patrick Williams,9.0,3.8,2.0,0.8,0.5,1.4,0.397,0.353,23.0,PF,36.0,6.0,-3.7,-0.7,0.012,"18,000,000"
218,218,Jusuf Nurkić,8.9,7.8,2.3,0.8,0.7,1.9,0.477,0.305,30.0,C,32.0,12.0,-1.3,0.2,0.066,"18,125,000"
219,219,Clint Capela,8.9,8.5,1.1,0.6,1.0,0.9,0.559,0.0,30.0,C,41.0,12.0,-1.0,0.3,0.131,"22,265,280"
220,220,Johnny Juzang,8.9,2.9,1.1,0.6,0.1,0.6,0.429,0.376,23.0,SG,18.0,4.0,-2.3,-0.1,0.06,"3,087,519"
221,221,Luke Kennard,8.9,2.8,3.3,0.8,0.1,1.1,0.478,0.433,28.0,SG,11.0,9.0,1.1,1.2,0.127,"9,250,000"
222,222,Justin Champagnie,8.8,5.7,1.0,1.0,0.6,0.9,0.511,0.383,23.0,SF,31.0,5.0,-0.5,0.5,0.1,"2,224,662"
223,223,Svi Mykhailiuk,8.8,2.4,2.0,0.5,0.2,1.4,0.391,0.345,27.0,SF,13.0,8.0,-3.5,-0.3,-0.009,"3,500,000"
224,224,Chris Paul,8.8,3.6,7.4,1.3,0.3,1.6,0.427,0.377,39.0,PG,82.0,21.0,0.8,1.6,0.12,"10,983,000"
225,225,Kelly Olynyk,8.7,4.7,2.9,0.8,0.4,1.7,0.5,0.418,33.0,C,22.0,13.0,-0.7,0.3,0.092,"12,804,878"
226,226,Dorian Finney-Smith,8.7,3.9,1.4,0.9,0.4,0.9,0.448,0.411,31.0,PF,40.0,10.0,-1.0,0.5,0.078,"14,924,167"
227,227,Isaiah Collier,8.7,3.3,6.3,0.9,0.2,2.9,0.422,0.249,20.0,PG,46.0,2.0,-5.3,-1.6,-0.021,"2,512,680"
228,228,Kyshawn George,8.7,4.2,2.5,1.0,0.7,1.4,0.372,0.322,21.0,SG,38.0,2.0,-4.1,-0.9,0.003,"2,825,520"
229,229,Jaden Hardy,8.7,1.6,1.4,0.5,0.1,1.4,0.435,0.386,22.0,SG,3.0,4.0,-4.7,-0.6,-0.016,"2,019,699"
230,230,Dereck Lively II,8.7,7.5,2.4,0.6,1.6,1.1,0.702,,20.0,C,29.0,3.0,3.3,1.1,0.199,"5,014,409"
231,231,Tyrese Martin,8.7,3.7,2.0,0.6,0.2,1.2,0.406,0.351,25.0,SG,11.0,4.0,-2.6,-0.2,0.033,"959,732"
232,232,Matas Buzelis,8.6,3.5,1.0,0.4,0.9,0.9,0.454,0.361,20.0,SF,31.0,2.0,-2.5,-0.2,0.06,"5,195,520"
233,233,Jaime Jaquez Jr.,8.6,4.4,2.5,0.9,0.2,1.5,0.461,0.311,23.0,SF,17.0,3.0,-0.9,0.4,0.081,"3,685,800"
234,234,Ja'Kobe Walter,8.6,3.1,1.6,0.8,0.2,1.0,0.405,0.349,20.0,SG,18.0,2.0,-3.0,-0.3,0.052,"3,465,000"
235,235,Sam Hauser,8.5,3.2,0.9,0.6,0.2,0.3,0.451,0.416,27.0,PF,19.0,5.0,0.8,1.1,0.136,"2,092,344"
236,236,Larry Nance Jr.,8.5,4.3,1.6,0.8,0.5,0.7,0.516,0.447,32.0,PF,3.0,11.0,1.8,0.4,0.131,"11,205,000"
237,237,Jared Rhoden,8.4,3.0,1.1,0.7,0.1,0.6,0.483,0.308,25.0,SG,2.0,4.0,-0.5,0.1,0.131,"251,875"
238,238,Jared Rhoden,8.4,3.0,1.1,0.7,0.1,0.6,0.483,0.308,25.0,SG,2.0,4.0,-0.5,0.1,0.131,"135,120"
239,239,Jaylen Nowell,8.4,2.5,2.3,0.1,0.5,1.0,0.356,0.296,25.0,SG,0.0,7.0,-5.7,-0.2,-0.069,"278,782"
240,240,Jaylen Nowell,8.4,2.5,2.3,0.1,0.5,1.0,0.356,0.296,25.0,SG,0.0,7.0,-5.7,-0.2,-0.069,"195,147"
241,241,Cason Wallace,8.4,3.4,2.5,1.8,0.5,0.9,0.474,0.356,21.0,SG,43.0,3.0,1.0,1.5,0.133,"5,555,920"
242,242,Bruce Brown,8.3,4.0,2.0,0.8,0.2,1.0,0.421,0.333,28.0,PG,12.0,8.0,-3.8,-0.4,0.035,"23,000,000"
243,243,Dalano Banton,8.3,2.0,2.4,0.6,0.5,1.3,0.391,0.324,25.0,PG,7.0,5.0,-0.8,0.3,0.033,"2,196,970"
244,244,Brandon Clarke,8.3,5.1,1.0,0.8,0.6,0.6,0.621,0.059,28.0,PF,18.0,7.0,0.8,0.9,0.174,"12,500,000"
245,245,Keon Ellis,8.3,2.7,1.5,1.5,0.8,0.9,0.489,0.433,25.0,SG,28.0,4.0,1.9,1.9,0.122,"2,120,693"
246,246,Brandon Williams,8.3,1.8,2.3,0.7,0.2,1.2,0.521,0.4,25.0,PG,3.0,29.0,1.0,0.4,0.129,"598,120"
247,247,Mike Conley,8.2,2.6,4.5,1.1,0.2,1.1,0.4,0.41,37.0,PG,64.0,19.0,1.2,1.4,0.142,"9,975,962"
248,248,Taurean Prince,8.2,3.6,1.9,1.0,0.2,1.0,0.457,0.439,30.0,SF,73.0,10.0,-1.7,0.1,0.077,"2,988,550"
249,249,Jalen Smith,8.2,5.6,1.0,0.3,0.7,0.6,0.466,0.324,24.0,C,2.0,6.0,0.9,0.7,0.146,"8,571,429"
250,250,Quinten Post,8.1,3.5,1.3,0.4,0.4,0.8,0.449,0.408,24.0,PF,14.0,2.0,0.1,0.4,0.116,"789,588"
251,251,Peyton Watson,8.1,3.4,1.4,0.7,1.4,0.8,0.477,0.353,22.0,SF,18.0,4.0,-1.8,0.1,0.073,"2,413,560"
252,252,Davion Mitchell,7.9,2.3,4.9,1.0,0.2,1.7,0.468,0.398,26.0,PG,37.0,5.0,-2.6,-0.3,0.07,"6,451,077"
253,253,Caleb Martin,7.9,3.9,2.1,1.0,0.5,1.2,0.424,0.359,29.0,SF,24.0,7.0,-3.2,-0.4,0.025,"9,186,594"
254,254,Tyson Etienne,7.9,1.3,1.7,0.4,0.1,1.1,0.327,0.295,25.0,PG,0.0,2.0,-8.8,-0.3,-0.021,"131,903"
255,255,Day'Ron Sharpe,7.9,6.6,1.8,0.8,0.8,1.3,0.521,0.244,23.0,C,2.0,5.0,0.9,0.7,0.141,"3,989,122"
256,256,KJ Simpson,7.8,3.0,3.1,0.9,0.2,1.6,0.346,0.254,22.0,PG,15.0,2.0,-5.4,-0.7,-0.025,"578,577"
257,257,Terance Mann,7.7,3.0,1.8,0.7,0.2,0.7,0.496,0.368,28.0,SG,13.0,7.0,-1.3,0.2,0.101,"11,423,077"
258,258,Karlo Matković,7.7,5.0,1.1,0.5,1.0,1.0,0.574,0.318,23.0,PF,7.0,2.0,-2.0,0.0,0.096,"1,407,153"
259,259,AJ Johnson,7.6,2.0,2.6,0.4,0.1,1.2,0.385,0.267,20.0,SG,11.0,2.0,-8.1,-1.0,-0.032,"2,795,294"
260,260,Lonzo Ball,7.6,3.4,3.3,1.3,0.5,1.2,0.366,0.344,27.0,PG,14.0,9.0,0.2,0.4,0.075,"21,395,348"
261,261,Oscar Tshiebwe,7.6,8.7,0.6,0.9,0.1,0.7,0.6,,25.0,C,1.0,3.0,-1.4,0.0,0.182,"578,577"
262,262,Garrison Mathews,7.5,1.9,1.3,0.6,0.3,0.7,0.397,0.39,28.0,SG,2.0,7.0,-1.6,0.1,0.087,"2,230,253"
263,263,Matisse Thybulle,7.5,3.5,1.9,2.2,0.6,0.9,0.477,0.438,27.0,SG,5.0,7.0,5.0,0.6,0.146,"11,025,000"
264,264,Josh Green,7.4,2.5,1.6,1.1,0.2,1.0,0.428,0.391,24.0,SG,67.0,6.0,-4.3,-1.1,0.037,"12,654,321"
265,265,Richaun Holmes,7.4,5.7,1.4,0.3,0.7,0.7,0.647,0.0,31.0,PF,7.0,11.0,1.1,0.4,0.178,"12,648,321"
266,266,Damion Baugh,7.3,3.3,3.7,1.0,0.1,2.1,0.323,0.214,24.0,SG,2.0,2.0,-7.1,-0.5,-0.069,"196,245"
267,267,Alec Burks,7.3,2.5,1.1,0.6,0.1,0.6,0.424,0.425,33.0,SG,14.0,15.0,0.3,0.5,0.1,"3,303,771"
268,268,Andre Drummond,7.3,7.8,0.9,1.0,0.5,1.4,0.5,0.15,31.0,C,23.0,14.0,-3.2,-0.2,0.078,"5,000,000"
269,269,Tre Jones,7.2,2.5,4.2,0.8,0.2,0.8,0.538,0.396,25.0,PG,9.0,6.0,1.5,0.8,0.155,"9,104,167"
270,270,Goga Bitadze,7.2,6.6,2.0,0.7,1.4,1.0,0.611,0.107,25.0,C,42.0,7.0,2.5,1.6,0.195,"9,057,971"
271,271,Tristan Da Silva,7.2,3.3,1.5,0.4,0.2,0.8,0.412,0.335,23.0,SF,38.0,2.0,-2.6,-0.3,0.073,"3,628,440"
272,272,GG Jackson II,7.2,3.2,1.0,0.4,0.2,1.1,0.372,0.337,20.0,PF,3.0,,-5.3,-0.4,0.009,"1,891,857"
273,273,Vit Krejci,7.2,2.7,2.6,0.6,0.5,0.9,0.497,0.437,24.0,PG,16.0,5.0,0.7,0.8,0.11,"2,162,606"
274,274,Daeqwon Plowden,7.2,1.8,0.3,0.0,0.0,0.7,0.64,0.529,26.0,SG,0.0,2.0,-0.1,0.0,0.125,"347,451"
275,275,Daeqwon Plowden,7.2,1.8,0.3,0.0,0.0,0.7,0.64,0.529,26.0,SG,0.0,2.0,-0.1,0.0,0.125,"77,500"
276,276,Nae'Qwan Tomlin,7.2,4.2,0.4,0.0,0.2,0.4,0.406,0.2,24.0,PF,1.0,2.0,-5.5,-0.1,0.093,"204,840"
277,277,Josh Okogie,7.1,2.8,0.8,1.2,0.5,0.8,0.443,0.348,26.0,SG,7.0,8.0,1.5,0.6,0.1,"8,250,000"
278,278,Jalen Hood-Schifino,7.1,1.8,2.5,0.3,0.5,1.2,0.378,0.304,21.0,SG,0.0,3.0,-6.9,-0.4,-0.015,"3,879,830"
279,279,Jalen Hood-Schifino,7.1,1.8,2.5,0.3,0.5,1.2,0.378,0.304,21.0,SG,0.0,3.0,-6.9,-0.4,-0.015,"141,554"
280,280,Jamison Battle,7.1,2.7,0.9,0.3,0.2,0.5,0.429,0.405,23.0,SF,10.0,2.0,-2.3,-0.1,0.079,"1,350,668"
281,281,Alex Caruso,7.1,2.9,2.5,1.6,0.6,0.7,0.446,0.353,30.0,SG,3.0,9.0,4.0,1.6,0.18,"9,890,000"
282,282,Jamal Shead,7.1,1.5,4.2,0.8,0.1,1.6,0.405,0.323,22.0,PG,11.0,2.0,-4.1,-0.8,0.027,"1,862,265"
283,283,Jeff Dowtin Jr.,7.0,1.5,1.9,0.6,0.3,0.4,0.487,0.4,27.0,PG,3.0,5.0,0.2,0.3,0.103,"578,577"
284,284,Marcus Garrett,7.0,1.5,3.3,0.8,0.5,1.5,0.407,0.375,26.0,SG,0.0,5.0,-7.6,-0.1,-0.002,"107,027"
285,285,Isaiah Jackson,7.0,5.6,1.0,0.6,1.6,1.0,0.609,,23.0,C,1.0,5.0,0.8,0.1,0.153,"4,435,380"
286,286,Jake LaRavia,6.9,3.9,2.4,0.9,0.3,1.3,0.475,0.423,23.0,PF,0.0,4.0,0.2,0.8,0.104,"3,352,680"
287,287,Ryan Dunn,6.9,3.6,0.8,0.6,0.5,0.5,0.43,0.311,22.0,SF,44.0,2.0,-4.1,-0.7,0.034,"2,530,800"
288,288,Jay Huff,6.9,2.0,0.6,0.3,0.9,0.5,0.515,0.405,26.0,C,2.0,5.0,3.5,1.1,0.162,"2,088,033"
289,289,Cameron Payne,6.9,1.4,2.8,0.5,0.2,0.7,0.401,0.363,30.0,PG,5.0,11.0,-0.2,0.5,0.099,"3,003,427"
290,290,Antonio Reeves,6.9,1.4,0.9,0.5,0.1,0.7,0.456,0.395,24.0,SG,6.0,2.0,-3.2,-0.2,0.029,"1,157,153"
291,291,Cody Martin,6.8,4.2,2.0,1.1,0.6,1.0,0.418,0.285,29.0,SF,8.0,7.0,-1.7,0.1,0.054,"8,120,000"
292,292,Bol Bol,6.8,2.9,0.6,0.3,0.7,0.6,0.525,0.344,25.0,PF,10.0,7.0,0.8,0.3,0.097,"2,425,403"
293,293,Eric Gordon,6.8,1.2,1.7,0.7,0.3,0.7,0.426,0.409,36.0,SG,13.0,18.0,-1.6,0.1,0.053,"3,303,771"
294,294,Jaxson Hayes,6.8,4.8,1.0,0.6,0.9,0.8,0.722,0.0,24.0,C,35.0,7.0,-0.3,0.5,0.162,"2,463,946"
295,295,DaQuan Jeffries,6.7,2.9,1.1,0.6,0.5,0.7,0.405,0.335,27.0,SG,20.0,7.0,-4.7,-0.7,0.027,"2,425,403"
296,296,Lester Quiñones,6.6,1.5,1.8,0.2,0.2,1.1,0.397,0.295,24.0,SG,0.0,4.0,-6.1,-0.2,-0.025,"289,289"
297,297,Lester Quiñones,6.6,1.5,1.8,0.2,0.2,1.1,0.397,0.295,24.0,SG,0.0,4.0,-6.1,-0.2,-0.025,"135,120"
298,298,Vasilije Micić,6.6,2.2,3.1,0.4,0.0,1.9,0.348,0.36,31.0,PG,16.0,3.0,-7.0,-1.0,-0.06,"7,723,000"
299,299,Precious Achiuwa,6.6,5.6,1.0,0.8,0.7,0.8,0.502,0.278,25.0,C,10.0,6.0,-1.9,0.0,0.095,"6,000,000"
300,300,Trayce Jackson-Davis,6.6,5.0,1.7,0.4,0.6,0.7,0.576,0.0,24.0,C,37.0,3.0,1.2,0.8,0.167,"1,891,857"
301,301,Marcus Sasser,6.6,1.2,2.3,0.6,0.1,0.9,0.463,0.382,24.0,PG,1.0,3.0,-0.6,0.3,0.108,"2,755,229"
302,302,Thomas Bryant,6.5,3.8,0.8,0.4,0.6,0.5,0.508,0.324,27.0,C,8.0,9.0,0.6,0.6,0.152,"2,800,834"
303,303,Donovan Clingan,6.5,7.9,1.1,0.5,1.6,1.1,0.539,0.286,20.0,C,37.0,2.0,-0.3,0.6,0.144,"6,836,400"
304,304,Seth Curry,6.5,1.7,0.9,0.4,0.1,0.5,0.478,0.456,34.0,SG,14.0,13.0,-1.7,0.1,0.08,"3,303,771"
305,305,Trey Lyles,6.5,4.6,1.2,0.6,0.3,0.6,0.42,0.34,29.0,PF,5.0,11.0,-0.7,0.4,0.091,"8,000,000"
306,306,Ajay Mitchell,6.5,1.9,1.8,0.7,0.1,0.8,0.495,0.383,22.0,SG,1.0,2.0,-1.6,0.1,0.122,"3,347,451"
307,307,Gary Payton II,6.5,3.0,1.3,0.8,0.3,0.6,0.574,0.326,32.0,SG,11.0,10.0,1.4,0.8,0.155,"9,130,000"
308,308,Zach Collins,6.4,4.5,1.7,0.5,0.5,0.9,0.507,0.302,27.0,PF,12.0,9.0,0.0,0.5,0.132,"16,741,200"
309,309,Kris Dunn,6.4,3.4,2.8,1.7,0.4,1.0,0.439,0.335,30.0,PG,58.0,10.0,0.6,1.2,0.108,"5,168,000"
310,310,Ron Holland,6.4,2.7,1.0,0.6,0.2,0.9,0.474,0.238,19.0,SF,2.0,,-3.0,-0.3,0.067,"8,245,320"
311,311,KJ Martin,6.4,2.9,1.1,0.4,0.5,0.6,0.552,0.259,24.0,PF,16.0,6.0,-3.6,-0.4,0.068,"7,975,000"
312,312,Gabe Vincent,6.4,1.3,1.4,0.7,0.2,0.6,0.4,0.353,28.0,PG,11.0,7.0,-4.0,-0.8,0.039,"11,000,000"
313,313,Sandro Mamukelashvili,6.3,3.1,0.8,0.4,0.3,0.4,0.502,0.373,25.0,PF,0.0,5.0,2.3,0.7,0.152,"2,162,606"
314,314,Kenrich Williams,6.3,3.5,1.4,0.6,0.1,0.6,0.483,0.386,30.0,PF,7.0,8.0,0.6,0.7,0.151,"6,669,000"
315,315,Bones Hyland,6.2,1.0,1.3,0.8,0.2,1.0,0.398,0.39,24.0,PG,0.0,5.0,2.7,0.3,0.095,"4,158,439"
316,316,Bones Hyland,6.2,1.0,1.3,0.8,0.2,1.0,0.398,0.39,24.0,PG,0.0,5.0,2.7,0.3,0.095,"147,988"
317,317,Jonathan Mogbo,6.2,4.9,2.3,0.9,0.5,1.1,0.438,0.243,23.0,PF,18.0,2.0,-1.9,0.0,0.071,"1,862,265"
318,318,Ryan Rollins,6.2,1.9,1.9,0.8,0.3,0.9,0.487,0.408,22.0,PG,19.0,4.0,-0.5,0.3,0.101,"949,888"
319,319,Ryan Rollins,6.2,1.9,1.9,0.8,0.3,0.9,0.487,0.408,22.0,PG,19.0,4.0,-0.5,0.3,0.101,"600,000"
320,320,Dru Smith,6.2,2.6,1.6,1.5,0.4,1.2,0.508,0.533,27.0,SG,1.0,4.0,2.1,0.3,0.118,"578,577"
321,321,Isaac Okoro,6.1,2.4,1.2,0.6,0.3,0.4,0.464,0.371,24.0,SG,22.0,6.0,-0.5,0.4,0.115,"10,185,186"
322,322,Jarace Walker,6.1,3.1,1.5,0.7,0.3,1.0,0.472,0.405,21.0,PF,5.0,3.0,-0.9,0.3,0.065,"6,362,433"
323,323,N'Faly Dante,6.0,5.3,0.5,0.3,1.3,0.5,0.769,,23.0,C,0.0,2.0,2.4,0.1,0.283,"578,577"
324,324,Mouhamed Gueye,6.0,4.2,0.8,0.8,1.0,0.5,0.421,0.259,22.0,PF,28.0,3.0,-0.6,0.2,0.106,"1,891,857"
325,325,Luke Kornet,6.0,5.3,1.6,0.5,1.0,0.4,0.668,0.0,29.0,C,16.0,9.0,3.3,1.8,0.246,"2,800,834"
326,326,Isaiah Mobley,6.0,4.0,5.0,1.0,1.0,0.0,0.286,0.333,25.0,PF,0.0,4.0,4.7,0.0,0.119,"11,997"
327,327,Isaiah Stewart,6.0,5.5,1.7,0.4,1.4,0.9,0.559,0.321,23.0,C,4.0,6.0,0.6,0.9,0.144,"15,000,000"
328,328,Isaiah Wong,6.0,1.6,1.4,0.6,0.0,0.9,0.39,0.394,24.0,SG,0.0,3.0,-4.0,-0.1,0.01,"427,879"
329,329,Chuma Okeke,5.9,5.2,1.7,0.6,0.4,0.3,0.5,0.393,26.0,PF,3.0,6.0,-0.2,0.1,0.145,"257,206"
330,330,Chuma Okeke,5.9,5.2,1.7,0.6,0.4,0.3,0.5,0.393,26.0,PF,3.0,6.0,-0.2,0.1,0.145,"115,743"
331,331,Kyle Anderson,5.9,3.4,2.4,0.7,0.5,0.6,0.469,0.357,31.0,PF,4.0,12.0,1.5,0.9,0.135,"8,780,488"
332,332,Simone Fontecchio,5.9,2.9,0.9,0.4,0.2,0.7,0.402,0.335,29.0,SF,0.0,4.0,-2.9,-0.3,0.063,"7,692,308"
333,333,Collin Gillespie,5.9,2.4,2.4,0.6,0.2,0.5,0.43,0.433,25.0,PG,9.0,3.0,2.5,0.5,0.131,"578,577"
334,334,Tidjane Salaün,5.9,4.7,1.2,0.5,0.2,1.0,0.33,0.283,19.0,PF,10.0,2.0,-5.2,-1.0,0.002,"7,488,720"
335,335,Jaylin Williams,5.9,5.6,2.6,0.5,0.6,0.7,0.439,0.399,22.0,PF,9.0,4.0,4.3,1.2,0.199,"4,775,760"
336,336,Moses Brown,5.8,3.4,0.2,0.5,0.3,0.8,0.694,,25.0,C,2.0,7.0,0.1,0.1,0.146,"306,660"
337,337,Moses Brown,5.8,3.4,0.2,0.5,0.3,0.8,0.694,,25.0,C,2.0,7.0,0.1,0.1,0.146,"139,391"
338,338,Adem Bona,5.8,4.2,0.5,0.4,1.2,1.1,0.703,0.0,21.0,C,11.0,2.0,-2.7,-0.2,0.121,"1,157,153"
339,339,Quenton Jackson,5.8,1.6,1.9,0.8,0.2,0.6,0.475,0.375,26.0,PG,7.0,4.0,-0.3,0.2,0.126,"578,577"
340,340,Robert Williams,5.8,5.9,1.1,0.7,1.7,0.9,0.641,0.333,27.0,C,3.0,8.0,3.0,0.4,0.175,"12,428,571"
341,341,Moussa Diabaté,5.7,6.2,0.8,0.6,0.6,0.9,0.596,0.0,23.0,C,8.0,4.0,-1.9,0.0,0.125,"1,314,865"
342,342,Dariq Whitehead,5.7,1.5,0.6,0.3,0.1,0.8,0.406,0.446,20.0,SF,0.0,3.0,-3.7,-0.1,0.01,"3,114,342"
343,343,Jordan Goodwin,5.6,3.9,1.4,1.0,0.4,0.9,0.438,0.382,26.0,PG,5.0,5.0,-0.8,0.2,0.084,"364,102"
