,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
177,Jeff Green,9.4,2.8,1.0,0.5,0.4,0.9,0.462,0.339,33.0,C,4.0,14.0,-0.1,0.5,0.104,"1,042,129"
178,George Hill,9.4,3.0,3.1,0.8,0.1,1.0,0.516,0.46,33.0,PG,2.0,13.0,2.9,1.6,0.21,"12,566,044"
179,Shake Milton,9.4,2.2,2.6,0.5,0.2,1.2,0.484,0.43,23.0,SG,24.0,3.0,-1.0,0.2,0.126,"1,792,664"
180,Dwight Powell,9.4,5.7,1.5,0.9,0.6,0.9,0.638,0.256,28.0,C,37.0,7.0,1.3,0.9,0.162,"12,721,625"
181,Michael Porter Jr.,9.3,4.7,0.8,0.5,0.5,0.9,0.509,0.422,21.0,SF,8.0,2.0,1.5,0.8,0.154,"4,202,856"
182,Landry Shamet,9.3,1.9,1.9,0.4,0.2,0.8,0.404,0.375,22.0,SG,30.0,3.0,-2.1,0.0,0.086,"2,473,948"
183,Jarrett Culver,9.2,3.4,1.7,0.9,0.6,1.3,0.404,0.299,20.0,SG,35.0,2.0,-4.0,-0.8,-0.004,"7,208,913"
184,Donte DiVincenzo,9.2,4.8,2.3,1.3,0.3,1.4,0.455,0.336,23.0,SG,24.0,3.0,1.3,1.3,0.135,"3,603,192"
185,Daniel Theis,9.2,6.6,1.7,0.6,1.3,0.8,0.566,0.333,27.0,C,64.0,4.0,2.4,1.7,0.201,"6,200,000"
186,Mikal Bridges,9.1,4.0,1.8,1.4,0.6,1.0,0.51,0.361,23.0,SF,32.0,3.0,0.8,1.5,0.113,"5,159,640"
187,Keldon Johnson,9.1,3.4,0.9,0.8,0.1,0.8,0.596,0.591,20.0,SF,1.0,2.0,1.5,0.3,0.174,"2,418,744"
188,Maxi Kleber,9.1,5.2,1.2,0.3,1.1,0.8,0.461,0.373,28.0,PF,21.0,4.0,0.4,1.1,0.123,"9,920,000"
189,Jake Layman,9.1,2.5,0.7,0.7,0.4,1.0,0.453,0.333,25.0,SF,2.0,5.0,-3.7,-0.2,0.03,"4,441,662"
190,Derrick Favors,9.0,9.8,1.6,0.6,0.9,1.1,0.617,0.143,28.0,C,49.0,11.0,1.0,0.9,0.162,"21,886,000"
191,Josh Jackson,9.0,3.0,1.6,0.8,0.4,1.3,0.44,0.319,22.0,SF,0.0,4.0,0.1,0.2,0.069,"8,753,755"
192,Monte Morris,9.0,1.9,3.5,0.8,0.2,0.7,0.459,0.378,24.0,PG,12.0,4.0,-0.2,0.7,0.112,"1,969,406"
193,Svi Mykhailiuk,9.0,1.9,1.9,0.7,0.1,1.1,0.41,0.404,22.0,SF,27.0,3.0,-1.9,0.0,0.06,"1,756,896"
194,Naz Reid,9.0,4.1,1.2,0.6,0.7,0.7,0.412,0.33,20.0,C,11.0,2.0,-1.9,0.0,0.074,"1,113,904"
195,Bruce Brown,8.9,4.7,4.0,1.1,0.5,1.7,0.443,0.344,23.0,PG,43.0,3.0,-1.2,0.3,0.062,"1,756,896"
196,Gary Trent Jr.,8.9,1.6,1.0,0.8,0.3,0.3,0.444,0.418,21.0,SF,8.0,3.0,-0.3,0.6,0.089,"1,756,896"
197,Kent Bazemore,8.8,4.3,1.4,1.1,0.6,1.3,0.375,0.344,30.0,SF,21.0,9.0,-3.0,-0.5,0.017,"23,894,382"
198,Cameron Johnson,8.8,3.3,1.2,0.6,0.4,0.6,0.435,0.39,23.0,PF,9.0,2.0,0.3,0.7,0.102,"5,001,465"
199,Jordan Poole,8.8,2.1,2.4,0.6,0.2,1.3,0.333,0.279,20.0,SG,14.0,2.0,-6.6,-1.5,-0.047,"2,436,302"
200,Austin Rivers,8.8,2.6,1.7,0.7,0.1,0.7,0.421,0.356,27.0,SG,4.0,9.0,-2.5,-0.2,0.072,"2,696,144"
201,Grayson Allen,8.7,2.2,1.4,0.3,0.1,0.9,0.466,0.404,24.0,SG,0.0,3.0,-1.3,0.1,0.082,"3,012,456"
202,Moritz Wagner,8.7,4.9,1.2,0.6,0.4,1.5,0.545,0.313,22.0,C,5.0,3.0,-2.3,-0.1,0.099,"2,558,764"
203,Avery Bradley,8.6,2.3,1.3,0.9,0.1,1.0,0.444,0.364,29.0,SG,44.0,11.0,-2.5,-0.2,0.062,"5,911,080"
204,Josh Okogie,8.6,4.3,1.6,1.1,0.4,1.4,0.427,0.266,21.0,SG,28.0,3.0,-2.4,-0.2,0.068,"3,138,043"
205,Derrick Jones Jr.,8.5,3.9,1.1,1.0,0.6,0.5,0.527,0.28,22.0,SF,16.0,5.0,0.7,1.0,0.153,"2,040,242"
206,James Johnson,8.4,3.7,2.3,0.8,1.0,1.5,0.479,0.363,32.0,PF,1.0,12.0,0.0,0.3,0.089,"19,033,256"
207,Justin Holiday,8.3,3.3,1.3,1.2,0.6,0.6,0.428,0.405,30.0,SF,6.0,9.0,1.3,1.5,0.112,"5,911,080"
208,DeAndre Jordan,8.3,10.0,1.9,0.3,0.9,1.3,0.666,,31.0,C,6.0,13.0,3.0,1.5,0.2,"12,253,181"
209,E'Twaun Moore,8.3,2.3,1.4,0.6,0.2,0.7,0.426,0.377,30.0,SG,6.0,10.0,-2.7,-0.2,0.043,"10,744,510"
210,Anfernee Simons,8.3,2.2,1.4,0.4,0.1,0.9,0.399,0.332,20.0,SG,4.0,3.0,-4.5,-0.9,0.005,"2,665,454"
211,Ivica Zubac,8.3,7.5,1.1,0.2,0.9,0.8,0.613,0.0,22.0,C,70.0,5.0,2.8,1.6,0.241,"8,037,037"
212,Jalen Brunson,8.2,2.4,3.3,0.4,0.1,1.2,0.466,0.358,23.0,PG,16.0,3.0,-0.9,0.3,0.101,"1,756,896"
213,Kelly Olynyk,8.2,4.6,1.7,0.7,0.3,1.1,0.462,0.406,28.0,C,9.0,8.0,1.0,1.0,0.135,"15,708,177"
214,Reggie Bullock,8.1,2.3,1.4,0.9,0.1,0.7,0.402,0.333,28.0,SG,19.0,8.0,-3.0,-0.2,0.036,"4,960,000"
215,Jahlil Okafor,8.1,4.2,1.2,0.2,0.7,1.3,0.623,0.333,24.0,C,9.0,6.0,-0.2,0.2,0.133,"2,111,082"
216,Trevor Ariza,8.0,4.6,1.7,1.3,0.3,1.1,0.438,0.372,34.0,SF,21.0,17.0,-0.5,0.6,0.081,"15,128,000"
217,Alex Len,8.0,5.8,0.9,0.4,0.9,1.0,0.555,0.271,26.0,C,12.0,8.0,-0.7,0.3,0.122,"5,158,400"
218,Danny Green,8.0,3.3,1.3,1.3,0.5,0.9,0.416,0.367,32.0,SG,68.0,12.0,0.5,1.1,0.096,"18,146,342"
219,Draymond Green,8.0,6.2,6.2,1.4,0.8,2.3,0.389,0.279,29.0,PF,43.0,9.0,-0.2,0.5,0.044,"22,988,521"
220,Tony Snell,8.0,1.9,2.2,0.5,0.3,0.5,0.445,0.402,28.0,SF,57.0,8.0,-1.8,0.1,0.076,"14,127,142"
221,Patrick Beverley,7.9,5.2,3.6,1.1,0.5,1.3,0.431,0.388,31.0,PG,50.0,9.0,2.2,1.4,0.128,"15,308,643"
222,Chandler Hutchison,7.8,3.9,0.9,1.0,0.3,1.0,0.457,0.316,23.0,SF,10.0,3.0,-2.6,-0.1,0.06,"3,180,293"
223,Jordan McLaughlin,7.6,1.6,4.2,1.1,0.1,1.0,0.489,0.382,23.0,PG,2.0,2.0,0.3,0.3,0.13,"98,664"
224,Omari Spellman,7.6,4.5,1.0,0.7,0.5,1.1,0.431,0.391,22.0,C,3.0,3.0,-1.8,0.1,0.066,"2,353,272"
225,Terence Davis,7.5,3.3,1.6,0.5,0.2,1.1,0.456,0.388,22.0,SG,4.0,2.0,0.8,0.8,0.122,"1,113,904"
226,Marc Gasol,7.5,6.3,3.3,0.8,0.9,1.3,0.427,0.385,35.0,C,43.0,13.0,1.6,1.1,0.124,"31,738,668"
227,Dwight Howard,7.5,7.3,0.7,0.4,1.1,1.2,0.729,0.6,34.0,C,2.0,17.0,0.2,0.7,0.197,"3,180,293"
228,Trey Burke,7.4,1.5,2.5,0.5,0.1,0.6,0.45,0.427,27.0,PG,1.0,8.0,-0.2,0.2,0.123,"284,232"
229,Bismack Biyombo,7.4,5.8,0.9,0.2,0.9,0.9,0.543,,27.0,C,29.0,10.0,-2.5,-0.1,0.113,"21,080,000"
230,Ky Bowman,7.4,2.7,2.9,1.0,0.2,1.6,0.417,0.308,22.0,PG,12.0,2.0,-4.3,-0.6,-0.003,"434,234"
231,Gorgui Dieng,7.4,5.6,1.2,0.8,0.9,1.0,0.456,0.355,30.0,C,17.0,8.0,1.5,1.0,0.129,"20,124,224"
232,Jaxson Hayes,7.4,4.0,0.9,0.4,0.9,0.8,0.672,0.25,19.0,C,14.0,2.0,-0.3,0.5,0.171,"6,028,929"
233,Tyus Jones,7.4,1.6,4.4,0.9,0.1,0.8,0.459,0.379,23.0,PG,6.0,6.0,0.6,0.8,0.117,"12,543,840"
234,Ian Mahinmi,7.4,5.7,1.3,0.8,1.2,1.2,0.495,0.192,33.0,C,35.0,14.0,-2.7,-0.2,0.083,"19,158,063"
235,Wesley Matthews,7.4,2.5,1.4,0.6,0.1,0.6,0.396,0.364,33.0,SG,67.0,12.0,-1.8,0.1,0.093,"3,180,293"
236,Nerlens Noel,7.4,4.9,0.9,1.0,1.5,1.1,0.684,0.333,25.0,C,7.0,7.0,3.1,1.5,0.209,"2,334,755"
237,Brandon Knight,7.3,1.6,2.8,0.4,0.1,1.5,0.353,0.344,28.0,SG,3.0,10.0,-4.4,-0.3,-0.01,"19,398,250"
238,Kris Dunn,7.3,3.6,3.4,2.0,0.3,1.3,0.444,0.259,25.0,PG,32.0,5.0,-0.6,0.4,0.085,"6,631,528"
239,Emmanuel Mudiay,7.3,2.3,2.1,0.4,0.2,1.4,0.462,0.345,23.0,PG,2.0,6.0,-1.9,0.0,0.057,"2,154,059"
240,Willie Cauley-Stein,7.2,5.8,1.3,0.9,1.1,0.7,0.579,0.0,26.0,C,39.0,6.0,0.5,0.7,0.128,"2,700,078"
241,Michael Carter-Williams,7.2,3.3,2.4,1.1,0.5,1.2,0.427,0.293,28.0,SG,0.0,8.0,0.1,0.5,0.111,"2,515,456"
242,Mason Plumlee,7.2,5.2,2.5,0.5,0.6,1.3,0.615,0.0,29.0,C,1.0,8.0,2.0,1.1,0.153,"17,410,959"
243,Jeremiah Martin,7.1,1.1,2.0,0.8,0.2,0.4,0.453,0.278,23.0,PG,0.0,2.0,3.2,0.1,0.176,"98,664"
244,Rajon Rondo,7.1,3.0,5.0,0.8,0.0,1.9,0.418,0.328,33.0,PG,3.0,15.0,-1.4,0.2,0.068,"3,180,293"
245,Tyler Johnson,7.0,1.9,1.9,0.4,0.2,0.7,0.388,0.319,27.0,SG,7.0,7.0,-2.9,-0.2,0.05,"227,062"
246,Zach Collins,7.0,6.3,1.5,0.5,0.5,1.3,0.471,0.368,22.0,PF,11.0,4.0,-3.1,-0.1,0.052,"5,257,848"
247,Rondae Hollis-Jefferson,7.0,4.7,1.8,0.8,0.4,1.0,0.471,0.13,25.0,PF,6.0,6.0,0.3,0.6,0.146,"3,100,000"
248,Hamidou Diallo,6.9,3.6,0.8,0.8,0.2,1.1,0.446,0.281,21.0,SF,3.0,3.0,-3.9,-0.4,0.022,"1,756,896"
249,Harry Giles,6.9,4.1,1.3,0.5,0.4,1.0,0.554,0.0,21.0,C,17.0,3.0,-1.3,0.1,0.112,"3,197,712"
250,Frank Mason III,6.9,2.1,3.2,0.6,0.1,1.2,0.451,0.286,25.0,PG,0.0,4.0,0.0,0.1,0.143,"98,664"
251,P.J. Tucker,6.9,6.6,1.6,1.1,0.5,1.0,0.415,0.358,34.0,PF,72.0,15.0,-1.9,0.1,0.078,"10,352,808"
252,Brad Wanamaker,6.9,2.0,2.5,0.9,0.2,1.1,0.448,0.363,30.0,PG,1.0,3.0,-0.6,0.5,0.124,"1,792,664"
253,Delon Wright,6.9,3.8,3.3,1.2,0.3,1.0,0.462,0.37,27.0,PG,5.0,6.0,1.9,1.5,0.134,"11,747,368"
254,Luguentz Dort,6.8,2.3,0.8,0.9,0.1,0.6,0.394,0.297,20.0,SF,28.0,2.0,-3.7,-0.4,0.049,"193,002"
255,JaMychal Green,6.8,6.2,0.8,0.5,0.4,0.9,0.429,0.387,29.0,PF,1.0,7.0,-0.5,0.5,0.115,"5,911,080"
256,Denzel Valentine,6.8,2.1,1.2,0.7,0.2,0.7,0.409,0.336,26.0,SF,5.0,5.0,-0.6,0.2,0.048,"4,188,184"
257,Dragan Bender,6.7,4.6,1.8,0.3,0.6,1.3,0.446,0.349,22.0,C,3.0,5.0,-2.9,-0.1,0.052,"235,228"
258,Damyean Dotson,6.7,1.9,1.2,0.5,0.1,0.4,0.414,0.362,25.0,SG,0.0,4.0,-1.4,0.1,0.053,"2,006,964"
259,Kyle Korver,6.7,2.1,1.2,0.4,0.2,0.8,0.43,0.418,38.0,SF,1.0,18.0,0.1,0.5,0.124,"3,180,293"
260,James Ennis III,6.6,3.6,0.9,0.5,0.3,0.8,0.446,0.325,29.0,SG,18.0,7.0,-2.6,-0.2,0.09,"2,334,755"
261,Chris Boucher,6.6,4.5,0.4,0.4,1.0,0.5,0.472,0.322,27.0,C,0.0,4.0,2.0,0.8,0.224,"1,969,406"
262,Ersan İlyasova,6.6,4.8,0.8,0.4,0.3,0.5,0.466,0.365,32.0,PF,8.0,15.0,0.4,0.6,0.174,"8,680,000"
263,Boban Marjanović,6.6,4.5,0.5,0.2,0.2,0.7,0.573,0.235,31.0,C,5.0,6.0,1.2,0.3,0.2,"4,340,000"
264,JaVale McGee,6.6,5.7,0.5,0.5,1.4,0.8,0.637,0.5,32.0,C,68.0,13.0,1.5,1.0,0.198,"4,960,000"
265,Nicolò Melli,6.6,3.0,1.4,0.6,0.4,0.8,0.421,0.335,29.0,C,8.0,2.0,-1.3,0.2,0.082,"5,087,179"
266,Keita Bates-Diop,6.5,2.9,0.7,0.4,0.5,0.4,0.427,0.33,24.0,SF,0.0,3.0,-1.4,0.1,0.078,"1,756,896"
267,T.J. McConnell,6.5,2.7,5.0,0.8,0.2,1.4,0.516,0.294,27.0,PG,3.0,6.0,0.5,0.8,0.121,"4,340,000"
268,Sekou Doumbouya,6.4,3.1,0.5,0.5,0.2,0.9,0.39,0.286,19.0,PF,19.0,2.0,-6.7,-0.9,-0.02,"4,073,548"
269,Cory Joseph,6.4,2.6,3.5,0.7,0.3,1.1,0.415,0.352,28.0,PG,26.0,10.0,-2.0,0.0,0.062,"14,880,000"
270,Kevin Knox,6.4,2.8,0.9,0.4,0.4,0.7,0.359,0.327,20.0,SF,4.0,3.0,-4.2,-0.7,0.007,"5,431,348"
271,Trey Lyles,6.4,5.7,1.1,0.4,0.4,0.6,0.446,0.387,24.0,PF,53.0,6.0,-1.2,0.3,0.083,"6,820,000"
272,Kelan Martin,6.4,3.1,0.7,0.2,0.3,0.6,0.392,0.26,24.0,SF,4.0,2.0,-4.3,-0.3,0.023,"98,664"
273,Lonnie Walker IV,6.4,2.3,1.1,0.5,0.2,0.7,0.426,0.406,21.0,SG,12.0,3.0,-3.5,-0.4,0.016,"3,427,608"
274,Marco Belinelli,6.3,1.7,1.2,0.2,0.0,0.3,0.392,0.376,33.0,SG,0.0,14.0,-2.7,-0.2,0.046,"7,249,230"
275,Frank Jackson,6.3,1.4,1.0,0.3,0.1,0.8,0.405,0.326,21.0,PG,2.0,3.0,-5.5,-0.7,0.01,"2,006,964"
276,Abdel Nader,6.3,1.8,0.7,0.4,0.4,0.8,0.468,0.375,26.0,SF,6.0,4.0,-1.0,0.2,0.074,"2,006,964"
277,Frank Ntilikina,6.3,2.1,3.0,0.9,0.3,1.2,0.393,0.321,21.0,PG,26.0,4.0,-3.2,-0.4,0.037,"6,021,192"
278,Royce O'Neale,6.3,5.5,2.5,0.8,0.5,0.9,0.433,0.377,26.0,SF,62.0,4.0,0.9,1.5,0.101,"2,006,964"
279,Caleb Martin,6.2,2.1,1.3,0.7,0.4,0.8,0.44,0.541,24.0,SF,1.0,2.0,-1.0,0.1,0.081,"1,113,904"
280,Taj Gibson,6.1,4.3,0.8,0.4,0.5,0.8,0.584,0.286,34.0,C,56.0,12.0,-1.1,0.2,0.12,"11,160,000"
281,Brandon Goodwin,6.1,2.1,1.5,0.4,0.1,0.9,0.4,0.299,24.0,PG,1.0,3.0,-2.9,-0.1,0.013,"648,195"
282,Willy Hernangómez,6.1,4.3,0.9,0.3,0.2,1.0,0.532,0.227,25.0,C,0.0,5.0,0.1,0.2,0.107,"2,079,151"
283,Meyers Leonard,6.1,5.1,1.1,0.3,0.3,0.8,0.509,0.414,27.0,C,49.0,9.0,-0.9,0.3,0.096,"13,995,278"
284,Juancho Hernangómez,6.0,4.1,0.8,0.4,0.2,0.7,0.405,0.341,24.0,PF,14.0,5.0,-3.4,-0.3,0.052,"4,118,075"
285,Devontae Cacok,6.0,5.0,1.0,0.0,0.0,0.0,0.5,,23.0,C,0.0,2.0,0.2,0.0,0.226,"98,664"
286,Luke Kornet,6.0,2.3,0.9,0.3,0.7,0.4,0.439,0.287,24.0,C,14.0,4.0,-1.2,0.1,0.091,"2,790,000"
287,Mike Scott,6.0,3.6,0.8,0.3,0.1,0.4,0.426,0.369,31.0,PF,11.0,9.0,-1.8,0.1,0.1,"5,911,080"
288,Marvin Williams,5.9,3.2,1.0,0.6,0.5,0.6,0.446,0.359,33.0,PF,1.0,16.0,-0.6,0.4,0.102,"749,304"
289,Wilson Chandler,5.9,4.1,1.1,0.5,0.3,1.0,0.404,0.306,32.0,PF,3.0,14.0,-2.7,-0.1,0.046,"3,180,293"
290,Georges Niang,5.9,1.9,0.7,0.3,0.1,0.5,0.438,0.4,26.0,PF,1.0,5.0,-0.1,0.4,0.092,"2,040,242"
291,Dewayne Dedmon,5.8,5.7,0.5,0.6,0.9,1.3,0.4,0.206,30.0,C,18.0,8.0,-5.8,-0.7,0.005,"16,533,334"
292,Kyle Anderson,5.8,4.3,2.4,0.8,0.6,1.0,0.474,0.282,26.0,SF,28.0,7.0,0.5,0.9,0.091,"11,250,582"
293,DeAndre' Bembry,5.8,3.5,1.9,1.3,0.4,1.4,0.456,0.231,25.0,SG,4.0,5.0,-2.5,-0.1,0.012,"3,228,936"
294,PJ Dozier,5.8,1.9,2.2,0.5,0.2,0.9,0.414,0.347,23.0,SG,0.0,4.0,-3.8,-0.2,0.044,"227,062"
295,Wes Iwundu,5.8,2.5,1.2,0.5,0.3,0.5,0.416,0.341,25.0,SF,21.0,4.0,-2.6,-0.2,0.084,"2,006,964"
296,Skal Labissière,5.8,5.1,1.3,0.2,0.9,0.9,0.551,0.231,23.0,C,1.0,5.0,-1.3,0.1,0.119,"2,900,169"
297,Anžejs Pasečņiks,5.8,4.0,0.7,0.3,0.4,0.9,0.526,0.0,24.0,C,0.0,2.0,-5.6,-0.4,0.054,"597,858"
298,Nickeil Alexander-Walker,5.7,1.8,1.9,0.4,0.2,1.1,0.368,0.346,21.0,SG,1.0,2.0,-4.6,-0.4,-0.02,"3,676,401"
299,Dwayne Bacon,5.7,2.6,1.3,0.6,0.1,0.9,0.348,0.284,24.0,SG,11.0,4.0,-6.8,-0.8,-0.053,"2,006,964"
300,Bol Bol,5.7,2.7,0.9,0.3,0.9,1.4,0.5,0.444,20.0,PF,0.0,2.0,-3.0,0.0,0.063,"98,664"
301,Talen Horton-Tucker,5.7,1.2,1.0,1.3,0.2,1.0,0.467,0.308,19.0,SG,1.0,2.0,-2.1,0.0,0.07,"1,113,904"
302,Darius Bazley,5.6,4.0,0.7,0.4,0.7,0.7,0.394,0.348,19.0,PF,9.0,2.0,-1.6,0.1,0.041,"2,833,152"
303,Damian Jones,5.6,3.7,0.6,0.5,0.7,0.5,0.68,0.222,24.0,C,27.0,5.0,-1.5,0.1,0.152,"2,858,270"
304,Jalen McDaniels,5.6,4.1,0.8,0.5,0.2,0.7,0.471,0.375,22.0,SF,0.0,2.0,-3.3,-0.1,0.078,"1,113,904"
305,Jakob Poeltl,5.6,5.7,1.8,0.6,1.4,0.8,0.624,,24.0,C,18.0,5.0,2.5,1.3,0.163,"4,656,057"
306,John Henson,5.5,4.1,1.4,0.6,1.1,0.9,0.556,0.222,29.0,C,8.0,9.0,0.9,0.4,0.109,"12,068,171"
307,Solomon Hill,5.5,2.8,1.8,0.7,0.2,0.9,0.396,0.368,28.0,PF,4.0,8.0,-1.7,0.1,0.064,"16,480,089"
308,Alex Caruso,5.5,1.9,1.9,1.1,0.3,0.8,0.412,0.333,25.0,PG,2.0,4.0,-0.2,0.5,0.095,"3,410,000"
309,Justin Jackson,5.5,2.4,0.8,0.2,0.2,0.2,0.396,0.294,24.0,PF,3.0,4.0,-3.4,-0.4,0.054,"4,068,340"
310,Dennis Smith Jr.,5.5,2.3,2.9,0.8,0.2,1.7,0.341,0.296,22.0,PG,3.0,4.0,-6.1,-0.6,-0.079,"5,534,913"
311,Mo Bamba,5.4,4.9,0.7,0.4,1.4,0.7,0.462,0.346,21.0,C,0.0,3.0,0.4,0.5,0.135,"7,065,024"
312,Pat Connaughton,5.4,4.2,1.6,0.4,0.5,0.8,0.455,0.331,27.0,SG,4.0,6.0,0.6,0.8,0.13,"2,136,582"
313,Torrey Craig,5.4,3.3,0.8,0.4,0.6,0.4,0.461,0.326,29.0,SF,27.0,4.0,-2.3,-0.1,0.091,"2,480,000"
314,Robin Lopez,5.4,2.4,0.7,0.2,0.7,1.0,0.492,0.333,31.0,C,5.0,13.0,-2.6,-0.2,0.077,"5,911,080"
315,Garrison Mathews,5.4,1.3,0.6,0.4,0.1,0.4,0.429,0.413,23.0,SG,0.0,2.0,-1.1,0.1,0.131,"98,664"
316,Luka Šamanić,5.3,3.3,2.0,0.0,0.7,0.7,0.313,0.375,20.0,PF,1.0,2.0,-4.1,0.0,0.011,"3,335,500"
317,Juan Toscano-Anderson,5.3,4.0,2.0,1.0,0.4,1.2,0.46,0.348,26.0,SG,6.0,2.0,-3.6,-0.1,0.03,"434,234"
318,David Nwaba,5.2,2.3,0.4,0.6,0.6,0.4,0.521,0.429,27.0,SF,0.0,5.0,1.1,0.2,0.138,"1,119,857"
319,Robert Williams,5.2,4.4,0.9,0.8,1.2,0.7,0.727,,22.0,C,1.0,3.0,5.1,0.7,0.253,"2,402,524"
320,Jerome Robinson,5.1,2.0,1.4,0.4,0.3,0.8,0.371,0.32,22.0,SG,6.0,3.0,-3.9,-0.5,0.009,"4,423,972"
321,Chris Chiozza,5.1,1.9,3.0,0.8,0.1,1.1,0.393,0.375,24.0,PG,2.0,3.0,-1.2,0.1,0.055,"98,664"
322,Sterling Brown,5.1,3.5,1.0,0.6,0.1,0.8,0.371,0.324,24.0,SF,1.0,4.0,-2.0,0.0,0.07,"2,006,964"
323,Quinn Cook,5.1,1.2,1.1,0.3,0.0,0.8,0.425,0.365,26.0,PG,1.0,5.0,-3.8,-0.2,0.03,"3,720,000"
324,Wayne Ellington,5.1,1.8,1.2,0.4,0.1,0.5,0.351,0.35,32.0,SG,1.0,12.0,-2.9,-0.1,0.035,"9,920,000"
325,Daniel Gafford,5.1,2.5,0.5,0.3,1.3,0.7,0.701,,21.0,C,7.0,2.0,-1.3,0.1,0.146,"1,113,904"
326,Raul Neto,5.1,1.1,1.8,0.4,0.1,0.9,0.455,0.386,27.0,PG,3.0,6.0,-1.8,0.0,0.083,"2,154,059"
327,Isaac Bonga,5.0,3.4,1.2,0.7,0.3,0.9,0.504,0.352,20.0,SF,49.0,3.0,-2.8,-0.3,0.068,"1,756,896"
328,Vince Carter,5.0,2.1,0.8,0.4,0.4,0.6,0.352,0.302,43.0,PF,0.0,23.0,-4.3,-0.5,-0.011,"3,180,293"
329,Jamal Crawford,5.0,0.0,3.0,0.0,0.0,0.0,0.5,0.5,39.0,SG,0.0,21.0,15.0,0.0,0.492,"359,355"
330,Cody Martin,5.0,3.3,2.0,0.8,0.2,0.9,0.43,0.234,24.0,SF,3.0,2.0,-2.1,0.0,0.052,"1,454,904"
331,Tony Bradley,4.9,4.6,0.4,0.2,0.6,0.5,0.667,1.0,22.0,C,3.0,4.0,1.3,0.6,0.236,"2,433,326"
332,Jevon Carter,4.9,2.0,1.4,0.8,0.3,0.6,0.416,0.425,24.0,PG,2.0,3.0,0.6,0.6,0.093,"1,756,896"
333,Chris Clemons,4.9,0.9,0.8,0.3,0.2,0.6,0.401,0.346,22.0,SG,0.0,2.0,-1.0,0.1,0.058,"698,549"
334,Drew Eubanks,4.9,3.9,0.7,0.2,0.8,1.0,0.642,1.0,22.0,C,3.0,3.0,-1.8,0.0,0.134,"98,664"
335,Edmond Sumner,4.9,1.5,1.8,0.5,0.3,0.7,0.43,0.264,24.0,SG,3.0,4.0,-2.9,-0.1,0.047,"2,480,000"
336,Matt Thomas,4.9,1.5,0.5,0.2,0.0,0.4,0.487,0.475,25.0,SG,1.0,2.0,1.1,0.3,0.133,"1,113,904"
337,Mario Hezonja,4.8,3.5,0.9,0.7,0.2,0.8,0.422,0.308,24.0,PF,4.0,6.0,-2.9,-0.2,0.043,"2,154,059"
338,Džanan Musa,4.8,2.2,1.1,0.4,0.0,0.9,0.372,0.244,20.0,SF,0.0,3.0,-4.4,-0.3,0.016,"2,370,384"
339,Mike Muscala,4.8,2.3,0.9,0.2,0.3,0.4,0.407,0.378,28.0,C,2.0,8.0,-0.1,0.3,0.107,"2,515,456"
340,Justin Wright-Foreman,4.8,1.3,1.8,0.5,0.0,0.8,0.35,0.2,22.0,PG,0.0,2.0,-9.0,-0.1,-0.008,"98,664"
341,Cheick Diallo,4.7,2.8,0.5,0.2,0.3,0.7,0.648,0.333,23.0,C,2.0,5.0,-1.3,0.1,0.132,"2,081,778"
342,Thon Maker,4.7,2.8,0.7,0.4,0.7,0.8,0.482,0.344,22.0,C,14.0,5.0,-1.4,0.1,0.096,"4,426,357"
343,Matisse Thybulle,4.7,1.6,1.2,1.4,0.7,0.8,0.423,0.357,22.0,SG,14.0,2.0,0.3,0.8,0.086,"3,201,878"
344,Andre Iguodala,4.6,3.7,2.4,0.7,1.0,1.2,0.432,0.298,36.0,SF,0.0,17.0,-0.5,0.2,0.065,"21,309,629"
345,Rodions Kurucs,4.6,2.9,1.1,0.5,0.1,1.0,0.446,0.367,21.0,PF,9.0,3.0,-2.8,-0.1,0.055,"2,107,052"
346,Patrick McCaw,4.6,2.3,2.1,1.1,0.1,0.8,0.414,0.324,24.0,SF,12.0,5.0,-1.8,0.0,0.075,"4,960,000"
347,Alfonzo McKinnie,4.6,2.8,0.4,0.6,0.2,0.7,0.427,0.215,27.0,SF,1.0,4.0,-5.3,-0.5,0.014,"2,966,061"
348,JaKarr Sampson,4.6,2.6,0.6,0.5,0.4,0.4,0.591,0.154,26.0,PF,12.0,7.0,-1.4,0.1,0.124,"2,154,059"
349,Dante Exum,4.5,1.9,1.1,0.4,0.2,0.9,0.471,0.349,24.0,SG,1.0,7.0,-2.9,-0.1,0.043,"11,904,000"
350,Ryan Arcidiacono,4.5,1.9,1.7,0.5,0.1,0.6,0.409,0.391,25.0,PG,4.0,4.0,-2.8,-0.2,0.071,"3,720,000"
351,Jerian Grant,4.5,1.0,1.5,0.2,0.2,0.5,0.37,0.25,27.0,SG,0.0,6.0,-6.5,-0.1,-0.018,"243,397"
352,Courtney Lee,4.5,1.3,0.5,0.8,0.3,0.5,0.488,0.447,34.0,SG,9.0,13.0,-0.6,0.1,0.092,"15,821,990"
353,Treveon Graham,4.4,2.7,0.8,0.4,0.1,0.5,0.36,0.275,26.0,SF,20.0,5.0,-5.6,-0.8,0.009,"2,040,242"
