,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
30,Bojan Bogdanović,20.2,4.1,2.1,0.5,0.1,2.5,0.447,0.414,30.0,SF,63.0,7.0,0.1,1.1,0.096,"21,080,000"
31,Jimmy Butler,19.9,6.7,6.0,1.8,0.6,2.2,0.455,0.244,30.0,SF,58.0,10.0,5.4,3.7,0.221,"40,600,080"
32,Nikola Jokić,19.9,9.7,7.0,1.2,0.6,3.1,0.528,0.314,24.0,C,73.0,6.0,7.4,5.5,0.202,"34,105,741"
33,T.J. Warren,19.8,4.2,1.5,1.2,0.5,1.3,0.536,0.403,26.0,SF,67.0,7.0,1.1,1.7,0.143,"13,714,400"
34,Tobias Harris,19.6,6.9,3.2,0.7,0.6,1.4,0.471,0.367,27.0,PF,72.0,10.0,0.8,1.8,0.121,"40,600,080"
35,Nikola Vučević,19.6,10.9,3.6,0.9,0.8,1.4,0.477,0.339,29.0,C,62.0,10.0,4.2,3.1,0.153,"34,720,000"
36,Julius Randle,19.5,9.7,3.1,0.8,0.3,3.0,0.46,0.277,25.0,PF,64.0,7.0,-0.3,0.9,0.062,"22,320,000"
37,Kyle Lowry,19.4,5.0,7.5,1.4,0.4,3.1,0.416,0.352,33.0,PG,58.0,15.0,3.2,2.8,0.171,"41,287,407"
38,Buddy Hield,19.2,4.6,3.0,0.9,0.2,2.3,0.429,0.394,27.0,SG,44.0,5.0,1.1,1.7,0.064,"6,027,896"
39,Jrue Holiday,19.1,4.8,6.7,1.6,0.8,3.0,0.455,0.353,29.0,SG,61.0,12.0,1.8,2.0,0.088,"32,402,577"
40,Shai Gilgeous-Alexander,19.0,5.9,3.3,1.1,0.7,1.9,0.471,0.347,21.0,SG,70.0,3.0,1.7,2.2,0.121,"4,901,620"
41,Dennis Schröder,18.9,3.6,4.0,0.7,0.2,2.6,0.469,0.385,26.0,PG,2.0,8.0,-0.1,1.0,0.087,"19,220,000"
42,Danilo Gallinari,18.7,5.2,1.9,0.7,0.1,1.2,0.438,0.405,31.0,PF,62.0,13.0,3.3,2.4,0.166,"28,043,293"
43,Caris LeVert,18.7,4.2,4.4,1.2,0.2,2.6,0.425,0.364,25.0,SG,31.0,5.0,-0.3,0.5,0.055,"3,255,889"
44,Kelly Oubre Jr.,18.7,6.4,1.5,1.3,0.7,1.5,0.452,0.352,24.0,SF,55.0,6.0,-0.5,0.7,0.093,"19,375,000"
45,Montrezl Harrell,18.6,7.1,1.7,0.6,1.1,1.7,0.58,0.0,26.0,C,2.0,6.0,2.9,2.2,0.191,"7,440,000"
46,Evan Fournier,18.5,2.6,3.2,1.1,0.2,1.9,0.467,0.399,27.0,SF,66.0,9.0,1.0,1.6,0.106,"21,266,000"
47,Jamal Murray,18.5,4.0,4.8,1.1,0.3,2.2,0.456,0.346,22.0,PG,59.0,5.0,1.2,1.5,0.107,"5,511,485"
48,Domantas Sabonis,18.5,12.4,5.0,0.8,0.5,2.7,0.54,0.254,23.0,PF,62.0,5.0,3.2,2.9,0.168,"4,376,646"
49,Deandre Ayton,18.2,11.5,1.9,0.7,1.5,2.1,0.546,0.231,21.0,C,32.0,3.0,0.4,0.7,0.121,"11,858,020"
50,Devonte' Graham,18.2,3.4,7.5,1.0,0.2,2.9,0.382,0.373,24.0,PG,53.0,3.0,0.5,1.4,0.073,"1,756,896"
51,Lou Williams,18.2,3.1,5.6,0.7,0.2,2.8,0.418,0.352,33.0,PG,8.0,16.0,0.7,1.3,0.105,"9,920,000"
52,Derrick Rose,18.1,2.4,5.6,0.8,0.3,2.5,0.49,0.306,31.0,PG,15.0,13.0,2.2,1.4,0.092,"9,073,171"
53,Terry Rozier,18.0,4.4,4.1,1.0,0.2,2.2,0.423,0.407,25.0,PG,63.0,6.0,-0.4,0.8,0.066,"24,669,473"
54,Ja Morant,17.8,3.9,7.3,0.9,0.3,3.3,0.477,0.335,20.0,PG,67.0,2.0,0.3,1.2,0.088,"10,825,497"
55,Andre Drummond,17.7,15.2,2.7,1.9,1.6,3.6,0.533,0.143,26.0,C,56.0,9.0,0.9,1.4,0.108,"33,595,342"
56,Kevin Love,17.6,9.8,3.2,0.6,0.3,2.5,0.45,0.374,31.0,PF,56.0,13.0,2.0,1.8,0.101,"35,889,109"
57,Jusuf Nurkić,17.6,10.3,4.0,1.4,2.0,2.4,0.495,0.2,25.0,C,8.0,7.0,2.0,0.2,0.164,"14,880,000"
58,Chris Paul,17.6,5.0,6.7,1.6,0.2,2.3,0.489,0.365,34.0,PG,70.0,16.0,4.4,3.5,0.193,"47,748,037"
59,Fred VanVleet,17.6,3.8,6.6,1.9,0.3,2.2,0.413,0.39,25.0,SG,54.0,5.0,2.7,2.3,0.145,"11,589,229"
60,Gordon Hayward,17.5,6.7,4.1,0.7,0.4,1.8,0.5,0.383,29.0,SF,52.0,11.0,2.7,2.0,0.158,"40,548,855"
61,Jaren Jackson Jr.,17.4,4.6,1.4,0.7,1.6,1.7,0.469,0.394,20.0,C,57.0,3.0,0.4,1.0,0.103,"8,590,075"
62,Marcus Morris,16.7,5.0,1.4,0.8,0.5,1.6,0.438,0.408,30.0,PF,62.0,10.0,-0.1,0.9,0.088,"18,600,000"
63,Malcolm Brogdon,16.5,4.9,7.1,0.6,0.2,2.4,0.438,0.326,27.0,PG,54.0,5.0,1.8,1.6,0.114,"24,800,000"
64,Ben Simmons,16.4,7.8,8.0,2.1,0.6,3.5,0.58,0.286,23.0,PG,57.0,4.0,3.6,2.8,0.165,"10,061,271"
65,Dillon Brooks,16.2,3.3,2.1,0.9,0.4,1.7,0.407,0.358,24.0,SG,73.0,4.0,-4.1,-1.1,0.027,"2,006,964"
66,Goran Dragić,16.2,3.2,5.1,0.7,0.2,2.4,0.441,0.367,33.0,PG,3.0,13.0,-0.1,0.8,0.102,"23,830,196"
67,Norman Powell,16.0,3.7,1.8,1.2,0.4,1.5,0.495,0.399,26.0,SG,26.0,6.0,2.0,1.5,0.15,"12,544,554"
68,Bam Adebayo,15.9,10.2,5.1,1.1,1.3,2.8,0.557,0.143,22.0,PF,72.0,4.0,3.4,3.3,0.168,"4,283,059"
69,Tim Hardaway Jr.,15.8,3.3,1.9,0.6,0.1,1.0,0.434,0.398,27.0,SG,58.0,8.0,-0.1,1.0,0.102,"24,831,157"
70,Luke Kennard,15.8,3.5,4.1,0.4,0.2,1.5,0.442,0.399,23.0,SG,25.0,4.0,-0.3,0.4,0.1,"4,745,678"
71,Blake Griffin,15.5,4.7,3.3,0.4,0.4,2.2,0.352,0.243,30.0,PF,18.0,11.0,-4.3,-0.3,-0.012,"42,717,955"
72,Hassan Whiteside,15.5,13.5,1.2,0.4,2.9,1.8,0.621,0.571,30.0,C,61.0,11.0,3.2,2.6,0.204,"33,595,342"
73,Carmelo Anthony,15.4,6.3,1.5,0.8,0.5,1.7,0.43,0.385,35.0,PF,58.0,18.0,-3.6,-0.8,0.033,"2,677,195"
74,Dāvis Bertāns,15.4,4.5,1.7,0.7,0.6,1.1,0.434,0.424,27.0,PF,4.0,5.0,0.9,1.1,0.107,"8,680,000"
75,Serge Ibaka,15.4,8.2,1.4,0.5,0.8,2.0,0.512,0.385,30.0,C,27.0,12.0,0.1,0.8,0.126,"28,856,788"
76,Kendrick Nunn,15.3,2.7,3.3,0.8,0.2,1.7,0.439,0.35,24.0,PG,67.0,2.0,-2.3,-0.1,0.049,"1,756,896"
77,JJ Redick,15.3,2.5,2.0,0.3,0.2,1.3,0.453,0.453,35.0,SG,36.0,15.0,0.7,1.1,0.125,"16,723,012"
78,Jordan Clarkson,15.2,2.6,1.9,0.6,0.2,1.4,0.454,0.368,27.0,SG,2.0,7.0,1.1,1.3,0.096,"16,662,500"
79,Will Barton,15.1,6.3,3.7,1.1,0.5,1.5,0.45,0.375,29.0,SF,58.0,9.0,1.1,1.5,0.106,"15,843,214"
80,Bogdan Bogdanović,15.1,3.4,3.4,1.0,0.2,1.7,0.44,0.372,27.0,SG,28.0,4.0,0.6,1.2,0.084,"10,576,438"
81,Rudy Gobert,15.1,13.5,1.5,0.8,2.0,1.9,0.693,,27.0,C,68.0,8.0,3.6,3.3,0.221,"31,320,449"
82,Alec Burks,15.0,4.3,2.9,0.9,0.3,1.4,0.418,0.385,28.0,SF,19.0,10.0,0.5,1.1,0.101,"2,876,854"
83,Eric Bledsoe,14.9,4.6,5.4,0.9,0.4,2.4,0.475,0.344,30.0,PG,61.0,11.0,1.8,1.6,0.157,"19,375,000"
84,Jonas Valančiūnas,14.9,11.3,1.9,0.4,1.1,1.8,0.585,0.352,27.0,C,70.0,9.0,2.4,2.0,0.182,"19,840,000"
85,Lauri Markkanen,14.7,6.3,1.5,0.8,0.5,1.6,0.425,0.344,22.0,PF,50.0,4.0,-0.6,0.5,0.084,"6,572,496"
86,Terrence Ross,14.7,3.2,1.2,1.1,0.3,1.0,0.403,0.351,28.0,SG,0.0,9.0,-0.4,0.8,0.077,"15,500,000"
87,Harrison Barnes,14.5,4.9,2.2,0.6,0.2,1.2,0.46,0.381,27.0,PF,72.0,9.0,-1.3,0.5,0.088,"29,943,181"
88,Joe Harris,14.5,4.3,2.1,0.6,0.2,1.5,0.486,0.424,28.0,SF,69.0,7.0,-0.2,1.0,0.097,"9,506,667"
89,Victor Oladipo,14.5,3.9,2.9,0.9,0.2,2.5,0.394,0.317,27.0,SG,16.0,8.0,-3.3,-0.2,0.002,"26,040,000"
90,Mike Conley,14.4,3.2,4.4,0.8,0.1,2.0,0.409,0.375,32.0,PG,41.0,14.0,0.3,0.8,0.089,"40,314,412"
91,Aaron Gordon,14.4,7.7,3.7,0.8,0.6,1.6,0.437,0.308,24.0,PF,62.0,7.0,0.0,1.0,0.087,"24,630,908"
92,Eric Gordon,14.4,2.0,1.5,0.6,0.4,1.2,0.369,0.317,31.0,SF,15.0,13.0,-3.9,-0.5,0.024,"17,431,585"
93,RJ Barrett,14.3,5.0,2.6,1.0,0.3,2.2,0.402,0.32,19.0,SG,55.0,2.0,-4.3,-1.0,-0.015,"9,721,550"
94,Marvin Bagley III,14.2,7.5,0.8,0.5,0.9,1.4,0.467,0.182,20.0,C,6.0,3.0,-3.5,-0.1,0.051,"10,609,588"
95,Jabari Parker,14.0,5.6,1.8,1.2,0.4,1.7,0.51,0.269,24.0,PF,23.0,7.0,0.3,0.5,0.083,"8,060,000"
96,Eric Paschall,14.0,4.6,2.1,0.5,0.2,1.6,0.497,0.287,23.0,PF,26.0,2.0,-2.7,-0.3,0.062,"1,113,904"
97,Clint Capela,13.9,13.8,1.2,0.8,1.8,1.6,0.629,,25.0,C,39.0,7.0,1.4,1.1,0.184,"20,951,724"
98,Josh Richardson,13.7,3.2,2.9,0.9,0.7,1.9,0.43,0.341,26.0,SG,53.0,6.0,-1.8,0.1,0.061,"12,544,554"
99,Rui Hachimura,13.5,6.1,1.8,0.8,0.2,1.1,0.466,0.287,21.0,PF,48.0,2.0,-3.2,-0.4,0.06,"5,541,758"
100,Tyler Herro,13.5,4.1,2.2,0.6,0.2,1.6,0.428,0.389,20.0,SG,8.0,2.0,-1.6,0.1,0.05,"4,513,848"
101,Duncan Robinson,13.5,3.2,1.4,0.5,0.3,1.0,0.47,0.446,25.0,SG,68.0,3.0,0.5,1.3,0.118,"1,756,896"
102,Thomas Bryant,13.2,7.2,1.8,0.5,1.1,1.2,0.581,0.407,22.0,C,36.0,4.0,2.2,1.2,0.164,"9,920,000"
103,Coby White,13.2,3.5,2.7,0.8,0.1,1.7,0.394,0.354,19.0,PG,1.0,2.0,-2.9,-0.4,0.026,"6,580,828"
104,Christian Wood,13.1,6.3,1.0,0.5,0.9,1.4,0.567,0.386,24.0,PF,12.0,6.0,3.1,1.7,0.183,"2,040,242"
105,Miles Bridges,13.0,5.6,1.8,0.6,0.7,1.5,0.424,0.33,21.0,SF,64.0,3.0,-2.5,-0.3,0.039,"4,656,696"
106,Ricky Rubio,13.0,4.7,8.8,1.4,0.2,2.7,0.415,0.361,29.0,PG,65.0,10.0,1.0,1.5,0.117,"20,088,000"
107,Marcus Smart,12.9,3.8,4.9,1.7,0.5,1.7,0.375,0.347,25.0,SG,40.0,7.0,1.4,1.6,0.112,"15,566,428"
108,Kyle Kuzma,12.8,4.5,1.3,0.5,0.4,1.5,0.436,0.316,24.0,PF,9.0,4.0,-2.6,-0.2,0.063,"2,448,504"
109,Damion Lee,12.7,4.9,2.7,1.0,0.1,1.4,0.417,0.356,27.0,SG,36.0,4.0,-2.3,-0.1,0.058,"1,044,485"
110,Jeremy Lamb,12.5,4.3,2.1,1.2,0.5,1.1,0.451,0.335,27.0,SG,42.0,9.0,-0.4,0.5,0.099,"13,020,000"
111,Robert Covington,12.4,6.6,1.3,1.6,1.3,1.5,0.422,0.335,29.0,C,68.0,8.0,0.0,1.1,0.083,"14,013,511"
112,Seth Curry,12.4,2.3,1.9,0.6,0.1,1.0,0.495,0.452,29.0,SG,25.0,8.0,0.8,1.2,0.13,"9,252,111"
113,Darius Garland,12.3,1.9,3.9,0.7,0.1,2.6,0.401,0.355,20.0,SG,59.0,2.0,-5.5,-1.7,-0.034,"7,937,140"
114,Richaun Holmes,12.3,8.1,1.0,0.9,1.3,1.2,0.648,,26.0,C,38.0,6.0,1.0,0.9,0.19,"5,911,080"
115,De'Andre Hunter,12.3,4.5,1.8,0.7,0.3,1.6,0.41,0.355,22.0,SF,62.0,2.0,-4.7,-1.4,0.002,"8,764,766"
116,Kevin Huerter,12.2,4.1,3.8,0.9,0.5,1.6,0.413,0.38,21.0,SG,48.0,3.0,-1.6,0.2,0.043,"3,268,987"
117,P.J. Washington,12.2,5.4,2.1,0.9,0.8,1.6,0.455,0.374,21.0,PF,57.0,2.0,-1.6,0.2,0.054,"4,751,481"
118,Brandon Clarke,12.1,5.9,1.4,0.6,0.8,0.9,0.618,0.359,23.0,PF,4.0,2.0,3.1,1.7,0.183,"3,073,761"
119,Markelle Fultz,12.1,3.3,5.1,1.3,0.2,2.0,0.465,0.267,21.0,PG,60.0,4.0,-1.8,0.1,0.065,"12,084,048"
120,Taurean Prince,12.1,6.0,1.8,0.9,0.4,2.0,0.376,0.339,25.0,PF,61.0,5.0,-2.9,-0.4,0.014,"4,317,661"
121,Myles Turner,12.1,6.6,1.2,0.7,2.1,1.4,0.457,0.344,23.0,C,62.0,6.0,0.1,1.0,0.111,"22,320,000"
122,Jerami Grant,12.0,3.5,1.2,0.7,0.8,0.9,0.478,0.389,25.0,PF,24.0,7.0,-0.5,0.7,0.111,"11,589,229"
123,Brook Lopez,12.0,4.6,1.5,0.7,2.4,1.0,0.435,0.314,31.0,C,67.0,13.0,2.0,1.9,0.145,"14,995,349"
124,Tristan Thompson,12.0,10.1,2.1,0.6,0.9,1.8,0.512,0.391,28.0,C,51.0,10.0,-1.5,0.2,0.085,"22,988,521"
125,Reggie Jackson,11.9,3.0,4.1,0.4,0.2,1.6,0.411,0.393,29.0,PG,16.0,10.0,-0.4,0.3,0.073,"635,774"
126,Al Horford,11.9,6.8,4.0,0.8,0.9,1.2,0.45,0.35,33.0,C,61.0,14.0,2.2,2.2,0.128,"34,720,000"
127,Jonathan Isaac,11.9,6.8,1.4,1.6,2.3,1.4,0.47,0.34,22.0,PF,32.0,4.0,2.3,1.1,0.12,"7,199,985"
128,Otto Porter Jr.,11.9,3.4,1.8,1.1,0.4,0.8,0.443,0.387,26.0,SF,9.0,8.0,1.0,0.3,0.112,"33,790,714"
129,Lonzo Ball,11.8,6.1,7.0,1.4,0.6,3.1,0.403,0.375,22.0,PG,54.0,4.0,0.6,1.3,0.058,"10,811,956"
130,Paul Millsap,11.6,5.7,1.6,0.9,0.6,1.4,0.482,0.435,34.0,PF,48.0,15.0,0.1,0.7,0.136,"37,634,000"
131,Jordan McRae,11.5,3.4,2.5,0.6,0.4,1.2,0.407,0.357,28.0,SG,4.0,6.0,-1.5,0.1,0.044,"1,556,116"
132,Aron Baynes,11.5,5.6,1.6,0.2,0.5,1.2,0.48,0.351,33.0,C,28.0,9.0,-1.0,0.2,0.107,"6,762,067"
133,Nemanja Bjelica,11.5,6.4,2.8,0.9,0.6,1.4,0.481,0.419,31.0,PF,67.0,6.0,1.8,1.9,0.127,"8,463,000"
134,Wendell Carter Jr.,11.3,9.4,1.2,0.8,0.8,1.7,0.534,0.207,20.0,C,43.0,3.0,-2.4,-0.1,0.127,"6,449,736"
135,Derrick White,11.3,3.3,3.5,0.6,0.9,1.3,0.458,0.366,25.0,SG,20.0,4.0,1.3,1.4,0.119,"2,415,619"
136,Justise Winslow,11.3,6.6,4.0,0.6,0.5,2.2,0.388,0.222,23.0,SG,5.0,6.0,-3.6,-0.1,-0.004,"16,120,000"
137,Malik Beasley,11.2,2.7,1.4,0.7,0.1,1.0,0.425,0.388,23.0,SG,14.0,5.0,-2.1,0.0,0.049,"3,387,324"
138,Bryn Forbes,11.2,2.0,1.7,0.5,0.0,0.9,0.417,0.388,26.0,SG,62.0,5.0,-2.7,-0.3,0.047,"3,565,000"
139,Dion Waiters,11.1,2.4,2.0,0.4,0.6,1.6,0.414,0.319,28.0,SG,0.0,9.0,-1.2,0.0,0.03,"465,477"
140,Jarrett Allen,11.1,9.6,1.6,0.6,1.3,1.1,0.649,0.0,21.0,C,64.0,4.0,2.3,2.0,0.212,"2,947,281"
141,Cody Zeller,11.1,7.1,1.5,0.7,0.4,1.3,0.524,0.24,27.0,C,39.0,8.0,-0.6,0.5,0.129,"17,945,168"
142,Rodney Hood,11.0,3.4,1.5,0.8,0.2,0.9,0.506,0.493,27.0,SF,21.0,7.0,-0.9,0.2,0.084,"7,090,320"
143,Mychal Mulder,11.0,3.3,1.1,0.3,0.1,0.7,0.388,0.308,25.0,SF,3.0,2.0,-6.0,-0.2,0.017,"232,849"
144,Cedi Osman,11.0,3.6,2.4,0.8,0.2,1.4,0.437,0.383,24.0,SF,65.0,4.0,-2.6,-0.3,0.04,"3,604,857"
145,Jeff Teague,10.9,2.4,5.2,0.7,0.3,2.0,0.436,0.368,31.0,PG,17.0,12.0,-1.5,0.2,0.082,"23,560,000"
146,Steven Adams,10.9,9.3,2.3,0.8,1.1,1.5,0.592,0.333,26.0,C,63.0,8.0,2.9,2.1,0.185,"32,044,944"
147,Dejounte Murray,10.9,5.8,4.1,1.7,0.3,1.9,0.462,0.369,23.0,PG,58.0,5.0,0.4,1.0,0.074,"2,878,951"
148,Cameron Payne,10.9,3.9,3.0,1.0,0.3,1.4,0.485,0.517,25.0,SG,0.0,6.0,1.7,0.2,0.12,"243,397"
149,Ish Smith,10.9,3.2,4.9,0.9,0.4,1.4,0.447,0.367,31.0,PG,23.0,11.0,-1.3,0.3,0.051,"7,440,000"
150,Rudy Gay,10.8,5.4,1.7,0.5,0.5,1.3,0.446,0.336,33.0,PF,5.0,15.0,-0.8,0.4,0.068,"17,980,000"
151,Dario Šarić,10.7,6.2,1.9,0.6,0.2,1.3,0.476,0.357,25.0,PF,51.0,5.0,-0.4,0.7,0.105,"4,317,661"
152,OG Anunoby,10.6,5.3,1.6,1.4,0.7,1.1,0.505,0.39,22.0,SF,68.0,4.0,1.2,1.7,0.134,"2,829,432"
153,Jae Crowder,10.5,5.9,2.5,1.1,0.4,1.1,0.401,0.343,29.0,SF,53.0,9.0,-0.1,0.9,0.098,"9,691,260"
154,D.J. Augustin,10.5,2.1,4.6,0.6,0.0,1.5,0.399,0.348,32.0,PG,13.0,13.0,-1.6,0.2,0.098,"8,990,000"
155,Danuel House Jr.,10.5,4.2,1.3,1.1,0.5,0.9,0.427,0.363,26.0,SF,52.0,5.0,-0.7,0.6,0.091,"4,389,600"
156,Cam Reddish,10.5,3.7,1.5,1.1,0.5,1.7,0.384,0.332,20.0,SF,34.0,2.0,-4.2,-0.9,-0.011,"5,264,692"
157,Troy Brown Jr.,10.4,5.6,2.6,1.2,0.1,1.1,0.439,0.341,20.0,SF,22.0,3.0,-1.2,0.3,0.065,"3,992,155"
158,Gary Harris,10.4,2.9,2.1,1.4,0.3,1.1,0.42,0.333,25.0,SG,55.0,7.0,-2.5,-0.2,0.052,"22,554,714"
159,Shabazz Napier,10.3,2.8,4.7,1.2,0.2,2.3,0.412,0.317,28.0,PG,32.0,7.0,-1.1,0.3,0.059,"2,288,173"
160,Doug McDermott,10.3,2.5,1.1,0.2,0.1,0.6,0.488,0.435,28.0,PF,0.0,7.0,0.0,0.7,0.117,"9,093,332"
161,Malik Monk,10.3,2.9,2.1,0.5,0.3,1.4,0.434,0.284,21.0,SG,1.0,4.0,-2.3,-0.1,0.028,"4,995,216"
162,Garrett Temple,10.3,3.5,2.5,0.8,0.5,1.0,0.378,0.329,33.0,SG,35.0,12.0,-1.1,0.4,0.066,"5,911,080"
163,Thaddeus Young,10.3,4.9,1.8,1.4,0.4,1.6,0.448,0.356,31.0,PF,16.0,14.0,-1.2,0.3,0.058,"15,996,000"
164,Josh Hart,10.1,6.5,1.7,1.0,0.4,1.2,0.423,0.342,24.0,SF,16.0,4.0,-0.7,0.6,0.085,"2,398,358"
165,Ben McLemore,10.1,2.2,0.8,0.6,0.2,0.7,0.444,0.4,26.0,SF,23.0,8.0,-0.5,0.6,0.099,"2,515,456"
166,Larry Nance Jr.,10.1,7.3,2.2,1.0,0.4,1.1,0.531,0.352,27.0,PF,10.0,6.0,1.7,1.4,0.128,"15,781,818"
167,Bobby Portis,10.1,5.1,1.5,0.5,0.3,1.1,0.45,0.358,24.0,PF,5.0,6.0,-1.1,0.3,0.064,"18,600,000"
168,Elfrid Payton,10.0,4.7,7.2,1.6,0.4,2.1,0.439,0.203,25.0,PG,36.0,7.0,0.0,0.6,0.065,"9,920,000"
169,Kevin Porter Jr.,10.0,3.2,2.2,0.9,0.3,1.9,0.442,0.335,19.0,SF,3.0,2.0,-3.8,-0.5,0.012,"1,600,790"
170,Tomáš Satoranský,9.9,3.9,5.4,1.2,0.1,2.0,0.43,0.322,28.0,SG,64.0,5.0,-1.2,0.4,0.09,"12,400,000"
171,Joe Ingles,9.8,3.9,5.2,0.9,0.2,2.0,0.445,0.399,32.0,PF,45.0,7.0,0.7,1.5,0.108,"14,203,637"
172,Furkan Korkmaz,9.8,2.3,1.1,0.6,0.2,0.8,0.43,0.402,22.0,SG,12.0,4.0,-1.3,0.3,0.085,"2,009,499"
173,Markieff Morris,9.7,3.8,1.3,0.5,0.3,1.3,0.443,0.386,30.0,PF,17.0,10.0,-2.0,0.0,0.058,"2,802,259"
174,Frank Kaminsky,9.7,4.5,1.9,0.4,0.3,0.9,0.45,0.331,26.0,C,13.0,6.0,-0.5,0.3,0.087,"5,911,080"
175,Dorian Finney-Smith,9.5,5.7,1.6,0.6,0.5,1.0,0.466,0.376,26.0,PF,68.0,5.0,-0.2,0.9,0.11,"4,960,000"
176,Aaron Holiday,9.5,2.4,3.4,0.8,0.2,1.3,0.414,0.394,23.0,PG,33.0,3.0,-1.6,0.2,0.063,"2,776,608"
