,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
28,Anthony Edwards,21.3,4.8,3.8,1.5,0.6,2.6,0.441,0.357,20.0,SG,72.0,3.0,1.2,2.0,0.084,"11,270,028"
29,Dejounte Murray,21.1,8.3,9.2,2.0,0.3,2.6,0.462,0.327,25.0,PG,68.0,7.0,5.4,4.4,0.149,"16,971,768"
30,Tyler Herro,20.7,5.0,4.0,0.7,0.1,2.6,0.447,0.399,22.0,SG,10.0,4.0,0.7,1.5,0.084,"4,404,708"
31,Klay Thompson,20.4,3.9,2.8,0.5,0.5,1.3,0.429,0.385,31.0,SG,32.0,12.0,1.1,0.7,0.091,"41,778,792"
32,Fred VanVleet,20.3,4.4,6.7,1.7,0.5,2.6,0.403,0.377,27.0,PG,65.0,7.0,3.6,3.5,0.131,"21,643,518"
33,Miles Bridges,20.2,7.0,3.8,0.9,0.8,1.9,0.491,0.331,23.0,PF,80.0,5.0,1.5,2.5,0.123,"5,963,642"
34,LaMelo Ball,20.1,6.7,7.6,1.6,0.4,3.3,0.429,0.389,20.0,PG,75.0,3.0,3.4,3.3,0.116,"9,054,936"
35,Khris Middleton,20.1,5.4,5.4,1.2,0.3,2.9,0.443,0.373,30.0,SF,66.0,11.0,1.6,1.9,0.119,"39,050,000"
36,Julius Randle,20.1,9.9,5.1,0.7,0.5,3.4,0.411,0.308,27.0,PF,72.0,9.0,0.5,1.6,0.059,"21,780,000"
37,RJ Barrett,20.0,5.8,3.0,0.6,0.2,2.2,0.408,0.342,21.0,SF,70.0,4.0,-1.6,0.2,0.046,"9,486,312"
38,Terry Rozier,19.3,4.3,4.5,1.3,0.3,1.3,0.444,0.374,27.0,SG,73.0,8.0,1.7,2.3,0.115,"19,695,789"
39,Jerami Grant,19.2,4.1,2.4,0.9,1.0,1.8,0.426,0.358,27.0,PF,47.0,9.0,1.2,1.2,0.075,"22,002,750"
40,Bam Adebayo,19.1,10.1,3.4,1.4,0.8,2.6,0.557,0.0,24.0,C,56.0,6.0,3.8,2.7,0.188,"30,913,850"
41,Malcolm Brogdon,19.1,5.1,5.9,0.8,0.4,2.1,0.448,0.312,29.0,PG,36.0,7.0,2.3,1.3,0.106,"23,870,000"
42,Norman Powell,19.0,3.2,2.1,0.9,0.5,1.5,0.461,0.419,28.0,SF,41.0,8.0,-0.3,0.6,0.093,"17,068,966"
43,Domantas Sabonis,18.9,12.1,5.2,1.0,0.4,3.1,0.573,0.312,25.0,PF,61.0,7.0,4.1,3.2,0.159,"20,350,000"
44,Jordan Poole,18.5,3.4,4.0,0.8,0.3,2.5,0.448,0.364,22.0,SG,51.0,4.0,1.0,1.7,0.126,"2,377,584"
45,Dillon Brooks,18.4,3.2,2.8,1.1,0.3,1.6,0.432,0.309,26.0,SF,31.0,6.0,-1.8,0.0,0.087,"13,420,000"
46,Jrue Holiday,18.3,4.5,6.8,1.6,0.4,2.7,0.501,0.411,31.0,PG,64.0,14.0,3.2,2.9,0.15,"34,288,466"
47,Gary Trent Jr.,18.3,2.7,2.0,1.7,0.3,1.0,0.414,0.383,23.0,SG,69.0,5.0,0.2,1.3,0.11,"17,847,500"
48,Desmond Bane,18.2,4.4,2.7,1.2,0.4,1.5,0.461,0.436,23.0,SG,76.0,3.0,2.7,2.7,0.153,"2,236,476"
49,Bojan Bogdanović,18.1,4.3,1.7,0.5,0.0,1.7,0.455,0.387,32.0,PF,69.0,9.0,0.0,1.1,0.118,"20,570,000"
50,D'Angelo Russell,18.1,3.3,7.1,1.0,0.3,2.5,0.411,0.34,25.0,PG,65.0,8.0,0.8,1.4,0.101,"33,014,850"
51,Christian Wood,17.9,10.1,2.3,0.8,1.0,1.9,0.501,0.39,26.0,C,67.0,8.0,1.6,1.9,0.112,"15,033,333"
52,Jonas Valančiūnas,17.8,11.4,2.6,0.6,0.8,2.4,0.544,0.361,29.0,C,74.0,11.0,1.9,2.2,0.156,"15,400,000"
53,Nikola Vučević,17.6,11.0,3.2,1.0,1.0,1.9,0.473,0.314,31.0,C,73.0,12.0,0.9,1.8,0.09,"26,400,000"
54,Tyrese Maxey,17.5,3.2,4.3,0.7,0.4,1.2,0.485,0.427,21.0,PG,74.0,3.0,0.6,1.8,0.132,"2,863,212"
55,Cade Cunningham,17.4,5.5,5.6,1.2,0.7,3.7,0.416,0.314,20.0,SG,64.0,2.0,-1.6,0.2,-0.011,"11,055,132"
56,Jalen Green,17.3,3.4,2.6,0.7,0.3,2.0,0.426,0.343,19.0,SG,67.0,2.0,-2.9,-0.5,0.015,"9,891,288"
57,Anfernee Simons,17.3,2.6,3.9,0.5,0.1,2.0,0.443,0.405,22.0,SG,30.0,5.0,-0.7,0.5,0.055,"4,332,699"
58,Deandre Ayton,17.2,10.2,1.4,0.7,0.7,1.6,0.634,0.368,23.0,C,58.0,5.0,2.8,2.1,0.203,"13,896,245"
59,Luguentz Dort,17.2,4.2,1.7,0.9,0.4,1.7,0.404,0.332,22.0,SG,51.0,4.0,-2.3,-0.1,0.04,"1,960,883"
60,Tobias Harris,17.2,6.8,3.5,0.6,0.6,1.6,0.482,0.367,29.0,PF,73.0,12.0,0.0,1.3,0.105,"39,595,545"
61,Andrew Wiggins,17.2,4.5,2.2,1.0,0.7,1.5,0.466,0.393,26.0,SF,73.0,9.0,0.4,1.4,0.105,"34,737,329"
62,OG Anunoby,17.1,5.5,2.6,1.5,0.5,1.7,0.443,0.363,24.0,SF,48.0,6.0,0.5,1.1,0.104,"17,678,571"
63,Kyle Kuzma,17.1,8.5,3.5,0.6,0.9,2.6,0.452,0.341,26.0,PF,66.0,6.0,-0.2,1.0,0.044,"14,300,000"
64,Caris LeVert,17.0,3.7,4.3,0.9,0.4,1.9,0.444,0.32,27.0,SG,49.0,7.0,-1.2,0.4,0.059,"19,250,000"
65,Keldon Johnson,17.0,6.1,2.1,0.8,0.2,1.2,0.466,0.398,22.0,SF,74.0,4.0,-0.5,0.9,0.099,"2,360,292"
66,Reggie Jackson,16.8,3.6,4.8,0.7,0.2,2.3,0.392,0.326,31.0,SG,75.0,12.0,-3.0,-0.6,0.008,"11,422,950"
67,Harrison Barnes,16.4,5.6,2.4,0.7,0.2,1.5,0.469,0.394,29.0,PF,77.0,11.0,0.2,1.4,0.112,"22,312,500"
68,Cole Anthony,16.3,5.4,5.7,0.7,0.3,2.6,0.391,0.338,21.0,PG,65.0,3.0,-1.2,0.4,0.038,"3,794,340"
69,Jalen Brunson,16.3,3.9,4.8,0.8,0.0,1.6,0.502,0.373,25.0,SG,61.0,5.0,0.9,1.9,0.143,"1,982,262"
70,Jaren Jackson Jr.,16.3,5.8,1.1,0.9,2.3,1.7,0.415,0.319,22.0,PF,78.0,5.0,-0.1,1.0,0.121,"10,098,616"
71,John Collins,16.2,7.8,1.8,0.6,1.0,1.1,0.526,0.364,24.0,PF,53.0,6.0,1.5,1.5,0.146,"25,300,000"
72,Jarrett Allen,16.1,10.8,1.6,0.8,1.3,1.7,0.677,0.1,23.0,C,56.0,6.0,3.9,2.7,0.225,"22,000,000"
73,Saddiq Bey,16.1,5.4,2.8,0.9,0.2,1.2,0.396,0.346,22.0,SF,82.0,3.0,-0.3,1.2,0.071,"3,106,752"
74,Jordan Clarkson,16.0,3.5,2.5,0.8,0.2,1.6,0.419,0.318,29.0,SG,1.0,9.0,-0.6,0.7,0.079,"13,662,000"
75,Collin Sexton,16.0,3.3,2.1,0.9,0.0,2.8,0.45,0.244,23.0,SG,11.0,5.0,-4.1,-0.2,-0.009,"6,984,638"
76,Gordon Hayward,15.9,4.6,3.6,1.0,0.4,1.7,0.459,0.391,31.0,SF,48.0,13.0,-0.7,0.5,0.087,"32,917,500"
77,Buddy Hield,15.6,4.4,2.8,0.9,0.3,1.9,0.406,0.366,29.0,SG,32.0,7.0,-1.2,0.5,0.036,"25,380,557"
78,Rudy Gobert,15.6,14.7,1.1,0.7,2.1,1.8,0.713,0.0,29.0,C,66.0,10.0,4.6,3.6,0.264,"38,879,310"
79,Kevin Porter Jr.,15.6,4.4,6.2,1.1,0.4,3.1,0.415,0.375,21.0,PG,61.0,4.0,-1.6,0.2,0.021,"1,960,883"
80,Marcus Morris,15.4,4.4,2.1,0.5,0.3,1.3,0.434,0.367,32.0,PF,54.0,12.0,-1.4,0.3,0.074,"17,190,697"
81,Tyrese Haliburton,15.3,4.0,8.2,1.7,0.6,2.6,0.473,0.414,21.0,PG,77.0,3.0,2.6,3.1,0.125,"4,425,960"
82,Scottie Barnes,15.3,7.5,3.5,1.1,0.7,1.8,0.492,0.301,20.0,PF,74.0,2.0,0.9,1.9,0.122,"8,008,440"
83,Franz Wagner,15.2,4.5,2.9,0.9,0.4,1.5,0.468,0.354,20.0,SF,79.0,2.0,-0.7,0.8,0.079,"5,508,624"
84,Bogdan Bogdanović,15.1,4.0,3.1,1.1,0.2,1.1,0.431,0.368,29.0,SG,27.0,6.0,1.3,1.5,0.095,"19,800,000"
85,Wendell Carter Jr.,15.0,10.5,2.8,0.6,0.7,1.9,0.525,0.327,22.0,PF,61.0,5.0,1.6,1.7,0.129,"7,612,029"
86,Seth Curry,15.0,3.1,3.6,0.8,0.2,1.7,0.487,0.422,31.0,SG,64.0,10.0,-0.6,0.8,0.095,"9,028,269"
87,Aaron Gordon,15.0,5.9,2.5,0.6,0.6,1.8,0.52,0.335,26.0,PF,75.0,9.0,-0.6,0.9,0.105,"18,050,000"
88,Evan Mobley,15.0,8.3,2.5,0.8,1.7,1.9,0.508,0.25,20.0,PF,69.0,2.0,0.6,1.5,0.107,"8,882,676"
89,Jusuf Nurkić,15.0,11.1,2.8,1.1,0.6,2.6,0.535,0.268,27.0,C,56.0,9.0,0.3,0.9,0.11,"13,200,000"
90,Kelly Oubre Jr.,15.0,4.0,1.1,1.0,0.4,0.9,0.44,0.345,26.0,SF,13.0,8.0,-1.4,0.3,0.079,"13,200,000"
91,Josh Hart,14.9,7.2,4.1,1.1,0.2,2.1,0.504,0.343,26.0,SG,53.0,6.0,0.9,1.3,0.117,"13,200,000"
92,Lauri Markkanen,14.8,5.7,1.3,0.7,0.5,0.9,0.445,0.358,24.0,SF,61.0,6.0,0.4,1.1,0.127,"17,259,999"
93,Will Barton,14.7,4.8,3.9,0.8,0.4,1.8,0.438,0.365,31.0,SG,71.0,11.0,-0.5,0.9,0.067,"17,187,500"
94,Jaylen Hoard,14.7,12.0,2.4,0.9,0.7,1.1,0.489,0.36,22.0,SF,5.0,4.0,-0.9,0.1,0.118,"211,046"
95,Chris Paul,14.7,4.4,10.8,1.9,0.3,2.4,0.493,0.317,36.0,PG,65.0,18.0,5.4,4.0,0.21,"33,880,000"
96,Bobby Portis,14.6,9.1,1.2,0.7,0.7,1.3,0.479,0.393,26.0,C,59.0,8.0,0.2,1.1,0.131,"4,782,360"
97,Mikal Bridges,14.2,4.2,2.3,1.2,0.4,0.8,0.534,0.369,25.0,SF,82.0,5.0,1.6,2.6,0.15,"6,113,497"
98,Tim Hardaway Jr.,14.2,3.7,2.2,0.9,0.1,0.8,0.394,0.336,29.0,SG,20.0,10.0,-0.2,0.6,0.077,"23,437,497"
99,Evan Fournier,14.1,2.6,2.1,1.0,0.3,1.3,0.417,0.389,29.0,SG,80.0,11.0,-0.7,0.7,0.075,"18,857,142"
100,Malik Monk,13.8,3.4,2.9,0.8,0.4,1.6,0.473,0.391,23.0,SG,37.0,6.0,-0.5,0.8,0.081,"1,968,181"
101,Mike Conley,13.7,3.0,5.3,1.3,0.3,1.7,0.435,0.408,34.0,PG,72.0,16.0,3.1,2.7,0.157,"23,100,000"
102,Kevin Love,13.6,7.2,2.2,0.4,0.2,1.3,0.43,0.392,33.0,C,4.0,15.0,4.5,2.7,0.164,"34,384,081"
103,Dennis Schröder,13.5,3.3,4.6,0.8,0.1,2.2,0.431,0.344,28.0,PG,29.0,10.0,-1.9,0.0,0.076,"6,479,000"
104,Jakob Poeltl,13.5,9.3,2.8,0.7,1.7,1.6,0.618,1.0,26.0,C,67.0,7.0,1.6,1.7,0.168,"9,625,000"
105,Eric Gordon,13.4,2.0,2.7,0.5,0.3,1.9,0.475,0.412,33.0,SG,46.0,15.0,-2.3,-0.1,0.04,"20,040,699"
106,De'Andre Hunter,13.4,3.3,1.3,0.7,0.4,1.3,0.442,0.379,24.0,SF,52.0,4.0,-3.9,-0.8,0.034,"8,552,940"
107,Kyle Lowry,13.4,4.5,7.5,1.1,0.3,2.7,0.44,0.377,35.0,PG,63.0,17.0,2.0,2.1,0.143,"29,682,540"
108,Carmelo Anthony,13.3,4.2,1.0,0.7,0.8,0.9,0.441,0.375,37.0,PF,3.0,20.0,-0.5,0.7,0.097,"2,905,860"
109,Derrick White,13.2,3.5,4.9,0.9,0.8,1.6,0.421,0.312,27.0,SG,52.0,6.0,0.9,1.6,0.111,"17,246,428"
110,Montrezl Harrell,13.1,6.1,2.0,0.4,0.6,1.0,0.645,0.235,28.0,C,3.0,8.0,3.9,2.4,0.213,"10,692,990"
111,Chris Duarte,13.1,4.1,2.1,1.0,0.2,1.6,0.432,0.369,24.0,SG,39.0,2.0,-2.3,-0.1,0.029,"4,124,340"
112,Ricky Rubio,13.1,4.1,6.6,1.4,0.2,2.6,0.363,0.339,31.0,PG,8.0,12.0,0.2,0.5,0.064,"19,580,000"
113,Lonzo Ball,13.0,5.4,5.1,1.8,0.9,2.3,0.423,0.423,24.0,PG,35.0,6.0,2.5,1.4,0.088,"20,465,116"
114,Myles Turner,12.9,7.1,1.0,0.7,2.8,1.3,0.509,0.333,25.0,C,42.0,8.0,1.4,1.1,0.12,"19,800,000"
115,Brandon Williams,12.9,3.1,3.9,1.0,0.4,2.4,0.372,0.292,22.0,PG,16.0,26.0,-5.7,-0.6,-0.037,"198,877"
116,Coby White,12.7,3.0,2.9,0.5,0.2,1.1,0.433,0.385,21.0,PG,17.0,4.0,-2.1,0.0,0.067,"6,421,536"
117,Monte Morris,12.6,3.0,4.4,0.7,0.2,1.0,0.484,0.395,26.0,PG,74.0,6.0,0.0,1.1,0.116,"9,293,981"
118,Josh Giddey,12.5,7.8,6.4,0.9,0.4,3.2,0.419,0.263,19.0,SF,54.0,2.0,-0.9,0.5,0.01,"6,586,800"
119,Cameron Johnson,12.5,4.1,1.5,0.9,0.2,0.7,0.46,0.425,25.0,PF,16.0,4.0,2.7,2.1,0.156,"4,880,700"
120,Brook Lopez,12.4,4.1,0.5,0.6,1.2,0.9,0.466,0.358,33.0,C,11.0,15.0,-1.3,0.1,0.108,"14,632,557"
121,Victor Oladipo,12.4,2.9,3.5,0.6,0.1,2.0,0.479,0.417,29.0,SG,1.0,10.0,1.3,0.1,0.124,"2,628,605"
122,Devin Vassell,12.3,4.3,1.9,1.1,0.6,0.8,0.427,0.361,21.0,SF,32.0,3.0,-0.5,0.7,0.082,"4,658,676"
123,Malik Beasley,12.1,2.9,1.5,0.5,0.2,0.5,0.391,0.377,25.0,SG,18.0,7.0,-0.7,0.7,0.069,"15,941,160"
124,Kevin Huerter,12.1,3.4,2.7,0.7,0.4,1.2,0.454,0.389,23.0,SF,60.0,5.0,-1.2,0.4,0.062,"4,678,692"
125,Marcus Smart,12.1,3.8,5.9,1.7,0.3,2.2,0.418,0.331,27.0,PG,71.0,9.0,0.5,1.5,0.116,"15,223,213"
126,Lonnie Walker IV,12.1,2.6,2.2,0.6,0.3,1.0,0.407,0.314,23.0,SG,6.0,5.0,-2.5,-0.2,0.037,"4,892,685"
127,Derrick Rose,12.0,3.0,4.0,0.8,0.5,1.5,0.445,0.402,33.0,PG,4.0,15.0,2.3,0.7,0.108,"14,789,632"
128,Devonte' Graham,11.9,2.3,4.2,0.9,0.2,1.4,0.363,0.341,26.0,PG,63.0,5.0,-1.0,0.5,0.062,"12,100,000"
129,Luke Kennard,11.9,3.3,2.1,0.6,0.1,0.9,0.449,0.449,25.0,SG,13.0,6.0,0.5,1.2,0.113,"14,682,499"
130,Jalen Suggs,11.8,3.6,4.4,1.2,0.4,3.0,0.361,0.214,20.0,PG,45.0,2.0,-5.6,-1.2,-0.06,"7,252,212"
131,Jae'Sean Tate,11.8,5.4,2.8,0.9,0.5,1.8,0.498,0.312,26.0,PF,77.0,3.0,-1.8,0.1,0.071,"1,669,779"
132,Alec Burks,11.7,4.9,3.0,1.0,0.3,1.1,0.391,0.404,30.0,SG,44.0,12.0,0.8,1.7,0.126,"10,489,600"
133,Danilo Gallinari,11.7,4.7,1.5,0.4,0.2,0.6,0.434,0.381,33.0,PF,18.0,15.0,-0.2,0.8,0.105,"22,522,500"
134,Kemba Walker,11.6,3.0,3.5,0.7,0.2,1.3,0.403,0.367,31.0,PG,37.0,12.0,0.4,0.6,0.093,"28,862,264"
135,Kemba Walker,11.6,3.0,3.5,0.7,0.2,1.3,0.403,0.367,31.0,PG,37.0,12.0,0.4,0.6,0.093,"9,601,922"
136,Davion Mitchell,11.5,2.2,4.2,0.7,0.3,1.5,0.418,0.316,23.0,PG,19.0,2.0,-3.8,-0.9,0.003,"5,063,520"
137,Cameron Oliver,11.5,3.0,1.5,0.5,0.5,0.0,0.667,0.333,25.0,SF,0.0,3.0,1.7,0.0,0.219,"94,135"
138,Marvin Bagley III,11.3,7.0,0.8,0.5,0.4,0.8,0.504,0.237,22.0,PF,25.0,5.0,-2.3,-0.1,0.085,"12,443,325"
139,Rui Hachimura,11.3,3.8,1.1,0.5,0.2,0.8,0.491,0.447,23.0,PF,13.0,4.0,-1.4,0.1,0.073,"5,407,776"
140,Joe Harris,11.3,4.0,1.0,0.5,0.1,1.1,0.452,0.466,30.0,SF,14.0,9.0,-1.4,0.1,0.06,"19,092,857"
141,Doug McDermott,11.3,2.3,1.3,0.3,0.1,0.8,0.462,0.422,30.0,PF,51.0,9.0,-2.5,-0.1,0.062,"15,125,000"
142,Grayson Allen,11.1,3.4,1.5,0.7,0.3,0.7,0.448,0.409,26.0,SG,61.0,5.0,0.4,1.1,0.11,"4,460,164"
143,Clint Capela,11.1,11.9,1.2,0.7,1.3,0.6,0.613,0.0,27.0,C,73.0,9.0,2.0,2.1,0.195,"19,363,792"
144,Gary Harris,11.1,2.0,1.8,1.0,0.1,1.0,0.434,0.384,27.0,SG,30.0,9.0,-2.4,-0.2,0.06,"23,025,357"
145,Hamidou Diallo,11.0,4.8,1.3,1.2,0.3,1.0,0.496,0.247,23.0,SG,29.0,5.0,-0.5,0.5,0.079,"5,720,000"
146,Dorian Finney-Smith,11.0,4.7,1.9,1.1,0.5,1.0,0.471,0.395,28.0,PF,80.0,7.0,0.8,1.9,0.121,"4,400,000"
147,Zavier Simpson,11.0,5.3,7.5,1.3,1.0,2.5,0.365,0.125,24.0,PG,4.0,2.0,-7.9,-0.3,-0.018,"40,945"
148,Duncan Robinson,10.9,2.6,1.6,0.5,0.2,0.8,0.399,0.372,27.0,SG,68.0,5.0,-0.6,0.7,0.092,"17,215,000"
149,Darius Bazley,10.8,6.3,1.4,0.8,1.0,1.3,0.422,0.297,21.0,PF,53.0,4.0,-1.8,0.1,0.044,"2,764,344"
150,Markelle Fultz,10.8,2.7,5.5,1.1,0.3,2.2,0.474,0.235,23.0,PG,3.0,6.0,0.2,0.2,0.053,"18,150,000"
151,Terance Mann,10.8,5.2,2.6,0.7,0.3,1.0,0.484,0.365,25.0,SF,33.0,4.0,-0.6,0.8,0.113,"1,960,883"
152,Cameron Payne,10.8,3.0,4.9,0.7,0.3,1.8,0.409,0.336,27.0,PG,12.0,8.0,0.0,0.7,0.073,"7,150,000"
153,Melvin Frazier,10.7,4.3,0.3,0.3,0.0,1.0,0.271,0.048,25.0,SG,0.0,5.0,-16.4,-0.4,-0.16,"14,623"
154,Cedi Osman,10.7,2.2,2.0,0.8,0.2,1.0,0.432,0.357,26.0,SF,3.0,6.0,0.2,0.8,0.094,"8,946,667"
155,Nickeil Alexander-Walker,10.6,2.9,2.4,0.7,0.4,1.4,0.372,0.311,23.0,SG,21.0,4.0,-2.9,-0.3,0.003,"3,587,628"
156,Mo Bamba,10.6,8.1,1.2,0.5,1.7,1.1,0.48,0.381,23.0,C,69.0,5.0,0.7,1.2,0.118,"8,325,617"
157,Frank Jackson,10.6,1.6,1.0,0.5,0.2,0.7,0.402,0.308,23.0,PG,7.0,5.0,-3.5,-0.4,0.031,"3,300,000"
158,Frank Kaminsky,10.6,4.6,1.4,0.9,0.8,0.6,0.545,0.333,28.0,C,0.0,8.0,4.9,0.3,0.228,"2,298,392"
159,Max Strus,10.6,3.0,1.4,0.4,0.2,0.8,0.441,0.41,25.0,SF,16.0,4.0,0.9,1.2,0.11,"1,836,095"
160,Trey Lyles,10.5,5.1,1.2,0.4,0.4,1.0,0.466,0.321,26.0,PF,23.0,8.0,-0.3,0.7,0.111,"2,750,000"
161,Brandon Clarke,10.4,5.3,1.3,0.6,1.1,0.5,0.644,0.227,25.0,PF,1.0,4.0,4.2,2.0,0.241,"2,999,568"
162,Terence Davis,10.4,3.1,1.3,0.8,0.4,1.1,0.423,0.329,24.0,SG,11.0,4.0,-0.9,0.2,0.044,"4,400,000"
163,Richaun Holmes,10.4,7.0,1.1,0.4,0.9,1.2,0.66,0.4,28.0,C,37.0,8.0,-0.5,0.4,0.145,"11,422,950"
164,Tre Mann,10.4,2.9,1.5,0.8,0.2,1.2,0.393,0.36,20.0,PG,26.0,2.0,-4.4,-0.8,0.002,"3,191,364"
165,Jeff Green,10.3,3.1,1.3,0.4,0.4,0.9,0.524,0.315,35.0,PF,63.0,16.0,-2.5,-0.2,0.101,"4,950,000"
166,P.J. Washington,10.3,5.2,2.3,0.9,0.9,1.3,0.47,0.365,23.0,C,28.0,4.0,-0.1,0.9,0.091,"4,636,632"
167,Ivica Zubac,10.3,8.5,1.6,0.5,1.0,1.5,0.626,,24.0,C,76.0,7.0,0.7,1.3,0.187,"8,270,369"
168,Josh Richardson,10.2,2.8,1.8,0.9,0.4,1.0,0.438,0.415,28.0,SG,7.0,8.0,0.1,0.9,0.106,"12,776,860"
169,Al Horford,10.2,7.7,3.4,0.7,1.3,0.9,0.467,0.336,35.0,C,69.0,16.0,4.3,3.2,0.181,"29,700,000"
170,Ben McLemore,10.2,1.6,0.9,0.6,0.2,0.9,0.401,0.362,28.0,SG,6.0,10.0,-3.2,-0.4,0.031,"2,628,605"
171,Cam Reddish,10.1,2.1,1.0,1.0,0.3,1.2,0.404,0.359,22.0,SF,7.0,4.0,-1.3,0.2,0.046,"5,137,176"
172,Justin Holiday,10.1,2.6,1.7,0.8,0.4,0.9,0.394,0.367,32.0,SF,65.0,11.0,-2.2,-0.1,0.033,"6,607,062"
173,Bones Hyland,10.1,2.7,2.8,0.6,0.3,1.2,0.403,0.366,21.0,SG,4.0,2.0,-0.4,0.5,0.088,"2,306,568"
174,Isaiah Roby,10.1,4.8,1.6,0.8,0.8,1.0,0.514,0.444,23.0,PF,28.0,4.0,0.6,0.6,0.147,"1,960,883"
175,Devin Cannady,10.0,1.2,2.0,1.0,0.6,1.0,0.341,0.405,25.0,PG,0.0,3.0,-3.2,0.0,0.033,"204,135"
176,Talen Horton-Tucker,10.0,3.2,2.7,1.0,0.5,1.4,0.416,0.269,21.0,SG,19.0,4.0,-3.3,-0.5,0.033,"10,450,000"
