,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
177,Garrison Mathews,10.0,2.9,1.0,0.9,0.4,0.6,0.399,0.36,25.0,SG,33.0,4.0,-2.3,-0.1,0.077,"2,200,000"
178,Terrence Ross,10.0,2.6,1.8,0.4,0.2,1.2,0.397,0.292,30.0,SG,0.0,11.0,-3.7,-0.6,0.011,"13,750,000"
179,Robert Williams,10.0,9.6,2.0,0.9,2.2,1.0,0.736,0.0,24.0,C,61.0,5.0,5.5,3.4,0.262,"4,028,173"
180,Eric Bledsoe,9.9,3.4,4.2,1.3,0.4,2.1,0.421,0.313,32.0,PG,29.0,13.0,-0.8,0.4,0.047,"19,937,500"
181,Pat Connaughton,9.9,4.2,1.3,0.9,0.2,0.5,0.458,0.395,29.0,SF,19.0,8.0,1.2,1.4,0.125,"5,866,667"
182,Michael Porter Jr.,9.9,6.6,1.9,1.1,0.2,1.3,0.359,0.208,23.0,SF,9.0,4.0,-3.5,-0.1,-0.032,"5,784,608"
183,Nassir Little,9.8,5.6,1.3,0.6,0.9,1.0,0.46,0.331,21.0,SF,23.0,4.0,-1.4,0.2,0.076,"2,547,864"
184,Alperen Şengün,9.6,5.5,2.6,0.8,0.9,2.0,0.474,0.248,19.0,C,13.0,2.0,-1.0,0.4,0.068,"3,536,148"
185,Terry Taylor,9.6,5.2,1.2,0.4,0.2,0.7,0.614,0.316,22.0,PF,7.0,2.0,-0.6,0.2,0.16,"984,637"
186,Herbert Jones,9.5,3.8,2.1,1.7,0.8,1.3,0.476,0.337,23.0,PF,69.0,2.0,-0.5,0.9,0.096,"1,870,000"
187,Chris Boucher,9.4,6.2,0.3,0.6,0.9,0.5,0.464,0.297,29.0,SF,9.0,6.0,0.1,0.9,0.169,"7,722,000"
188,Jae Crowder,9.4,5.3,1.9,1.4,0.4,0.8,0.399,0.348,31.0,PF,67.0,11.0,1.1,1.5,0.11,"10,692,990"
189,Daniel Gafford,9.4,5.7,0.9,0.4,1.4,0.9,0.693,0.0,23.0,C,53.0,4.0,1.6,1.3,0.198,"1,960,883"
190,Jaxson Hayes,9.3,4.5,0.6,0.5,0.8,0.8,0.616,0.351,21.0,C,28.0,4.0,0.2,0.8,0.174,"5,883,108"
191,Jonathan Kuminga,9.3,3.3,0.9,0.4,0.3,1.1,0.513,0.336,19.0,SF,12.0,2.0,-1.5,0.1,0.123,"6,012,996"
192,Jalen Smith,9.2,6.0,0.5,0.3,0.8,0.8,0.503,0.328,21.0,PF,8.0,3.0,-0.5,0.3,0.145,"4,903,800"
193,Reggie Perry,9.2,4.7,1.2,0.9,0.6,1.1,0.506,0.188,21.0,PF,1.0,3.0,-4.1,-0.1,0.058,"112,963"
194,Reggie Perry,9.2,4.7,1.2,0.9,0.6,1.1,0.506,0.188,21.0,PF,1.0,3.0,-4.1,-0.1,0.058,"94,135"
195,Patrick Beverley,9.2,4.1,4.6,1.2,0.9,1.3,0.406,0.343,33.0,PG,54.0,11.0,2.7,1.7,0.132,"15,753,085"
196,Caleb Martin,9.2,3.8,1.1,1.0,0.5,0.9,0.507,0.413,26.0,SF,12.0,4.0,1.1,1.1,0.139,"928,412"
197,Jaden McDaniels,9.2,4.2,1.1,0.7,0.8,1.1,0.46,0.317,21.0,PF,31.0,3.0,-2.9,-0.4,0.065,"2,269,608"
198,JaVale McGee,9.2,6.7,0.6,0.3,1.1,1.3,0.629,0.222,34.0,C,17.0,15.0,0.8,0.8,0.201,"5,500,000"
199,Georges Niang,9.2,2.7,1.3,0.4,0.2,0.8,0.437,0.403,28.0,PF,7.0,7.0,-1.9,0.0,0.077,"3,630,000"
200,Precious Achiuwa,9.1,6.5,1.1,0.5,0.6,1.2,0.439,0.359,22.0,C,28.0,3.0,-2.6,-0.2,0.07,"2,982,408"
201,Oshae Brissett,9.1,5.3,1.1,0.7,0.4,0.8,0.411,0.35,23.0,SF,25.0,4.0,-2.2,-0.1,0.069,"1,871,752"
202,Willy Hernangómez,9.1,6.8,1.3,0.4,0.4,1.0,0.52,0.333,27.0,C,8.0,7.0,0.2,0.5,0.18,"2,559,942"
203,Kelly Olynyk,9.1,4.4,2.8,0.8,0.5,1.5,0.448,0.336,30.0,C,1.0,10.0,1.6,0.7,0.104,"13,414,634"
204,Donte DiVincenzo,9.0,4.0,2.8,1.1,0.2,1.7,0.351,0.339,25.0,SG,1.0,5.0,-2.3,-0.1,0.035,"5,143,413"
205,DeMarcus Cousins,9.0,5.6,1.5,0.7,0.4,1.8,0.46,0.303,31.0,C,7.0,13.0,-1.6,0.1,0.104,"1,252,524"
206,DeMarcus Cousins,9.0,5.6,1.5,0.7,0.4,1.8,0.46,0.303,31.0,C,7.0,13.0,-1.6,0.1,0.104,"990,311"
207,Bruce Brown,9.0,4.8,2.1,1.1,0.7,0.8,0.506,0.404,25.0,SF,45.0,5.0,0.7,1.2,0.13,"5,209,712"
208,Amir Coffey,9.0,2.9,1.8,0.6,0.2,0.7,0.453,0.378,24.0,SG,30.0,4.0,-0.3,0.7,0.116,"630,933"
209,Obi Toppin,9.0,3.7,1.1,0.3,0.5,0.8,0.531,0.308,23.0,PF,10.0,3.0,2.0,1.2,0.153,"5,615,676"
210,Moritz Wagner,9.0,3.7,1.4,0.3,0.2,0.9,0.497,0.328,24.0,C,3.0,5.0,1.6,0.9,0.138,"1,902,138"
211,Patrick Williams,9.0,4.1,0.9,0.5,0.5,0.9,0.529,0.517,20.0,PF,9.0,3.0,-1.5,0.0,0.099,"8,164,200"
212,Chimezie Metu,8.9,5.6,1.0,0.9,0.5,1.0,0.452,0.306,24.0,C,20.0,5.0,-1.5,0.2,0.056,"1,939,075"
213,Bryn Forbes,8.8,1.2,1.0,0.3,0.1,0.7,0.429,0.414,28.0,SG,2.0,7.0,-2.9,-0.3,0.054,"4,950,000"
214,Ayo Dosunmu,8.8,2.8,3.3,0.8,0.4,1.4,0.52,0.376,22.0,SG,40.0,2.0,-2.0,0.0,0.069,"1,017,783"
215,KJ Martin,8.8,3.8,1.3,0.4,0.5,0.8,0.533,0.357,21.0,SF,2.0,3.0,-1.2,0.4,0.084,"1,669,779"
216,Isaac Okoro,8.8,3.0,1.8,0.8,0.3,0.9,0.48,0.35,21.0,SF,61.0,3.0,-1.7,0.1,0.103,"7,392,792"
217,Nic Claxton,8.7,5.6,0.9,0.5,1.1,0.8,0.674,,22.0,C,19.0,4.0,0.5,0.6,0.171,"1,960,883"
218,Tyus Jones,8.7,2.4,4.4,0.9,0.0,0.6,0.451,0.39,25.0,PG,23.0,8.0,1.7,1.4,0.158,"9,213,914"
219,Dwight Powell,8.7,4.9,1.2,0.5,0.5,0.8,0.671,0.351,30.0,C,71.0,9.0,0.9,1.3,0.219,"12,188,137"
220,Gabe Vincent,8.7,1.9,3.1,0.9,0.2,1.4,0.417,0.368,25.0,PG,27.0,4.0,-1.4,0.2,0.076,"1,836,095"
221,Reggie Bullock,8.6,3.5,1.2,0.6,0.2,0.6,0.401,0.36,30.0,SF,37.0,10.0,-1.4,0.3,0.08,"10,489,600"
222,Chuma Okeke,8.6,5.0,1.7,1.4,0.6,0.8,0.376,0.318,23.0,PF,20.0,3.0,-0.1,0.8,0.06,"3,604,788"
223,Robert Covington,8.5,5.5,1.3,1.5,1.3,1.1,0.42,0.378,31.0,PF,42.0,10.0,0.2,1.1,0.08,"14,273,018"
224,T.J. McConnell,8.5,3.3,4.9,1.1,0.4,1.1,0.481,0.303,29.0,PG,8.0,8.0,0.9,0.5,0.098,"8,250,000"
225,Jaylen Nowell,8.5,2.0,2.1,0.4,0.2,0.6,0.475,0.394,22.0,SG,1.0,4.0,0.8,0.7,0.138,"1,960,883"
226,Cam Thomas,8.5,2.4,1.2,0.5,0.1,0.8,0.433,0.27,20.0,SG,2.0,2.0,-3.4,-0.4,0.033,"2,239,908"
227,Isaiah Thomas,8.4,1.3,1.5,0.3,0.2,0.7,0.401,0.337,32.0,PG,1.0,12.0,-4.5,-0.2,0.026,"668,012"
228,Isaiah Thomas,8.4,1.3,1.5,0.3,0.2,0.7,0.401,0.337,32.0,PG,1.0,12.0,-4.5,-0.2,0.026,"167,003"
229,Isaiah Thomas,8.4,1.3,1.5,0.3,0.2,0.7,0.401,0.337,32.0,PG,1.0,12.0,-4.5,-0.2,0.026,"167,003"
230,Deni Avdija,8.4,5.2,2.0,0.7,0.5,1.1,0.432,0.317,21.0,SF,8.0,3.0,-1.7,0.1,0.058,"5,162,124"
231,Lance Stephenson,8.3,2.8,3.6,0.5,0.1,1.6,0.455,0.3,31.0,SG,1.0,13.0,-3.2,-0.2,0.048,"1,624,486"
232,Lance Stephenson,8.3,2.8,3.6,0.5,0.1,1.6,0.455,0.3,31.0,SG,1.0,13.0,-3.2,-0.2,0.048,"151,820"
233,Nicolas Batum,8.3,4.3,1.7,1.0,0.7,0.7,0.463,0.4,33.0,PF,54.0,15.0,2.3,1.6,0.123,"9,742,665"
234,Nicolas Batum,8.3,4.3,1.7,1.0,0.7,0.7,0.463,0.4,33.0,PF,54.0,15.0,2.3,1.6,0.123,"3,487,031"
235,Isaiah Hartenstein,8.3,4.9,2.4,0.7,1.1,1.2,0.626,0.467,23.0,C,0.0,5.0,4.5,2.0,0.215,"1,902,138"
236,Isaiah Jackson,8.3,4.1,0.3,0.7,1.4,1.1,0.563,0.313,20.0,C,15.0,2.0,-1.6,0.0,0.126,"2,696,364"
237,Naz Reid,8.3,3.9,0.9,0.5,0.9,1.1,0.489,0.343,22.0,C,6.0,4.0,0.0,0.6,0.125,"1,960,883"
238,Landry Shamet,8.3,1.8,1.6,0.4,0.1,0.6,0.394,0.368,24.0,SG,14.0,5.0,-1.2,0.3,0.085,"4,145,176"
239,Isaiah Stewart,8.3,8.7,1.2,0.3,1.1,1.2,0.51,0.326,20.0,C,71.0,3.0,-3.3,-0.6,0.091,"3,604,788"
240,Aaron Wiggins,8.3,3.6,1.4,0.6,0.2,1.1,0.463,0.304,23.0,SG,35.0,2.0,-4.3,-0.7,0.048,"1,436,337"
241,Daniel Theis,8.2,4.9,0.9,0.4,0.7,1.0,0.519,0.308,29.0,C,27.0,6.0,-2.1,0.0,0.093,"9,108,386"
242,Corey Kispert,8.2,2.7,1.1,0.5,0.3,0.6,0.455,0.35,22.0,SF,36.0,2.0,-2.3,-0.1,0.061,"3,722,004"
243,Shake Milton,8.2,2.6,2.5,0.5,0.3,0.8,0.429,0.323,25.0,SG,6.0,5.0,-2.2,-0.1,0.069,"2,031,411"
244,Onyeka Okongwu,8.2,5.9,1.1,0.6,1.3,0.9,0.69,,21.0,C,6.0,3.0,0.8,0.7,0.202,"6,714,708"
245,Otto Porter Jr.,8.2,5.7,1.5,1.1,0.5,0.6,0.464,0.37,28.0,PF,15.0,10.0,3.1,1.8,0.168,"2,628,605"
246,Hassan Whiteside,8.2,7.6,0.4,0.3,1.6,0.8,0.652,,32.0,C,8.0,13.0,2.1,1.2,0.238,"2,641,690"
247,Rudy Gay,8.1,4.4,1.0,0.5,0.3,0.9,0.414,0.345,35.0,PF,1.0,17.0,-1.0,0.3,0.097,"6,479,000"
248,Damian Jones,8.1,4.4,1.2,0.5,0.8,1.1,0.658,0.345,26.0,C,15.0,7.0,0.3,0.6,0.156,"2,174,712"
249,Ziaire Williams,8.1,2.1,1.0,0.6,0.2,0.7,0.45,0.314,20.0,SF,31.0,2.0,-3.0,-0.3,0.08,"4,810,344"
250,Cory Joseph,8.0,2.7,3.6,0.6,0.3,1.3,0.445,0.414,30.0,PG,39.0,12.0,-2.1,0.0,0.075,"8,041,000"
251,Mike Muscala,8.0,3.0,0.5,0.4,0.6,0.3,0.456,0.429,30.0,C,0.0,10.0,5.0,1.1,0.17,"3,850,000"
252,Malik Newman,8.0,1.0,1.0,0.0,0.0,1.0,0.6,0.0,24.0,PG,0.0,4.0,6.4,0.0,0.179,"94,135"
253,Lindy Waters III,8.0,2.9,1.0,0.8,0.3,0.4,0.406,0.363,24.0,SG,1.0,2.0,-1.6,0.1,0.081,"175,479"
254,Andre Drummond,7.9,9.3,1.8,1.1,0.9,1.6,0.57,0.0,28.0,C,36.0,11.0,1.3,1.2,0.17,"2,641,690"
255,Josh Christopher,7.9,2.5,2.0,0.9,0.2,1.5,0.448,0.296,20.0,SG,2.0,2.0,-3.5,-0.5,0.01,"2,485,164"
256,Jordan Nwora,7.9,3.6,1.0,0.4,0.3,0.9,0.403,0.348,23.0,SF,13.0,3.0,-4.1,-0.6,0.025,"1,669,779"
257,Zach Collins,7.8,5.5,2.2,0.5,0.8,1.6,0.49,0.341,24.0,C,4.0,6.0,-0.2,0.2,0.118,"7,700,000"
258,Grant Williams,7.8,3.6,1.0,0.5,0.7,0.8,0.475,0.411,23.0,PF,21.0,4.0,-0.4,0.8,0.13,"2,879,580"
259,Drew Eubanks,7.7,5.4,1.2,0.4,0.6,1.1,0.596,0.217,24.0,C,31.0,5.0,-1.4,0.2,0.13,"1,939,075"
260,Drew Eubanks,7.7,5.4,1.2,0.4,0.6,1.1,0.596,0.217,24.0,C,31.0,5.0,-1.4,0.2,0.13,"524,726"
261,Cody Martin,7.7,4.0,2.5,1.2,0.5,0.9,0.482,0.384,26.0,SF,11.0,4.0,-0.5,0.7,0.101,"1,960,883"
262,Kyle Anderson,7.6,5.3,2.7,1.1,0.7,1.0,0.446,0.33,28.0,PF,11.0,9.0,1.2,1.2,0.113,"10,930,865"
263,Kris Dunn,7.6,3.5,5.6,1.6,0.2,2.3,0.431,0.091,27.0,PG,3.0,7.0,-5.4,-0.3,0.024,"5,505,885"
264,Kris Dunn,7.6,3.5,5.6,1.6,0.2,2.3,0.431,0.091,27.0,PG,3.0,7.0,-5.4,-0.3,0.024,"343,288"
265,R.J. Hampton,7.6,3.0,2.5,0.7,0.2,1.4,0.383,0.35,20.0,SG,14.0,3.0,-4.1,-0.7,-0.005,"2,533,344"
266,Furkan Korkmaz,7.6,2.6,1.9,0.5,0.1,0.7,0.387,0.289,24.0,SG,19.0,6.0,-3.1,-0.4,0.041,"5,092,593"
267,Markieff Morris,7.6,2.6,1.4,0.4,0.1,1.2,0.474,0.333,32.0,PF,1.0,12.0,-1.9,0.0,0.054,"2,905,860"
268,P.J. Tucker,7.6,5.5,2.1,0.8,0.2,0.9,0.484,0.415,36.0,PF,70.0,17.0,0.6,1.3,0.121,"7,700,000"
269,Trendon Watford,7.6,4.1,1.7,0.5,0.6,0.9,0.532,0.237,21.0,SF,10.0,2.0,-1.7,0.1,0.104,"845,713"
270,Goran Dragić,7.5,3.1,4.1,0.9,0.2,1.6,0.377,0.254,35.0,PG,8.0,15.0,-3.3,-0.2,0.034,"20,482,181"
271,Goran Dragić,7.5,3.1,4.1,0.9,0.2,1.6,0.377,0.254,35.0,PG,8.0,15.0,-3.3,-0.2,0.034,"801,616"
272,Draymond Green,7.5,7.3,7.0,1.3,1.1,3.0,0.525,0.296,31.0,PF,44.0,11.0,3.2,1.8,0.131,"26,429,383"
273,Raul Neto,7.5,1.9,3.1,0.8,0.0,1.1,0.463,0.292,29.0,PG,19.0,8.0,-2.9,-0.4,0.053,"2,298,392"
274,D.J. Wilson,7.5,4.0,1.3,1.3,0.3,0.5,0.733,0.0,25.0,PF,1.0,6.0,5.0,0.1,0.328,"339,342"
275,Thomas Bryant,7.4,4.0,0.9,0.2,0.8,0.7,0.52,0.286,24.0,C,9.0,6.0,-1.0,0.1,0.118,"9,533,333"
276,Alex Caruso,7.4,3.6,4.0,1.7,0.4,1.4,0.398,0.333,27.0,SG,18.0,6.0,0.2,0.6,0.082,"9,460,000"
277,Jared Harper,7.4,0.4,2.8,0.8,0.2,0.4,0.538,0.417,24.0,PG,0.0,4.0,17.3,0.2,0.422,"93,589"
278,Damion Lee,7.4,3.2,1.0,0.6,0.1,0.6,0.441,0.337,29.0,SG,5.0,6.0,-2.0,0.0,0.102,"2,101,946"
279,Royce O'Neale,7.4,4.8,2.5,1.1,0.4,1.0,0.457,0.389,28.0,SF,77.0,6.0,0.8,1.7,0.109,"9,680,000"
280,Kenrich Williams,7.4,4.5,2.2,0.9,0.2,0.9,0.461,0.339,27.0,SF,0.0,5.0,-0.3,0.5,0.081,"2,200,000"
281,Jeremy Lamb,7.3,2.8,1.4,0.6,0.4,0.7,0.383,0.324,29.0,SF,0.0,11.0,-0.8,0.3,0.063,"11,550,000"
282,Wes Iwundu,7.3,4.3,0.0,0.3,0.0,0.3,0.444,0.6,27.0,SF,1.0,6.0,-6.8,-0.1,0.046,"2,006,403"
283,Wes Iwundu,7.3,4.3,0.0,0.3,0.0,0.3,0.444,0.6,27.0,SF,1.0,6.0,-6.8,-0.1,0.046,"113,114"
284,Taurean Prince,7.3,2.5,1.0,0.7,0.3,0.8,0.454,0.376,27.0,PF,8.0,7.0,-0.9,0.3,0.09,"14,667,812"
285,Austin Reaves,7.3,3.2,1.8,0.5,0.3,0.7,0.459,0.317,23.0,SG,19.0,2.0,-1.9,0.0,0.097,"1,017,783"
286,Keon Johnson,7.2,2.2,2.1,0.8,0.3,1.2,0.353,0.34,19.0,SG,12.0,2.0,-5.9,-0.7,-0.031,"2,808,564"
287,Braxton Key,7.2,4.5,1.0,0.9,1.0,1.0,0.458,0.286,24.0,SF,0.0,2.0,-3.3,-0.1,0.052,"81,890"
288,Braxton Key,7.2,4.5,1.0,0.9,1.0,1.0,0.458,0.286,24.0,SF,0.0,2.0,-3.3,-0.1,0.052,"58,493"
289,Javonte Green,7.2,4.2,0.9,1.0,0.5,0.5,0.542,0.356,28.0,SF,45.0,4.0,0.1,0.8,0.139,"1,836,095"
290,Joe Ingles,7.2,2.9,3.5,0.5,0.1,1.0,0.404,0.347,34.0,SF,15.0,9.0,-0.3,0.5,0.094,"14,340,000"
291,Ty Jerome,7.1,1.6,2.3,0.6,0.1,0.8,0.378,0.29,24.0,SG,4.0,4.0,-2.3,-0.1,0.032,"2,654,124"
292,Robin Lopez,7.1,3.5,1.5,0.1,0.5,1.2,0.553,0.333,33.0,C,9.0,15.0,-3.8,-0.3,0.064,"5,500,000"
293,Théo Maledon,7.1,2.6,2.2,0.6,0.2,1.3,0.375,0.293,20.0,PG,7.0,3.0,-4.4,-0.6,0.015,"2,200,000"
294,Gary Payton II,7.1,3.5,0.9,1.4,0.3,0.6,0.616,0.358,29.0,SG,16.0,7.0,3.7,1.8,0.199,"1,836,095"
295,Larry Nance Jr.,7.0,5.4,1.8,0.9,0.4,0.8,0.522,0.329,29.0,PF,11.0,8.0,-0.1,0.5,0.104,"11,759,999"
296,Goga Bitadze,7.0,3.5,1.1,0.4,0.8,0.9,0.52,0.288,22.0,C,16.0,4.0,-0.8,0.2,0.122,"3,408,240"
297,Sekou Doumbouya,7.0,3.0,0.0,1.5,1.0,1.0,0.625,0.5,21.0,PF,0.0,4.0,18.8,0.1,0.3,"3,975,048"
298,Sekou Doumbouya,7.0,3.0,0.0,1.5,1.0,1.0,0.625,0.5,21.0,PF,0.0,4.0,18.8,0.1,0.3,"203,996"
299,Maxi Kleber,7.0,5.9,1.2,0.5,1.0,0.8,0.398,0.325,30.0,PF,21.0,6.0,-0.4,0.6,0.098,"9,625,000"
300,Olivier Sarr,7.0,4.2,0.9,0.3,0.7,1.0,0.574,0.448,22.0,C,2.0,2.0,-4.0,-0.2,0.117,"245,672"
301,Steven Adams,6.9,10.0,3.4,0.9,0.8,1.5,0.547,0.0,28.0,C,75.0,10.0,2.0,2.0,0.163,"18,780,488"
302,Killian Hayes,6.9,3.2,4.2,1.2,0.5,1.7,0.383,0.263,20.0,PG,40.0,3.0,-3.5,-0.6,0.014,"6,129,948"
303,Jarred Vanderbilt,6.9,8.4,1.3,1.3,0.6,1.0,0.587,0.143,22.0,PF,67.0,5.0,0.2,1.1,0.153,"4,455,000"
304,Serge Ibaka,6.8,4.6,0.9,0.2,0.6,0.8,0.5,0.374,32.0,C,12.0,14.0,-1.5,0.1,0.108,"10,692,990"
305,Mason Jones,6.8,2.5,1.0,0.5,0.0,0.3,0.467,0.25,23.0,SG,0.0,3.0,-0.9,0.0,0.201,"324,637"
306,Wayne Ellington,6.7,1.8,0.7,0.5,0.1,0.4,0.414,0.389,34.0,SG,9.0,14.0,-1.4,0.1,0.062,"2,905,860"
307,Stanley Johnson,6.7,3.2,1.7,0.9,0.3,0.7,0.466,0.314,25.0,PF,27.0,8.0,-2.7,-0.2,0.079,"1,373,806"
308,Stanley Johnson,6.7,3.2,1.7,0.9,0.3,0.7,0.466,0.314,25.0,PF,27.0,8.0,-2.7,-0.2,0.079,"132,091"
309,Torrey Craig,6.6,4.0,1.2,0.6,0.5,0.9,0.454,0.329,31.0,SF,16.0,6.0,-1.8,0.1,0.07,"5,365,853"
310,Zeke Nnaji,6.6,3.6,0.4,0.4,0.3,0.6,0.516,0.463,21.0,PF,1.0,3.0,-2.2,0.0,0.123,"2,748,636"
311,B.J. Johnson,6.5,3.8,0.0,0.0,0.3,0.0,0.44,0.4,26.0,SF,0.0,,-4.7,0.0,0.065,"105,523"
312,Mason Plumlee,6.5,7.7,3.1,0.8,0.7,1.4,0.641,0.0,31.0,C,73.0,10.0,0.0,0.9,0.127,"10,173,166"
313,Josh Jackson,6.4,2.8,1.1,0.5,0.4,0.9,0.4,0.254,24.0,SF,3.0,6.0,-4.5,-0.5,0.001,"5,505,885"
314,Justin Anderson,6.4,2.9,2.1,0.5,0.4,0.5,0.379,0.254,28.0,SF,6.0,8.0,-3.2,-0.1,0.054,"367,808"
315,Justin Anderson,6.4,2.9,2.1,0.5,0.4,0.5,0.379,0.254,28.0,SF,6.0,8.0,-3.2,-0.1,0.054,"122,602"
316,Avery Bradley,6.4,2.2,0.8,0.9,0.1,0.6,0.423,0.39,31.0,SG,45.0,13.0,-3.6,-0.6,0.04,"2,905,860"
317,JaMychal Green,6.4,4.2,0.9,0.6,0.4,0.9,0.486,0.266,31.0,PF,8.0,9.0,-1.8,0.0,0.118,"9,020,000"
318,Blake Griffin,6.4,4.1,1.9,0.5,0.3,0.6,0.425,0.262,32.0,C,24.0,13.0,-0.5,0.3,0.106,"32,740,538"
319,Blake Griffin,6.4,4.1,1.9,0.5,0.3,0.6,0.425,0.262,32.0,C,24.0,13.0,-0.5,0.3,0.106,"2,905,860"
320,Brandon Knight,6.4,1.6,1.6,0.2,0.0,0.8,0.4,0.235,30.0,PG,0.0,12.0,-4.6,0.0,0.091,"302,139"
321,Isaiah Livers,6.4,3.0,1.1,0.7,0.4,0.8,0.456,0.422,23.0,SF,5.0,2.0,-1.5,0.0,0.085,"1,162,986"
322,Ish Smith,6.3,2.2,3.8,0.7,0.4,1.2,0.43,0.373,33.0,PG,1.0,13.0,-2.9,-0.2,0.023,"4,950,000"
323,Aaron Holiday,6.3,1.9,2.4,0.7,0.1,1.1,0.447,0.379,25.0,PG,15.0,5.0,-1.7,0.1,0.068,"4,378,606"
324,Dewayne Dedmon,6.3,5.8,0.7,0.4,0.6,1.0,0.566,0.404,32.0,C,15.0,10.0,-1.0,0.3,0.157,"3,153,333"
325,Dewayne Dedmon,6.3,5.8,0.7,0.4,0.6,1.0,0.566,0.404,32.0,C,15.0,10.0,-1.0,0.3,0.157,"2,628,605"
326,Hassani Gravett,6.3,2.6,2.5,0.6,0.1,1.1,0.474,0.423,25.0,PG,3.0,2.0,-2.3,0.0,0.071,"116,987"
327,Derrick Walton,6.3,3.3,7.0,2.3,1.3,3.7,0.231,0.231,26.0,PG,3.0,6.0,-4.3,-0.1,-0.071,"105,523"
328,Lou Williams,6.3,1.6,1.9,0.5,0.1,0.8,0.391,0.363,35.0,PG,0.0,18.0,-3.4,-0.3,0.034,"5,500,000"
329,Chaundee Brown Jr.,6.2,3.2,0.8,0.4,0.0,0.2,0.313,0.333,23.0,SF,2.0,2.0,-6.6,-0.1,0.002,"102,363"
330,Chaundee Brown Jr.,6.2,3.2,0.8,0.4,0.0,0.2,0.313,0.333,23.0,SF,2.0,2.0,-6.6,-0.1,0.002,"64,343"
331,Thaddeus Young,6.2,4.0,2.0,1.0,0.3,1.0,0.518,0.354,33.0,PF,1.0,16.0,2.2,0.9,0.126,"15,609,000"
332,George Hill,6.2,2.9,2.2,0.8,0.1,0.8,0.429,0.306,35.0,PG,17.0,15.0,-1.6,0.1,0.087,"4,400,000"
333,George Hill,6.2,2.9,2.2,0.8,0.1,0.8,0.429,0.306,35.0,PG,17.0,15.0,-1.6,0.1,0.087,"1,403,040"
334,Dwight Howard,6.2,5.9,0.6,0.6,0.6,0.8,0.612,0.533,36.0,C,27.0,19.0,-0.2,0.4,0.174,"2,905,860"
335,Vit Krejci,6.2,3.4,1.9,0.6,0.3,1.0,0.407,0.327,21.0,SG,8.0,2.0,-5.3,-0.6,0.042,"1,017,783"
336,Jalen McDaniels,6.2,3.1,1.1,0.5,0.4,0.7,0.484,0.38,24.0,SF,2.0,4.0,-2.3,-0.1,0.093,"1,960,883"
337,Payton Pritchard,6.2,1.9,2.0,0.4,0.1,0.6,0.429,0.412,24.0,PG,2.0,3.0,1.8,1.0,0.148,"2,351,184"
338,Day'Ron Sharpe,6.2,5.0,0.5,0.3,0.5,0.9,0.577,0.286,20.0,PF,8.0,2.0,-2.8,-0.1,0.152,"2,210,076"
339,Jose Alvarado,6.1,1.9,2.8,1.3,0.1,0.7,0.446,0.291,23.0,PG,1.0,2.0,1.9,0.8,0.121,"2,117,946"
340,Nemanja Bjelica,6.1,4.1,2.2,0.6,0.4,1.2,0.468,0.362,33.0,C,0.0,8.0,1.4,1.0,0.128,"2,298,392"
341,Lamar Stevens,6.1,2.6,0.7,0.5,0.3,0.7,0.489,0.277,24.0,PF,13.0,3.0,-2.9,-0.2,0.078,"1,669,779"
342,Tristan Thompson,6.0,5.1,0.6,0.4,0.4,0.8,0.528,0.333,30.0,C,6.0,12.0,-3.1,-0.3,0.087,"9,841,272"
343,Tristan Thompson,6.0,5.1,0.6,0.4,0.4,0.8,0.528,0.333,30.0,C,6.0,12.0,-3.1,-0.3,0.087,"1,100,000"
344,Quentin Grimes,6.0,2.0,1.0,0.7,0.2,0.6,0.404,0.381,21.0,SG,6.0,2.0,-0.3,0.3,0.087,"2,385,504"
345,Tre Jones,6.0,2.2,3.4,0.6,0.1,0.7,0.49,0.196,22.0,PG,11.0,3.0,-0.5,0.4,0.121,"1,669,779"
346,Alex Len,6.0,4.1,1.2,0.3,0.6,1.1,0.534,0.286,28.0,C,10.0,10.0,-2.9,-0.1,0.07,"4,105,200"
347,Kevon Looney,6.0,7.3,2.0,0.6,0.6,0.8,0.571,0.0,25.0,C,80.0,8.0,0.9,1.3,0.187,"5,696,429"
348,Austin Rivers,6.0,1.7,1.3,0.8,0.1,0.8,0.417,0.342,29.0,SG,18.0,11.0,-3.8,-0.7,0.037,"2,641,690"
349,Danuel House Jr.,5.9,2.6,1.0,0.5,0.4,0.8,0.404,0.376,28.0,SF,7.0,7.0,-1.1,0.2,0.068,"4,283,400"
350,Danuel House Jr.,5.9,2.6,1.0,0.5,0.4,0.8,0.404,0.376,28.0,SF,7.0,7.0,-1.1,0.2,0.068,"1,091,163"
351,Danuel House Jr.,5.9,2.6,1.0,0.5,0.4,0.8,0.404,0.376,28.0,SF,7.0,7.0,-1.1,0.2,0.068,"122,602"
352,Kessler Edwards,5.9,3.6,0.6,0.6,0.5,0.9,0.412,0.353,21.0,SF,23.0,2.0,-3.8,-0.5,0.031,"509,532"
353,Danny Green,5.9,2.5,1.0,1.0,0.6,0.7,0.394,0.38,34.0,SF,28.0,14.0,-0.5,0.5,0.067,"11,000,000"
354,Kira Lewis Jr.,5.9,1.6,2.0,0.5,0.0,1.1,0.404,0.224,20.0,PG,0.0,3.0,-4.0,-0.2,-0.017,"4,204,464"
