,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
31,Pascal Siakam,21.4,7.2,4.5,1.1,0.7,2.3,0.455,0.297,26.0,PF,56.0,6.0,0.8,1.4,0.101,"36,365,448"
32,Malcolm Brogdon,21.2,5.3,5.9,0.9,0.3,2.1,0.453,0.388,28.0,PG,56.0,6.0,2.1,2.0,0.105,"24,633,000"
33,Jamal Murray,21.2,4.0,4.8,1.3,0.3,2.3,0.477,0.408,23.0,PG,48.0,6.0,2.0,1.7,0.129,"32,469,150"
34,Christian Wood,21.0,9.6,1.7,0.8,1.2,2.0,0.514,0.374,25.0,C,41.0,7.0,1.4,1.1,0.1,"15,488,890"
35,John Wall,20.6,3.2,6.9,1.1,0.8,3.5,0.404,0.317,30.0,PG,40.0,12.0,-0.7,0.4,-0.007,"49,093,354"
36,Khris Middleton,20.4,6.0,5.4,1.1,0.1,2.6,0.476,0.414,29.0,SF,68.0,10.0,1.3,1.9,0.135,"39,331,551"
37,Terry Rozier,20.4,4.4,4.2,1.3,0.4,1.9,0.45,0.389,26.0,SG,69.0,7.0,1.6,2.2,0.105,"22,491,000"
38,Domantas Sabonis,20.3,12.0,6.7,1.2,0.5,3.4,0.535,0.321,24.0,PF,62.0,6.0,3.8,3.3,0.149,"23,562,000"
39,Caris LeVert,20.2,4.6,5.2,1.4,0.6,2.2,0.441,0.326,26.0,SG,39.0,6.0,0.4,0.9,0.077,"19,282,407"
40,Victor Oladipo,19.8,4.8,4.6,1.4,0.4,2.5,0.408,0.326,28.0,SG,33.0,9.0,-1.7,0.1,0.017,"24,990,000"
41,Malik Beasley,19.6,4.4,2.4,0.8,0.2,1.6,0.44,0.399,24.0,SG,36.0,6.0,-0.2,0.6,0.053,"15,976,815"
42,Gordon Hayward,19.6,5.9,4.1,1.2,0.3,2.1,0.473,0.415,30.0,SF,44.0,12.0,1.6,1.4,0.114,"33,915,000"
43,Fred VanVleet,19.6,4.2,6.3,1.7,0.7,1.8,0.389,0.366,26.0,SG,52.0,6.0,2.5,2.2,0.108,"25,287,500"
44,Tobias Harris,19.5,6.8,3.5,0.9,0.8,1.7,0.512,0.394,28.0,PF,62.0,11.0,3.7,2.9,0.17,"40,887,031"
45,Anthony Edwards,19.3,4.7,2.9,1.1,0.5,2.2,0.417,0.329,19.0,SG,55.0,2.0,-2.1,-0.1,0.017,"11,611,353"
46,Kemba Walker,19.3,4.0,4.9,1.1,0.3,2.0,0.42,0.36,30.0,PG,43.0,11.0,2.1,1.4,0.115,"40,911,129"
47,Ja Morant,19.1,4.0,7.4,0.9,0.2,3.2,0.449,0.303,21.0,PG,63.0,3.0,-0.4,0.8,0.074,"10,908,492"
48,Michael Porter Jr.,19.0,7.3,1.1,0.7,0.9,1.3,0.542,0.445,22.0,SF,54.0,3.0,3.1,2.5,0.173,"4,225,452"
49,D'Angelo Russell,19.0,2.6,5.8,1.1,0.4,2.7,0.431,0.387,24.0,PG,26.0,7.0,1.6,1.1,0.063,"34,092,607"
50,Bam Adebayo,18.7,9.0,5.4,1.2,1.0,2.6,0.57,0.25,23.0,C,64.0,5.0,4.9,3.7,0.197,"6,087,435"
51,Norman Powell,18.6,3.1,1.9,1.2,0.3,1.7,0.477,0.411,27.0,SG,58.0,7.0,0.4,1.3,0.103,"12,930,482"
52,Andrew Wiggins,18.6,4.9,2.4,0.9,1.0,1.8,0.477,0.38,25.0,PF,71.0,8.0,-0.4,1.0,0.08,"35,154,991"
53,Jordan Clarkson,18.4,4.0,2.5,0.9,0.1,1.7,0.425,0.347,28.0,SG,1.0,8.0,1.4,1.6,0.111,"13,685,000"
54,Eric Gordon,17.8,2.1,2.6,0.5,0.5,1.9,0.433,0.329,32.0,SG,13.0,14.0,-1.0,0.2,0.048,"20,074,427"
55,Jrue Holiday,17.7,4.5,6.1,1.6,0.6,2.2,0.503,0.392,30.0,PG,56.0,13.0,3.4,2.6,0.165,"32,160,953"
56,RJ Barrett,17.6,5.8,3.0,0.7,0.3,1.9,0.441,0.401,20.0,SG,72.0,3.0,-1.2,0.5,0.078,"9,795,794"
57,John Collins,17.6,7.4,1.2,0.5,1.0,1.3,0.556,0.399,23.0,PF,63.0,5.0,2.3,2.0,0.174,"4,923,389"
58,Darius Garland,17.4,2.4,6.1,1.2,0.1,3.0,0.451,0.395,21.0,PG,50.0,3.0,-2.1,-0.1,0.033,"7,997,656"
59,Dillon Brooks,17.2,2.9,2.3,1.2,0.4,1.8,0.419,0.344,25.0,SF,67.0,5.0,-3.7,-0.9,0.033,"13,566,000"
60,Kyle Lowry,17.2,5.4,7.3,1.0,0.3,2.7,0.436,0.396,34.0,PG,46.0,16.0,1.6,1.5,0.124,"36,295,000"
61,Evan Fournier,17.1,3.0,3.4,1.1,0.5,1.7,0.457,0.413,28.0,SF,36.0,10.0,1.1,1.0,0.107,"20,408,500"
62,Jonas Valančiūnas,17.1,12.5,1.8,0.6,0.9,1.6,0.592,0.368,28.0,C,61.0,10.0,3.0,2.2,0.213,"17,850,000"
63,Bojan Bogdanović,17.0,3.9,1.9,0.6,0.1,1.8,0.439,0.39,31.0,SF,72.0,8.0,-0.4,0.9,0.113,"21,241,500"
64,Tim Hardaway Jr.,16.6,3.3,1.8,0.4,0.2,0.9,0.447,0.391,28.0,SG,31.0,9.0,0.4,1.2,0.105,"22,580,250"
65,Buddy Hield,16.6,4.7,3.6,0.9,0.4,1.8,0.406,0.391,28.0,SG,71.0,6.0,-0.6,0.9,0.044,"29,668,862"
66,Kevin Porter Jr.,16.6,3.8,6.3,0.7,0.3,3.5,0.425,0.311,20.0,SG,23.0,3.0,-3.5,-0.3,0.0,"2,044,397"
67,Bogdan Bogdanović,16.4,3.6,3.3,1.1,0.3,1.2,0.473,0.438,28.0,SG,27.0,5.0,3.6,1.8,0.142,"21,420,000"
68,Chris Paul,16.4,4.5,8.9,1.4,0.3,2.2,0.499,0.395,35.0,PG,70.0,17.0,4.6,3.6,0.201,"49,216,988"
69,Khyri Thomas,16.4,3.6,5.0,1.8,1.2,1.2,0.485,0.333,24.0,SG,2.0,4.0,2.4,0.2,0.164,"886,173"
70,Khyri Thomas,16.4,3.6,5.0,1.8,1.2,1.2,0.485,0.333,24.0,SG,2.0,4.0,2.4,0.2,0.164,"376,752"
71,Mike Conley,16.2,3.5,6.0,1.4,0.2,1.9,0.444,0.412,33.0,PG,51.0,15.0,4.9,2.6,0.197,"41,057,537"
72,Harrison Barnes,16.1,6.6,3.5,0.7,0.2,1.6,0.497,0.391,28.0,PF,58.0,10.0,0.2,1.1,0.103,"26,436,931"
73,Elijah Bryant,16.0,6.0,3.0,0.0,1.0,4.0,0.462,0.2,25.0,SG,0.0,2.0,-7.3,0.0,0.008,"29,287"
74,OG Anunoby,15.9,5.5,2.2,1.5,0.7,1.7,0.48,0.398,23.0,SF,43.0,5.0,1.2,1.2,0.104,"4,607,935"
75,LaMelo Ball,15.7,5.9,6.1,1.6,0.4,2.8,0.436,0.352,19.0,PG,31.0,2.0,1.8,1.4,0.093,"9,329,552"
76,Dejounte Murray,15.7,7.1,5.4,1.5,0.1,1.7,0.453,0.317,24.0,PG,67.0,6.0,0.8,1.5,0.074,"17,000,340"
77,Terrence Ross,15.6,3.4,2.3,1.0,0.5,1.6,0.412,0.337,29.0,SG,2.0,10.0,-2.3,-0.1,0.03,"16,065,000"
78,T.J. Warren,15.5,3.5,1.3,0.5,0.0,1.0,0.529,0.0,27.0,SF,4.0,8.0,-5.5,-0.1,0.045,"14,280,000"
79,Kelly Oubre Jr.,15.4,6.0,1.3,1.0,0.8,1.3,0.439,0.316,25.0,SF,50.0,7.0,-1.9,0.0,0.062,"17,106,250"
80,Dennis Schröder,15.4,3.5,5.8,1.1,0.2,2.7,0.437,0.335,27.0,SG,61.0,9.0,-1.1,0.4,0.093,"18,445,000"
81,Derrick White,15.4,3.0,3.5,0.7,1.0,1.3,0.411,0.346,26.0,SG,32.0,5.0,1.3,0.9,0.085,"4,184,377"
82,Gary Trent Jr.,15.3,2.6,1.4,1.0,0.2,0.7,0.408,0.385,22.0,SG,38.0,4.0,-2.3,-0.1,0.045,"1,979,994"
83,Clint Capela,15.2,14.3,0.8,0.7,2.0,1.2,0.594,,26.0,C,63.0,8.0,2.7,2.2,0.207,"21,420,000"
84,Tyler Herro,15.1,5.0,3.4,0.6,0.3,1.9,0.439,0.36,21.0,SG,15.0,3.0,-1.3,0.3,0.049,"4,548,465"
85,Coby White,15.1,4.1,4.8,0.6,0.2,2.3,0.416,0.359,20.0,PG,54.0,3.0,-2.4,-0.2,0.052,"6,631,489"
86,De'Andre Hunter,15.0,4.8,1.9,0.8,0.5,1.3,0.484,0.326,23.0,SF,19.0,3.0,1.2,0.5,0.123,"8,832,180"
87,Andre Drummond,14.9,12.0,2.0,1.4,1.1,2.7,0.493,0.0,27.0,C,46.0,10.0,-1.2,0.3,0.077,"33,269,113"
88,Andre Drummond,14.9,12.0,2.0,1.4,1.1,2.7,0.493,0.0,27.0,C,46.0,10.0,-1.2,0.3,0.077,"945,497"
89,Devonte' Graham,14.8,2.7,5.4,0.9,0.1,1.5,0.377,0.375,25.0,PG,44.0,4.0,0.7,1.1,0.099,"1,979,994"
90,Derrick Rose,14.7,2.6,4.2,1.0,0.4,1.6,0.47,0.388,32.0,PG,3.0,14.0,1.9,1.3,0.118,"9,142,681"
91,Lonzo Ball,14.6,4.8,5.7,1.5,0.6,2.2,0.414,0.378,23.0,PG,55.0,5.0,1.7,1.6,0.089,"13,094,500"
92,Kendrick Nunn,14.6,3.2,2.6,0.9,0.3,1.4,0.485,0.381,25.0,PG,44.0,3.0,-0.5,0.6,0.084,"1,979,994"
93,Deandre Ayton,14.4,10.5,1.4,0.6,1.2,1.5,0.626,0.2,22.0,C,69.0,4.0,1.2,1.7,0.191,"11,921,658"
94,Jaren Jackson Jr.,14.4,5.6,1.1,1.1,1.6,1.4,0.424,0.283,21.0,C,4.0,4.0,0.1,0.1,0.123,"8,636,258"
95,Thomas Bryant,14.3,6.1,1.5,0.4,0.8,1.1,0.648,0.429,23.0,C,10.0,5.0,0.9,0.2,0.171,"9,916,666"
96,Rudy Gobert,14.3,13.5,1.3,0.6,2.7,1.7,0.675,0.0,28.0,C,71.0,9.0,4.9,3.8,0.248,"32,755,084"
97,Ben Simmons,14.3,7.2,6.9,1.6,0.6,3.0,0.557,0.3,24.0,PG,58.0,5.0,2.9,2.3,0.153,"36,365,448"
98,Richaun Holmes,14.2,8.3,1.7,0.6,1.6,1.2,0.637,0.182,27.0,C,61.0,7.0,0.6,1.2,0.165,"5,956,366"
99,Al Horford,14.2,6.7,3.4,0.9,0.9,1.0,0.45,0.368,34.0,C,28.0,15.0,3.4,1.1,0.101,"32,725,000"
100,Marvin Bagley III,14.1,7.4,1.0,0.5,0.5,1.4,0.504,0.343,21.0,PF,42.0,4.0,-3.1,-0.3,0.059,"10,666,731"
101,Joe Harris,14.1,3.6,1.9,0.7,0.2,0.9,0.505,0.475,29.0,SF,65.0,8.0,0.4,1.3,0.117,"19,125,000"
102,Luguentz Dort,14.0,3.6,1.7,0.9,0.4,1.5,0.387,0.343,21.0,SG,52.0,3.0,-3.5,-0.6,0.011,"1,806,397"
103,Rui Hachimura,13.8,5.5,1.4,0.8,0.1,1.2,0.478,0.328,22.0,PF,57.0,3.0,-3.1,-0.5,0.056,"5,584,479"
104,Darius Bazley,13.7,7.2,1.8,0.5,0.5,2.2,0.396,0.29,20.0,PF,55.0,3.0,-4.4,-1.0,-0.026,"2,855,000"
105,Chris Boucher,13.6,6.7,1.1,0.6,1.9,0.8,0.514,0.383,28.0,C,14.0,5.0,3.3,2.0,0.201,"7,735,000"
106,Lauri Markkanen,13.6,5.3,0.9,0.5,0.3,1.0,0.48,0.402,23.0,PF,26.0,5.0,0.1,0.7,0.109,"8,010,494"
107,Doug McDermott,13.6,3.3,1.3,0.3,0.1,0.8,0.532,0.388,29.0,PF,29.0,8.0,-0.6,0.6,0.112,"8,726,666"
108,Kelly Olynyk,13.5,7.0,2.9,1.1,0.6,1.8,0.484,0.342,29.0,PF,62.0,9.0,1.2,1.6,0.121,"15,255,383"
109,Mikal Bridges,13.5,4.3,2.1,1.1,0.9,0.8,0.543,0.425,24.0,SF,72.0,4.0,3.3,3.1,0.164,"5,187,210"
110,Montrezl Harrell,13.5,6.2,1.1,0.7,0.7,1.1,0.622,0.0,27.0,C,1.0,7.0,3.0,2.0,0.221,"11,017,020"
111,Carmelo Anthony,13.4,3.1,1.5,0.7,0.6,0.9,0.421,0.409,36.0,PF,3.0,19.0,-1.1,0.4,0.073,"3,052,056"
112,Goran Dragić,13.4,3.4,4.4,0.7,0.2,2.4,0.432,0.373,34.0,PG,11.0,14.0,-2.3,-0.1,0.048,"21,420,000"
113,Josh Jackson,13.4,4.1,2.3,0.9,0.8,2.3,0.419,0.3,23.0,SG,25.0,5.0,-3.0,-0.4,0.004,"5,672,730"
114,Marcus Morris,13.4,4.1,1.0,0.6,0.3,1.0,0.473,0.473,31.0,PF,29.0,11.0,0.0,0.8,0.115,"17,711,627"
115,Danilo Gallinari,13.3,4.1,1.5,0.6,0.2,0.8,0.434,0.406,32.0,PF,4.0,14.0,1.1,1.0,0.146,"23,205,000"
116,Duncan Robinson,13.1,3.5,1.8,0.6,0.3,1.1,0.439,0.408,26.0,SF,72.0,4.0,-1.0,0.6,0.079,"1,979,994"
117,Marcus Smart,13.1,3.5,5.7,1.5,0.5,2.0,0.398,0.33,26.0,PG,45.0,8.0,-0.3,0.7,0.1,"15,406,249"
118,Tyrese Haliburton,13.0,3.0,5.3,1.3,0.5,1.6,0.472,0.409,20.0,PG,20.0,2.0,1.4,1.5,0.096,"4,559,889"
119,Shake Milton,13.0,2.3,3.1,0.6,0.3,1.6,0.45,0.35,24.0,SG,4.0,4.0,-1.6,0.1,0.091,"2,024,895"
120,Cole Anthony,12.9,4.7,4.1,0.6,0.4,2.3,0.397,0.337,20.0,PG,34.0,2.0,-3.3,-0.4,-0.001,"3,909,292"
121,Markelle Fultz,12.9,3.1,5.4,1.0,0.3,2.3,0.394,0.25,22.0,PG,8.0,5.0,-4.4,-0.1,-0.024,"14,623,549"
122,Kyle Kuzma,12.9,6.1,1.9,0.5,0.6,1.7,0.443,0.361,25.0,SF,32.0,5.0,-0.4,0.8,0.08,"4,238,991"
123,P.J. Washington,12.9,6.5,2.5,1.1,1.2,2.0,0.44,0.386,22.0,PF,61.0,3.0,-0.9,0.6,0.066,"4,788,084"
124,Jarrett Allen,12.8,10.0,1.7,0.5,1.4,1.6,0.618,0.316,22.0,C,45.0,5.0,1.1,1.4,0.166,"4,652,783"
125,Keldon Johnson,12.8,6.0,1.8,0.6,0.3,1.1,0.479,0.331,21.0,SF,67.0,3.0,-1.6,0.2,0.079,"2,437,167"
126,Will Barton,12.7,4.0,3.2,0.9,0.4,1.7,0.426,0.381,30.0,SF,52.0,10.0,-1.9,0.1,0.061,"16,330,624"
127,Miles Bridges,12.7,6.0,2.2,0.7,0.8,1.6,0.503,0.4,22.0,PF,19.0,4.0,0.2,1.1,0.105,"4,681,840"
128,Alec Burks,12.7,4.6,2.2,0.6,0.3,1.0,0.42,0.415,29.0,SG,5.0,11.0,1.5,1.1,0.126,"7,140,000"
129,Jalen Brunson,12.6,3.4,3.5,0.5,0.0,1.2,0.523,0.405,24.0,PG,12.0,4.0,0.9,1.2,0.143,"1,979,994"
130,Myles Turner,12.6,6.5,1.0,0.9,3.4,1.4,0.477,0.335,24.0,C,47.0,7.0,0.4,0.9,0.11,"21,420,000"
131,Seth Curry,12.5,2.4,2.7,0.8,0.1,1.1,0.467,0.45,30.0,SG,57.0,9.0,-0.3,0.7,0.118,"9,322,994"
132,Aaron Gordon,12.4,5.7,3.2,0.7,0.7,1.9,0.463,0.335,25.0,PF,50.0,8.0,0.1,0.7,0.066,"21,582,273"
133,Kyle Anderson,12.4,5.7,3.6,1.2,0.8,1.2,0.468,0.36,27.0,PF,69.0,8.0,3.3,2.5,0.143,"11,311,069"
134,Brook Lopez,12.3,5.0,0.7,0.6,1.5,0.9,0.503,0.338,32.0,C,70.0,14.0,0.0,0.9,0.133,"15,110,233"
135,Saddiq Bey,12.2,4.5,1.4,0.7,0.2,0.9,0.404,0.38,21.0,SF,53.0,2.0,-0.5,0.7,0.082,"3,201,004"
136,Eric Bledsoe,12.2,3.4,3.8,0.8,0.3,1.6,0.421,0.341,31.0,SG,70.0,12.0,-2.0,0.0,0.053,"20,081,250"
137,Kevin Love,12.2,7.4,2.5,0.6,0.1,1.5,0.409,0.365,32.0,PF,25.0,14.0,-0.1,0.3,0.073,"37,197,324"
138,Joe Ingles,12.1,3.6,4.7,0.7,0.2,1.7,0.489,0.451,33.0,SF,30.0,8.0,3.5,2.6,0.18,"12,332,728"
139,Josh Richardson,12.1,3.3,2.6,1.0,0.4,1.3,0.427,0.33,27.0,SG,56.0,7.0,-1.7,0.1,0.066,"12,930,482"
140,Thaddeus Young,12.1,6.2,4.3,1.1,0.6,2.0,0.559,0.267,32.0,PF,23.0,15.0,3.3,2.2,0.147,"16,118,550"
141,Jordan Poole,12.0,1.8,1.9,0.5,0.2,1.0,0.432,0.351,21.0,SG,7.0,3.0,-0.5,0.4,0.094,"2,455,303"
142,Kevin Huerter,11.9,3.3,3.5,1.2,0.3,1.1,0.432,0.363,22.0,SG,49.0,4.0,-0.3,1.0,0.08,"3,286,684"
143,Malik Monk,11.7,2.4,2.1,0.5,0.1,1.3,0.434,0.401,22.0,SG,0.0,5.0,-1.8,0.0,0.054,"6,361,367"
144,Hamidou Diallo,11.6,5.2,1.9,0.8,0.5,1.5,0.477,0.341,22.0,SF,9.0,4.0,-2.1,0.0,0.063,"1,979,994"
145,Dāvis Bertāns,11.5,2.9,0.9,0.6,0.2,0.6,0.404,0.395,28.0,PF,7.0,6.0,-0.8,0.4,0.101,"17,850,000"
146,Jusuf Nurkić,11.5,9.0,3.4,1.0,1.1,2.0,0.514,0.4,26.0,C,37.0,8.0,2.5,1.0,0.133,"15,337,777"
147,James Wiseman,11.5,5.8,0.7,0.3,0.9,1.5,0.519,0.316,19.0,C,27.0,2.0,-5.0,-0.6,0.042,"10,388,985"
148,Rudy Gay,11.4,4.8,1.4,0.7,0.6,1.0,0.42,0.381,34.0,PF,1.0,16.0,-0.1,0.6,0.059,"17,255,000"
149,Bobby Portis,11.4,7.1,1.1,0.8,0.4,0.8,0.523,0.471,25.0,C,7.0,7.0,1.5,1.2,0.167,"4,311,370"
150,Lou Williams,11.3,2.1,3.4,0.7,0.1,1.6,0.41,0.399,34.0,PG,4.0,17.0,-2.5,-0.2,0.056,"9,520,000"
151,Jae'Sean Tate,11.3,5.3,2.5,1.2,0.5,1.4,0.506,0.308,25.0,SF,58.0,2.0,-1.4,0.3,0.088,"1,720,379"
152,Wendell Carter Jr.,11.2,8.2,1.9,0.6,0.8,1.4,0.503,0.294,21.0,C,44.0,4.0,-1.3,0.2,0.118,"6,484,119"
153,Armoni Brooks,11.2,3.4,1.5,0.6,0.3,1.1,0.406,0.382,22.0,SG,5.0,2.0,-3.2,-0.2,0.03,"161,080"
154,Cam Reddish,11.2,4.0,1.3,1.3,0.3,1.3,0.365,0.262,21.0,SF,21.0,3.0,-3.2,-0.2,0.026,"5,305,020"
155,Naz Reid,11.2,4.6,1.0,0.5,1.1,1.0,0.523,0.351,21.0,C,15.0,3.0,-0.2,0.6,0.113,"1,806,397"
156,Lonnie Walker IV,11.2,2.6,1.7,0.5,0.3,1.1,0.42,0.355,22.0,SG,38.0,4.0,-3.7,-0.7,0.012,"3,445,906"
157,Serge Ibaka,11.1,6.7,1.8,0.2,1.1,1.1,0.51,0.339,31.0,C,39.0,13.0,1.4,0.8,0.15,"11,017,020"
158,Blake Griffin,11.0,4.9,3.0,0.7,0.3,1.3,0.423,0.341,31.0,PF,30.0,12.0,-0.8,0.3,0.081,"38,877,972"
159,Blake Griffin,11.0,4.9,3.0,0.7,0.3,1.3,0.423,0.341,31.0,PF,30.0,12.0,-0.8,0.3,0.081,"1,463,314"
160,Nickeil Alexander-Walker,11.0,3.1,2.2,1.0,0.5,1.5,0.419,0.347,22.0,SG,13.0,3.0,-1.3,0.2,0.035,"3,704,660"
161,Jeff Green,11.0,3.9,1.6,0.5,0.4,0.8,0.492,0.412,34.0,PF,38.0,15.0,-0.8,0.5,0.107,"3,052,056"
162,Dwayne Bacon,10.9,3.1,1.3,0.6,0.1,0.6,0.402,0.285,25.0,SG,50.0,5.0,-5.1,-1.5,0.013,"1,997,836"
163,Oshae Brissett,10.9,5.5,0.9,0.9,1.0,0.5,0.483,0.423,22.0,SF,16.0,3.0,0.6,0.3,0.165,"1,137,036"
164,Oshae Brissett,10.9,5.5,0.9,0.9,1.0,0.5,0.483,0.423,22.0,SF,16.0,3.0,0.6,0.3,0.165,"357,000"
165,Reggie Bullock,10.9,3.4,1.5,0.8,0.2,0.7,0.442,0.41,29.0,SF,64.0,9.0,-0.1,0.9,0.114,"4,998,000"
166,Cameron Oliver,10.8,5.3,1.3,0.5,1.0,0.8,0.576,0.308,24.0,SF,0.0,2.0,-2.0,0.0,0.114,"51,253"
167,Reggie Jackson,10.7,2.9,3.1,0.6,0.1,1.1,0.45,0.433,30.0,SG,43.0,11.0,0.4,0.9,0.115,"2,774,595"
168,Ty Jerome,10.7,2.8,3.6,0.6,0.2,1.4,0.446,0.423,23.0,SG,1.0,3.0,-0.7,0.3,0.079,"2,740,617"
169,Grayson Allen,10.6,3.2,2.2,0.9,0.2,1.0,0.418,0.391,25.0,SG,38.0,4.0,-0.2,0.6,0.101,"3,028,930"
170,Justin Holiday,10.5,3.6,1.7,1.0,0.6,0.8,0.413,0.382,31.0,SG,52.0,10.0,-1.0,0.6,0.069,"6,807,276"
171,Donte DiVincenzo,10.4,5.8,3.1,1.1,0.2,1.4,0.42,0.379,24.0,SG,66.0,4.0,0.2,1.0,0.095,"3,622,550"
172,Cedi Osman,10.4,3.4,2.9,0.9,0.2,1.4,0.374,0.306,25.0,SF,26.0,5.0,-3.2,-0.5,0.014,"10,520,290"
173,Mason Plumlee,10.4,9.3,3.6,0.8,0.9,1.9,0.614,0.0,30.0,C,56.0,9.0,2.2,1.6,0.164,"9,520,000"
174,Brandon Clarke,10.3,5.6,1.6,1.0,0.9,0.6,0.517,0.26,24.0,PF,16.0,3.0,1.5,1.3,0.142,"3,097,474"
175,Delon Wright,10.2,4.3,4.4,1.6,0.5,1.3,0.463,0.372,28.0,PG,39.0,7.0,2.2,1.8,0.117,"10,710,000"
176,Monte Morris,10.2,2.0,3.2,0.7,0.3,0.7,0.481,0.381,25.0,PG,13.0,5.0,-0.3,0.5,0.115,"2,051,211"
