,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
31,Chris Paul,18.6,5.4,7.9,1.7,0.2,2.2,0.46,0.38,32.0,PG,58.0,14.0,7.1,4.2,0.265,"31,064,267"
32,Nikola Jokić,18.5,10.7,6.1,1.2,0.8,2.8,0.499,0.396,22.0,C,73.0,4.0,6.9,5.5,0.211,"1,883,368"
33,Eric Gordon,18.0,2.5,2.2,0.6,0.4,1.9,0.428,0.359,29.0,SG,30.0,11.0,0.4,1.3,0.105,"16,567,065"
34,Jeremy Lin,18.0,0.0,4.0,0.0,0.0,3.0,0.417,0.5,29.0,PG,1.0,9.0,-5.4,0.0,0.087,"15,360,000"
35,Evan Fournier,17.8,3.2,2.9,0.8,0.3,1.7,0.459,0.379,25.0,SF,57.0,7.0,-0.6,0.7,0.087,"21,760,000"
36,Eric Bledsoe,17.7,3.8,5.0,2.0,0.6,2.9,0.473,0.347,28.0,PG,74.0,9.0,2.5,2.6,0.116,"18,560,000"
37,Andrew Wiggins,17.7,4.4,2.0,1.1,0.6,1.7,0.438,0.331,22.0,SF,82.0,5.0,-2.4,-0.3,0.033,"9,695,132"
38,Aaron Gordon,17.6,7.9,2.3,1.0,0.8,1.8,0.434,0.336,22.0,PF,57.0,5.0,0.3,1.1,0.072,"7,045,656"
39,Kevin Love,17.6,9.3,1.7,0.7,0.4,1.5,0.458,0.415,29.0,C,59.0,11.0,3.3,2.2,0.185,"28,982,208"
40,Tim Hardaway Jr.,17.5,3.9,2.7,1.1,0.2,1.6,0.421,0.317,25.0,SG,54.0,6.0,-0.6,0.7,0.067,"21,120,000"
41,Gary Harris,17.5,2.6,2.9,1.8,0.2,1.8,0.485,0.396,23.0,SG,65.0,5.0,0.8,1.7,0.114,"3,264,070"
42,Goran Dragić,17.3,4.1,4.8,0.8,0.2,2.2,0.45,0.37,31.0,PG,75.0,11.0,0.3,1.4,0.106,"21,760,576"
43,Marc Gasol,17.2,8.1,4.2,0.7,1.4,2.7,0.42,0.341,33.0,C,73.0,11.0,2.3,2.7,0.08,"28,982,208"
44,Mike Conley,17.1,2.3,4.1,1.0,0.3,1.5,0.381,0.312,30.0,PG,12.0,12.0,0.5,0.2,0.077,"36,519,178"
45,JJ Redick,17.1,2.5,3.0,0.5,0.1,1.5,0.46,0.42,33.0,SG,70.0,13.0,1.1,1.7,0.15,"29,440,000"
46,Zach LaVine,16.7,3.9,3.0,1.0,0.2,1.8,0.383,0.341,22.0,SG,24.0,5.0,-2.3,-0.1,0.025,"4,098,837"
47,Jamal Murray,16.7,3.7,3.4,1.0,0.3,2.1,0.451,0.378,20.0,PG,80.0,3.0,-0.3,1.1,0.103,"4,294,809"
48,Dwight Howard,16.6,12.5,1.3,0.6,1.6,2.6,0.555,0.143,32.0,C,81.0,15.0,-0.1,1.2,0.132,"30,080,000"
49,Nikola Vučević,16.5,9.2,3.4,1.0,1.1,1.9,0.475,0.314,27.0,C,57.0,8.0,2.7,2.0,0.102,"15,680,000"
50,Carmelo Anthony,16.2,5.8,1.3,0.6,0.6,1.3,0.404,0.357,33.0,PF,78.0,16.0,-1.9,0.0,0.071,"33,592,012"
51,Kawhi Leonard,16.2,4.7,2.3,2.0,1.0,1.8,0.468,0.314,26.0,SF,9.0,8.0,10.1,0.6,0.196,"24,151,840"
52,Kyle Lowry,16.2,5.6,6.9,1.1,0.2,2.3,0.427,0.399,31.0,PG,78.0,13.0,5.2,4.5,0.194,"36,996,741"
53,Brandon Ingram,16.1,5.3,3.9,0.8,0.7,2.5,0.47,0.39,20.0,SF,59.0,3.0,-1.2,0.4,0.068,"7,064,832"
54,Kyle Kuzma,16.1,6.3,1.8,0.6,0.4,1.8,0.45,0.366,22.0,PF,37.0,2.0,-0.7,0.8,0.077,"1,822,156"
55,Julius Randle,16.1,8.0,2.6,0.5,0.5,2.6,0.558,0.222,23.0,C,49.0,5.0,0.6,1.4,0.145,"5,311,029"
56,Ben Simmons,15.8,8.1,8.2,1.7,0.9,3.4,0.545,0.0,21.0,PG,81.0,2.0,4.5,4.5,0.162,"7,896,115"
57,Will Barton,15.7,5.0,4.1,1.0,0.6,1.8,0.452,0.37,27.0,SG,40.0,7.0,1.1,2.1,0.111,"4,522,666"
58,Nikola Mirotić,15.6,7.4,1.5,0.8,0.7,1.1,0.447,0.377,26.0,PF,14.0,5.0,2.2,1.6,0.128,"16,000,000"
59,D'Angelo Russell,15.5,3.9,5.2,0.8,0.4,3.1,0.414,0.324,21.0,PG,35.0,4.0,-1.2,0.3,0.014,"7,119,820"
60,Danilo Gallinari,15.3,4.8,2.0,0.6,0.5,1.2,0.398,0.324,29.0,SF,21.0,11.0,-0.5,0.3,0.088,"26,316,286"
61,Isaiah Thomas,15.2,2.1,4.8,0.5,0.1,3.0,0.373,0.293,28.0,PG,15.0,8.0,-4.9,-0.6,0.009,"8,014,584"
62,Lauri Markkanen,15.2,7.5,1.2,0.6,0.6,1.2,0.434,0.362,20.0,PF,68.0,2.0,-0.2,0.9,0.079,"4,891,699"
63,Dennis Smith Jr.,15.2,3.8,5.2,1.0,0.3,2.8,0.395,0.313,20.0,PG,69.0,2.0,-2.4,-0.2,-0.017,"4,119,398"
64,Austin Rivers,15.1,2.4,4.0,1.2,0.3,1.8,0.424,0.378,25.0,SG,59.0,7.0,-1.2,0.4,0.056,"15,136,000"
65,Andre Drummond,15.0,16.0,3.0,1.5,1.6,2.6,0.529,0.0,24.0,C,78.0,7.0,3.2,3.4,0.188,"30,432,647"
66,Rodney Hood,14.7,2.8,1.6,0.8,0.2,1.2,0.429,0.381,25.0,SG,23.0,5.0,-0.1,0.8,0.081,"3,055,185"
67,Otto Porter Jr.,14.7,6.4,2.0,1.5,0.5,1.0,0.503,0.441,24.0,SF,77.0,6.0,3.5,3.4,0.161,"31,709,760"
68,Reggie Jackson,14.6,2.8,5.3,0.6,0.1,2.2,0.426,0.308,27.0,PG,45.0,8.0,-0.4,0.5,0.078,"20,480,000"
69,Paul Millsap,14.6,6.4,2.8,1.0,1.2,1.9,0.464,0.345,32.0,PF,37.0,13.0,0.4,0.7,0.107,"39,384,615"
70,Dario Šarić,14.6,6.7,2.6,0.7,0.3,1.9,0.453,0.393,23.0,PF,73.0,3.0,1.3,1.9,0.137,"3,100,876"
71,Jaylen Brown,14.5,4.9,1.6,1.0,0.4,1.8,0.465,0.395,21.0,SG,70.0,3.0,-0.5,0.8,0.1,"6,344,294"
72,Zach Randolph,14.5,6.7,2.2,0.7,0.2,2.0,0.473,0.347,36.0,PF,58.0,18.0,-1.0,0.4,0.048,"15,753,845"
73,Avery Bradley,14.3,2.5,2.0,1.1,0.2,2.2,0.414,0.369,27.0,SG,46.0,9.0,-4.0,-0.7,-0.007,"11,275,505"
74,Bojan Bogdanović,14.3,3.4,1.5,0.7,0.1,1.3,0.474,0.402,28.0,SF,80.0,5.0,-0.7,0.8,0.105,"13,440,000"
75,Jusuf Nurkić,14.3,9.0,1.8,0.8,1.4,2.3,0.505,0.0,23.0,C,79.0,5.0,0.0,1.1,0.108,"3,772,549"
76,Dion Waiters,14.3,2.6,3.8,0.8,0.3,2.3,0.398,0.306,26.0,SG,30.0,7.0,-3.5,-0.4,0.004,"15,488,000"
77,Jeff Teague,14.2,3.0,7.0,1.5,0.3,2.5,0.446,0.368,29.0,PG,70.0,10.0,0.4,1.4,0.101,"24,320,000"
78,Taurean Prince,14.1,4.7,2.6,1.0,0.5,2.3,0.426,0.385,23.0,SF,82.0,3.0,-1.1,0.6,0.038,"3,100,876"
79,Hassan Whiteside,14.0,11.4,1.0,0.7,1.7,1.7,0.54,1.0,28.0,C,54.0,9.0,2.6,1.6,0.187,"30,432,647"
80,Jordan Clarkson,13.9,2.7,2.7,0.7,0.1,1.6,0.451,0.352,25.0,SG,2.0,5.0,0.1,1.0,0.077,"14,800,000"
81,Steven Adams,13.9,9.0,1.2,1.2,1.0,1.7,0.629,0.0,24.0,C,76.0,6.0,1.1,2.0,0.187,"28,764,046"
82,Clint Capela,13.9,10.8,0.9,0.8,1.9,1.4,0.652,0.0,23.0,C,74.0,5.0,3.4,2.8,0.242,"2,988,195"
83,Rondae Hollis-Jefferson,13.9,6.8,2.5,1.0,0.7,1.8,0.472,0.241,23.0,SF,59.0,4.0,0.1,1.0,0.103,"1,863,321"
84,Jonathon Simmons,13.9,3.5,2.5,0.8,0.2,2.1,0.465,0.338,28.0,SG,50.0,4.0,-3.1,-0.5,0.045,"8,064,000"
85,Jayson Tatum,13.9,5.0,1.6,1.0,0.7,1.4,0.475,0.434,19.0,SF,80.0,2.0,1.2,2.0,0.139,"7,226,112"
86,Marcus Morris,13.6,5.4,1.3,0.6,0.2,1.2,0.429,0.368,28.0,PF,21.0,8.0,-0.1,0.7,0.108,"6,400,000"
87,DeMarre Carroll,13.5,6.6,2.0,0.8,0.4,1.4,0.414,0.371,31.0,PF,73.0,10.0,0.2,1.2,0.091,"18,944,000"
88,Rudy Gobert,13.5,10.7,1.4,0.8,2.3,1.9,0.622,,25.0,C,56.0,6.0,3.4,2.5,0.214,"27,167,640"
89,Buddy Hield,13.5,3.8,1.9,1.1,0.3,1.6,0.446,0.431,25.0,SG,13.0,3.0,1.0,1.5,0.067,"4,704,614"
90,Kris Dunn,13.4,4.3,6.0,2.0,0.5,2.9,0.429,0.321,23.0,PG,43.0,3.0,-1.3,0.3,0.027,"5,179,852"
91,Michael Beasley,13.2,5.6,1.7,0.5,0.6,1.9,0.507,0.395,29.0,PF,30.0,11.0,-0.2,0.7,0.069,"2,709,702"
92,Allen Crabbe,13.2,4.3,1.6,0.6,0.5,1.0,0.407,0.378,25.0,SG,68.0,6.0,-0.7,0.7,0.07,"23,680,000"
93,Bobby Portis,13.2,6.8,1.7,0.7,0.3,1.4,0.471,0.359,22.0,PF,4.0,4.0,0.8,1.2,0.101,"1,940,889"
94,Josh Jackson,13.1,4.6,1.5,1.0,0.5,1.9,0.417,0.263,20.0,SF,35.0,2.0,-4.2,-1.1,-0.018,"6,515,251"
95,Ricky Rubio,13.1,4.6,5.3,1.6,0.1,2.7,0.418,0.352,27.0,PG,77.0,8.0,0.7,1.6,0.112,"18,048,000"
96,Malcolm Brogdon,13.0,3.3,3.2,0.9,0.3,1.4,0.485,0.385,25.0,PG,20.0,3.0,-1.2,0.3,0.091,"1,680,142"
97,Brook Lopez,13.0,4.0,1.7,0.4,1.3,1.3,0.465,0.345,29.0,C,72.0,11.0,0.9,1.3,0.105,"28,982,208"
98,Kent Bazemore,12.9,3.8,3.5,1.5,0.7,2.4,0.42,0.394,28.0,SG,65.0,7.0,0.6,1.2,0.059,"21,644,943"
99,Al Horford,12.9,7.4,4.7,0.6,1.1,1.8,0.489,0.429,31.0,C,72.0,12.0,4.4,3.7,0.165,"35,500,038"
100,Jeremy Lamb,12.9,4.1,2.3,0.8,0.4,1.2,0.457,0.37,25.0,SG,18.0,7.0,1.6,1.8,0.12,"8,960,000"
101,Josh Richardson,12.9,3.5,2.9,1.5,0.9,1.7,0.451,0.378,24.0,SF,81.0,4.0,0.7,1.8,0.096,"1,883,368"
102,Trey Burke,12.8,2.0,4.7,0.7,0.1,1.2,0.503,0.362,25.0,PG,9.0,6.0,2.5,0.9,0.145,"1,003,724"
103,Willie Cauley-Stein,12.8,7.0,2.4,1.1,0.9,1.5,0.502,0.25,24.0,C,57.0,4.0,-0.1,1.0,0.092,"4,741,324"
104,Elfrid Payton,12.7,4.3,6.2,1.3,0.3,2.7,0.493,0.326,23.0,PG,63.0,5.0,-0.2,0.8,0.075,"4,265,395"
105,Wesley Matthews,12.7,3.1,2.7,1.2,0.3,1.3,0.406,0.381,31.0,SF,63.0,10.0,-0.9,0.6,0.059,"22,891,744"
106,Myles Turner,12.7,6.4,1.3,0.6,1.8,1.5,0.479,0.357,21.0,C,62.0,4.0,-0.2,0.8,0.122,"3,178,291"
107,Jonas Valančiūnas,12.7,8.6,1.1,0.4,0.9,1.5,0.568,0.405,25.0,C,77.0,7.0,2.4,1.9,0.21,"19,789,664"
108,Robert Covington,12.6,5.4,2.0,1.7,0.9,1.6,0.413,0.369,27.0,SF,80.0,6.0,1.5,2.3,0.116,"21,373,571"
109,Serge Ibaka,12.6,6.3,0.8,0.4,1.3,1.2,0.483,0.36,28.0,PF,76.0,10.0,-0.1,1.0,0.117,"25,679,013"
110,Jabari Parker,12.6,4.9,1.9,0.8,0.3,1.5,0.482,0.383,22.0,PF,3.0,5.0,-0.8,0.2,0.08,"8,681,461"
111,E'Twaun Moore,12.5,2.9,2.3,1.0,0.1,1.2,0.508,0.425,28.0,SG,80.0,8.0,-1.6,0.3,0.081,"10,809,630"
112,Darren Collison,12.4,2.6,5.3,1.3,0.2,1.2,0.495,0.468,30.0,PG,64.0,10.0,2.7,2.4,0.181,"12,800,000"
113,Derrick Favors,12.3,7.2,1.3,0.7,1.1,1.1,0.563,0.222,26.0,C,77.0,9.0,1.5,1.9,0.179,"15,360,000"
114,Patrick Beverley,12.2,4.1,2.9,1.7,0.5,2.3,0.403,0.4,29.0,SG,11.0,7.0,0.5,0.2,0.056,"7,057,297"
115,Taj Gibson,12.2,7.1,1.2,0.8,0.7,1.1,0.577,0.2,32.0,PF,82.0,10.0,-0.5,1.0,0.126,"17,920,000"
116,Justin Holiday,12.2,4.0,2.1,1.1,0.4,1.3,0.371,0.359,28.0,SG,72.0,7.0,-1.9,0.0,0.036,"5,760,000"
117,Marco Belinelli,12.1,1.9,1.9,0.8,0.2,1.2,0.441,0.377,31.0,SG,2.0,12.0,-0.5,0.8,0.092,"8,071,756"
118,Marco Belinelli,12.1,1.9,1.9,0.8,0.2,1.2,0.441,0.377,31.0,SG,2.0,12.0,-0.5,0.8,0.092,"993,557"
119,Gerald Green,12.1,3.2,0.6,0.6,0.4,0.8,0.407,0.369,32.0,SG,2.0,14.0,0.3,0.5,0.107,"1,768,195"
120,Caris LeVert,12.1,3.7,4.2,1.2,0.3,2.2,0.435,0.347,23.0,SF,10.0,3.0,-0.8,0.6,0.058,"2,089,574"
121,Andre Ingram,12.0,3.0,3.5,1.5,1.5,1.5,0.471,0.556,32.0,SG,0.0,2.0,4.3,0.1,0.157,"58,981"
122,DeAndre Jordan,12.0,15.2,1.5,0.5,0.9,1.8,0.645,,29.0,C,77.0,11.0,1.4,2.1,0.186,"28,982,208"
123,Courtney Lee,12.0,2.9,2.4,1.1,0.2,1.1,0.454,0.406,32.0,SG,69.0,11.0,-0.3,1.0,0.082,"15,037,299"
124,Dirk Nowitzki,12.0,5.7,1.6,0.6,0.6,0.7,0.456,0.409,39.0,C,77.0,21.0,2.3,2.1,0.121,"6,400,000"
125,Bogdan Bogdanović,11.8,2.9,3.3,0.9,0.2,1.6,0.446,0.392,25.0,SG,52.0,2.0,-1.5,0.3,0.064,"12,122,385"
126,Robin Lopez,11.8,4.5,1.9,0.2,0.8,1.7,0.53,0.286,29.0,C,64.0,11.0,-2.2,-0.1,0.055,"17,649,280"
127,Kelly Oubre Jr.,11.8,4.5,1.2,1.0,0.4,1.1,0.403,0.341,22.0,SF,11.0,4.0,-1.7,0.2,0.08,"2,679,091"
128,Thaddeus Young,11.8,6.3,1.9,1.7,0.4,1.3,0.487,0.32,29.0,PF,81.0,12.0,0.2,1.4,0.101,"16,539,325"
129,Trevor Ariza,11.7,4.4,1.6,1.5,0.2,0.8,0.412,0.368,32.0,SF,67.0,15.0,0.7,1.5,0.113,"9,472,000"
130,Tyler Johnson,11.7,3.4,2.3,0.8,0.5,1.1,0.435,0.367,25.0,PG,39.0,5.0,-0.3,0.9,0.097,"7,451,212"
131,Nicolas Batum,11.6,4.8,5.5,1.0,0.4,2.0,0.415,0.336,29.0,SG,64.0,11.0,0.4,1.2,0.084,"28,716,522"
132,De'Aaron Fox,11.6,2.8,4.4,1.0,0.3,2.4,0.412,0.307,20.0,PG,61.0,2.0,-4.2,-1.1,-0.014,"5,899,776"
133,Domantas Sabonis,11.6,7.7,2.0,0.5,0.4,1.9,0.514,0.351,21.0,C,19.0,3.0,-1.1,0.4,0.126,"3,264,000"
134,Rudy Gay,11.5,5.1,1.3,0.8,0.7,1.4,0.471,0.314,31.0,PF,6.0,13.0,0.8,0.9,0.122,"10,759,680"
135,Joe Ingles,11.5,4.2,4.8,1.1,0.2,1.9,0.467,0.44,30.0,SF,81.0,5.0,2.3,2.8,0.141,"17,454,545"
136,Markieff Morris,11.5,5.6,1.9,0.8,0.5,1.7,0.48,0.367,28.0,PF,73.0,8.0,-1.3,0.4,0.08,"10,240,000"
137,Kelly Olynyk,11.5,5.7,2.7,0.8,0.5,1.9,0.497,0.379,26.0,PF,22.0,6.0,2.3,1.9,0.148,"15,369,176"
138,Dwyane Wade,11.4,3.8,3.4,0.9,0.7,2.1,0.438,0.288,36.0,SG,3.0,16.0,-1.0,0.4,0.036,"19,904,000"
139,Dwyane Wade,11.4,3.8,3.4,0.9,0.7,2.1,0.438,0.288,36.0,SG,3.0,16.0,-1.0,0.4,0.036,"2,980,674"
140,Reggie Bullock,11.3,2.5,1.5,0.8,0.2,0.8,0.489,0.445,26.0,SF,52.0,6.0,0.7,1.2,0.117,"3,200,000"
141,Terry Rozier,11.3,4.7,2.9,1.0,0.2,1.0,0.395,0.381,23.0,PG,16.0,4.0,2.1,2.1,0.13,"2,545,305"
142,Wayne Ellington,11.2,2.8,1.0,0.7,0.1,0.7,0.407,0.392,30.0,SG,2.0,10.0,0.4,1.2,0.105,"8,025,600"
143,Frank Kaminsky,11.1,3.6,1.6,0.5,0.2,0.8,0.429,0.38,24.0,PF,4.0,4.0,-0.2,0.8,0.094,"3,644,928"
144,Dillon Brooks,11.0,3.1,1.6,0.9,0.2,1.5,0.44,0.356,22.0,SF,74.0,2.0,-4.0,-1.2,0.025,"1,043,987"
145,Draymond Green,11.0,7.6,7.3,1.4,1.3,2.9,0.454,0.301,27.0,PF,70.0,7.0,2.8,2.8,0.127,"20,992,000"
146,Montrezl Harrell,11.0,4.0,1.0,0.5,0.7,0.9,0.635,0.143,24.0,C,3.0,4.0,3.3,1.7,0.205,"1,883,368"
147,Ersan İlyasova,10.9,5.9,1.3,0.9,0.4,1.0,0.452,0.36,30.0,PF,43.0,13.0,-0.6,0.6,0.112,"7,680,000"
148,Ersan İlyasova,10.9,5.9,1.3,0.9,0.4,1.0,0.452,0.36,30.0,PF,43.0,13.0,-0.6,0.6,0.112,"658,288"
149,Ish Smith,10.9,2.7,4.4,0.8,0.2,1.3,0.486,0.347,29.0,PG,35.0,9.0,0.0,1.0,0.102,"6,824,613"
150,Ish Smith,10.9,2.7,4.4,0.8,0.2,1.3,0.486,0.347,29.0,PG,35.0,9.0,0.0,1.0,0.102,"234,338"
151,Jeff Green,10.8,3.2,1.3,0.5,0.4,1.0,0.477,0.312,31.0,PF,14.0,12.0,-1.8,0.1,0.103,"2,709,702"
152,Joe Harris,10.8,3.3,1.6,0.4,0.3,1.2,0.491,0.419,26.0,SG,14.0,5.0,0.1,1.0,0.097,"1,951,110"
153,James Johnson,10.8,4.9,3.8,1.0,0.7,1.9,0.503,0.308,30.0,PF,41.0,10.0,1.6,1.7,0.123,"17,579,520"
154,Damion Lee,10.7,4.7,1.9,1.3,0.1,0.9,0.408,0.25,25.0,SG,11.0,2.0,-1.9,0.0,0.046,"176,945"
155,John Collins,10.5,7.3,1.3,0.6,1.1,1.4,0.576,0.34,20.0,PF,26.0,2.0,-0.2,0.8,0.145,"2,479,257"
156,Greg Monroe,10.3,6.9,2.2,0.9,0.5,1.8,0.565,,27.0,C,14.0,9.0,2.2,1.1,0.155,"20,971,744"
157,Greg Monroe,10.3,6.9,2.2,0.9,0.5,1.8,0.565,,27.0,C,14.0,9.0,2.2,1.1,0.155,"6,400,000"
158,Jamal Crawford,10.3,1.2,2.3,0.5,0.1,1.2,0.415,0.331,37.0,SG,0.0,19.0,-2.3,-0.1,0.037,"14,006,735"
159,Jamal Crawford,10.3,1.2,2.3,0.5,0.1,1.2,0.415,0.331,37.0,SG,0.0,19.0,-2.3,-0.1,0.037,"5,539,840"
160,JaMychal Green,10.3,8.4,1.4,0.6,0.5,1.4,0.457,0.339,27.0,PF,54.0,5.0,-2.3,-0.1,0.079,"10,922,666"
161,D.J. Augustin,10.2,2.1,3.8,0.7,0.0,1.6,0.452,0.419,30.0,PG,36.0,11.0,-0.2,0.8,0.11,"9,280,000"
162,Lonzo Ball,10.2,6.9,7.2,1.7,0.8,2.6,0.36,0.305,20.0,PG,50.0,2.0,1.0,1.3,0.053,"8,046,796"
163,Yogi Ferrell,10.2,3.0,2.5,0.8,0.1,1.0,0.426,0.373,24.0,SG,21.0,3.0,-1.4,0.4,0.064,"1,680,142"
164,Marcus Smart,10.2,3.5,4.8,1.3,0.4,2.4,0.367,0.301,23.0,SG,11.0,5.0,-1.2,0.3,0.056,"5,808,664"
165,Denzel Valentine,10.2,5.1,3.2,0.8,0.1,1.3,0.417,0.386,24.0,SG,37.0,3.0,-1.0,0.5,0.057,"2,798,592"
166,Pau Gasol,10.1,8.0,3.1,0.3,1.0,1.4,0.458,0.358,37.0,C,63.0,18.0,3.4,2.5,0.159,"20,480,000"
167,George Hill,10.0,2.7,2.8,0.9,0.4,1.3,0.46,0.415,31.0,PG,60.0,11.0,-0.8,0.6,0.085,"25,600,000"
168,Wilson Chandler,10.0,5.4,2.1,0.6,0.5,1.2,0.445,0.358,30.0,SF,71.0,12.0,-2.1,-0.1,0.067,"15,381,573"
169,Dewayne Dedmon,10.0,7.9,1.5,0.6,0.8,1.4,0.524,0.355,28.0,C,46.0,6.0,0.1,0.8,0.114,"8,832,000"
170,C.J. Miles,10.0,2.2,0.8,0.5,0.3,0.6,0.379,0.361,30.0,SF,3.0,,0.3,0.8,0.103,"10,158,731"
171,Trey Lyles,9.9,4.8,1.2,0.4,0.5,0.8,0.491,0.381,22.0,PF,2.0,4.0,1.3,1.1,0.134,"3,124,992"
172,Jae Crowder,9.7,3.4,1.2,0.8,0.3,0.9,0.404,0.323,27.0,SF,47.0,7.0,-2.5,-0.3,0.06,"8,699,029"
173,Tyrone Wallace,9.7,3.5,2.4,0.9,0.4,1.5,0.445,0.25,23.0,PG,19.0,2.0,-3.5,-0.3,0.042,"98,880"
174,Mario Hezonja,9.6,3.7,1.4,1.1,0.4,1.1,0.442,0.337,22.0,SF,30.0,4.0,-0.5,0.6,0.066,"5,220,249"
175,Quinn Cook,9.5,2.5,2.7,0.4,0.0,1.0,0.484,0.442,24.0,PG,18.0,3.0,-1.6,0.1,0.101,"128,000"
176,Quinn Cook,9.5,2.5,2.7,0.4,0.0,1.0,0.484,0.442,24.0,PG,18.0,3.0,-1.6,0.1,0.101,"114,984"
177,Andrew Harrison,9.5,2.3,3.2,0.7,0.5,1.4,0.422,0.331,23.0,PG,46.0,3.0,-1.5,0.2,0.062,"1,680,142"
