,Player,PTS,TRB,AST,STL,BLK,TOV,FG%,3P%,Age,Pos,GS,YOE,BPM,VORP,WS/48,Salary
21,Brandon Ingram,24.7,5.5,5.8,0.7,0.4,3.3,0.484,0.39,25.0,SF,45.0,9.0,1.7,1.5,0.108,"33,549,636"
22,Anthony Edwards,24.6,5.8,4.4,1.6,0.7,3.3,0.459,0.369,21.0,SG,79.0,5.0,1.0,2.1,0.064,"11,377,404"
23,DeMar DeRozan,24.5,4.6,5.1,1.1,0.5,2.1,0.504,0.324,33.0,SF,74.0,16.0,2.0,2.6,0.153,"28,938,000"
24,Nikola Jokić,24.5,11.8,9.8,1.3,0.7,3.6,0.632,0.383,27.0,C,69.0,10.0,13.0,8.8,0.308,"35,030,671"
25,Pascal Siakam,24.2,7.8,5.8,0.9,0.5,2.4,0.48,0.324,28.0,PF,71.0,9.0,3.1,3.4,0.141,"37,575,592"
26,Jalen Brunson,24.0,3.5,6.2,0.9,0.2,2.1,0.491,0.416,26.0,PG,68.0,7.0,3.9,3.5,0.175,"29,397,331"
27,Paul George,23.8,6.1,5.1,1.5,0.4,3.1,0.457,0.371,32.0,SF,56.0,15.0,2.8,2.3,0.114,"45,042,041"
28,Kawhi Leonard,23.8,6.5,3.9,1.4,0.5,1.7,0.512,0.416,31.0,SF,50.0,14.0,6.1,3.5,0.194,"45,042,041"
29,LaMelo Ball,23.3,6.4,8.4,1.3,0.3,3.6,0.411,0.376,21.0,PG,36.0,5.0,2.4,1.4,0.068,"9,141,355"
30,Bradley Beal,23.2,3.9,5.4,0.9,0.7,2.9,0.506,0.365,29.0,SG,50.0,13.0,1.8,1.6,0.099,"45,876,005"
31,Jimmy Butler,22.9,5.9,5.3,1.8,0.3,1.6,0.539,0.35,33.0,PF,64.0,14.0,8.7,5.8,0.277,"39,912,498"
32,Jalen Green,22.1,3.7,3.7,0.8,0.2,2.6,0.416,0.338,20.0,SG,76.0,4.0,-2.1,0.0,0.034,"10,008,350"
33,Keldon Johnson,22.0,5.0,2.9,0.7,0.2,2.1,0.452,0.329,23.0,SF,63.0,6.0,-1.8,0.1,0.03,"4,105,405"
34,Klay Thompson,21.9,4.1,2.4,0.7,0.4,1.8,0.436,0.412,32.0,SF,69.0,14.0,-0.3,1.0,0.066,"43,036,084"
35,Bojan Bogdanović,21.6,3.8,2.6,0.6,0.1,2.3,0.488,0.411,33.0,PF,59.0,11.0,0.8,1.4,0.09,"20,723,000"
36,Darius Garland,21.6,2.7,7.8,1.2,0.1,2.9,0.462,0.41,23.0,PG,69.0,6.0,2.4,2.7,0.148,"9,456,041"
37,Desmond Bane,21.5,5.0,4.4,1.0,0.4,2.2,0.479,0.408,24.0,SG,58.0,5.0,3.5,2.5,0.151,"2,258,054"
38,Kyle Kuzma,21.2,7.2,3.7,0.6,0.5,3.0,0.448,0.333,27.0,PF,64.0,8.0,-1.7,0.2,0.019,"13,780,000"
39,Terry Rozier,21.1,4.1,5.1,1.2,0.3,2.1,0.415,0.327,28.0,SG,63.0,10.0,-0.6,0.8,0.037,"22,775,494"
40,Anfernee Simons,21.1,2.6,4.1,0.7,0.2,2.1,0.447,0.377,23.0,SG,62.0,7.0,-1.1,0.5,0.054,"23,660,714"
41,James Harden,21.0,6.1,10.7,1.2,0.5,3.4,0.441,0.385,33.0,PG,58.0,16.0,5.4,4.0,0.188,"34,980,000"
42,CJ McCollum,20.9,4.4,5.7,0.9,0.5,2.4,0.437,0.389,31.0,PG,75.0,12.0,0.8,1.9,0.078,"35,333,332"
43,Jordan Clarkson,20.8,4.0,4.4,0.5,0.2,3.0,0.444,0.338,30.0,SG,61.0,11.0,-1.4,0.3,0.042,"14,140,400"
44,Tyrese Haliburton,20.7,3.7,10.4,1.6,0.4,2.5,0.49,0.4,22.0,PG,56.0,5.0,7.2,4.4,0.195,"4,468,027"
45,Jerami Grant,20.5,4.5,2.4,0.8,0.8,1.8,0.475,0.401,28.0,PF,63.0,11.0,-0.2,1.0,0.087,"22,212,300"
46,Dejounte Murray,20.5,5.3,6.1,1.5,0.3,2.2,0.464,0.344,26.0,SG,74.0,9.0,1.0,2.1,0.084,"18,095,387"
47,Bam Adebayo,20.4,9.2,3.2,1.2,0.8,2.5,0.54,0.083,25.0,C,75.0,8.0,1.5,2.3,0.137,"32,172,886"
48,Jordan Poole,20.4,2.7,4.5,0.8,0.3,3.1,0.43,0.336,23.0,PG,43.0,6.0,-1.9,0.1,0.063,"4,135,482"
49,Tyrese Maxey,20.3,2.9,3.5,0.8,0.1,1.3,0.481,0.434,22.0,SG,41.0,5.0,0.6,1.3,0.128,"2,890,492"
50,Kelly Oubre Jr.,20.3,5.2,1.1,1.4,0.4,1.3,0.431,0.319,27.0,SF,40.0,10.0,-1.1,0.3,0.051,"13,356,000"
51,Mikal Bridges,20.1,4.4,3.3,1.1,0.7,1.5,0.468,0.382,26.0,SG,83.0,7.0,1.7,2.8,0.121,"21,306,000"
52,Tyler Herro,20.1,5.4,4.2,0.8,0.2,2.4,0.439,0.378,23.0,SG,67.0,6.0,0.6,1.6,0.072,"6,065,442"
53,Paolo Banchero,20.0,6.9,3.7,0.8,0.5,2.8,0.427,0.298,20.0,PF,72.0,3.0,-1.5,0.3,0.047,"11,718,427"
54,Louis King,20.0,4.0,2.0,1.0,0.0,2.0,0.615,0.5,23.0,PF,0.0,6.0,2.3,0.0,0.157,"325,514"
55,Jamal Murray,20.0,4.0,6.2,1.0,0.2,2.2,0.454,0.398,25.0,PG,65.0,9.0,1.3,1.8,0.116,"33,549,636"
56,Cade Cunningham,19.9,6.2,6.0,0.8,0.6,3.3,0.415,0.279,21.0,PG,12.0,4.0,-0.7,0.1,-0.018,"11,185,968"
57,RJ Barrett,19.6,5.0,2.8,0.4,0.2,2.2,0.434,0.31,22.0,SG,73.0,6.0,-3.1,-0.7,0.043,"11,554,672"
58,Jrue Holiday,19.3,5.1,7.4,1.2,0.4,2.9,0.479,0.384,32.0,PG,65.0,16.0,3.1,2.8,0.148,"36,378,691"
59,Fred VanVleet,19.3,4.1,7.2,1.8,0.6,2.0,0.393,0.342,28.0,PG,69.0,9.0,2.5,2.9,0.123,"22,525,000"
60,Kevin Porter Jr.,19.2,5.3,5.7,1.4,0.3,3.2,0.442,0.366,22.0,PG,59.0,6.0,0.6,1.3,0.068,"3,410,688"
61,Domantas Sabonis,19.1,12.3,7.3,0.8,0.5,2.9,0.615,0.373,26.0,C,79.0,9.0,5.8,5.4,0.221,"22,366,000"
62,Jaren Jackson Jr.,18.6,6.8,1.0,1.0,3.0,1.7,0.506,0.355,23.0,C,63.0,7.0,2.8,2.2,0.177,"30,683,401"
63,Franz Wagner,18.6,4.1,3.5,1.0,0.2,2.1,0.485,0.361,21.0,SF,80.0,4.0,-0.1,1.3,0.099,"5,573,776"
64,Devin Vassell,18.5,3.9,3.6,1.1,0.4,1.5,0.439,0.387,22.0,SG,32.0,5.0,0.4,0.7,0.051,"4,703,220"
65,Deandre Ayton,18.0,10.0,1.7,0.6,0.8,1.8,0.589,0.292,24.0,C,67.0,7.0,0.9,1.5,0.147,"32,768,575"
66,Myles Turner,18.0,7.5,1.4,0.6,2.3,1.7,0.548,0.373,26.0,C,62.0,10.0,2.1,1.9,0.142,"37,202,290"
67,D'Angelo Russell,17.8,3.0,6.2,1.0,0.4,2.6,0.469,0.396,26.0,PG,71.0,10.0,1.5,2.0,0.106,"33,260,415"
68,Nikola Vučević,17.6,11.0,3.2,0.7,0.7,1.7,0.52,0.349,32.0,C,82.0,14.0,2.7,3.2,0.145,"23,320,000"
69,Michael Porter Jr.,17.4,5.5,1.0,0.6,0.5,1.1,0.487,0.414,24.0,SF,62.0,6.0,0.2,1.0,0.116,"32,768,575"
70,Gary Trent Jr.,17.4,2.6,1.6,1.6,0.2,0.8,0.433,0.369,24.0,SG,44.0,7.0,0.2,1.2,0.102,"18,316,800"
71,Andrew Wiggins,17.1,5.0,2.3,1.2,0.8,1.3,0.473,0.396,27.0,SF,37.0,11.0,-0.5,0.5,0.091,"35,633,776"
72,Norman Powell,17.0,2.9,1.8,0.8,0.3,1.7,0.479,0.397,29.0,SG,8.0,10.0,0.3,0.9,0.107,"17,764,138"
73,OG Anunoby,16.8,5.0,2.0,1.9,0.7,2.0,0.476,0.387,25.0,SF,67.0,8.0,0.4,1.5,0.094,"18,398,571"
74,Buddy Hield,16.8,5.0,2.8,1.2,0.3,1.7,0.458,0.425,30.0,SF,73.0,9.0,1.9,2.4,0.085,"22,448,415"
75,Josh Giddey,16.6,7.9,6.2,0.8,0.4,2.8,0.482,0.325,20.0,PF,76.0,4.0,1.2,1.9,0.081,"6,664,644"
76,Christian Wood,16.6,7.3,1.8,0.4,1.1,1.8,0.515,0.376,27.0,C,17.0,10.0,1.7,1.6,0.132,"15,176,506"
77,Aaron Gordon,16.3,6.6,3.0,0.8,0.8,1.4,0.564,0.347,27.0,PF,68.0,11.0,2.1,2.1,0.158,"21,932,363"
78,Jaden Ivey,16.3,3.9,5.2,0.8,0.2,3.2,0.416,0.343,20.0,SG,73.0,3.0,-3.3,-0.7,-0.001,"7,687,332"
79,Evan Mobley,16.2,9.0,2.8,0.8,1.5,1.8,0.554,0.216,21.0,PF,79.0,4.0,1.7,2.5,0.151,"8,987,443"
80,RaiQuan Gray,16.0,9.0,7.0,0.0,1.0,4.0,0.5,0.4,23.0,PF,0.0,3.0,-2.0,0.0,0.106,"6,199"
81,Brook Lopez,15.9,6.7,1.3,0.5,2.5,1.4,0.531,0.374,34.0,C,78.0,17.0,2.1,2.5,0.161,"14,741,394"
82,P.J. Washington,15.7,4.9,2.4,0.9,1.1,1.5,0.444,0.348,24.0,PF,73.0,6.0,-1.3,0.4,0.052,"6,156,941"
83,Cameron Johnson,15.5,4.4,1.9,1.2,0.3,0.9,0.47,0.404,26.0,PF,41.0,6.0,2.6,1.4,0.142,"6,241,172"
84,De'Andre Hunter,15.4,4.2,1.4,0.5,0.3,1.2,0.461,0.35,25.0,SF,67.0,6.0,-3.3,-0.7,0.057,"10,426,033"
85,Scottie Barnes,15.3,6.6,4.8,1.1,0.8,2.0,0.456,0.281,21.0,SF,76.0,4.0,0.4,1.6,0.09,"8,103,276"
86,Skylar Mays,15.3,3.2,8.3,1.0,0.2,1.7,0.5,0.462,25.0,PG,6.0,5.0,0.0,0.1,0.171,"123,568"
87,Wendell Carter Jr.,15.2,8.7,2.3,0.5,0.6,1.9,0.525,0.356,23.0,C,54.0,7.0,1.0,1.3,0.13,"14,999,000"
88,Kevin Huerter,15.2,3.3,2.9,1.1,0.3,1.3,0.485,0.402,24.0,SG,75.0,7.0,1.0,1.7,0.107,"15,379,464"
89,Khris Middleton,15.1,4.2,4.9,0.7,0.2,2.2,0.436,0.315,31.0,SF,19.0,13.0,0.8,0.6,0.117,"40,263,332"
90,Harrison Barnes,15.0,4.5,1.6,0.7,0.1,1.0,0.473,0.374,30.0,PF,82.0,13.0,-1.0,0.7,0.118,"19,453,409"
91,Malcolm Brogdon,14.9,4.2,3.7,0.7,0.3,1.5,0.484,0.444,30.0,PG,0.0,9.0,2.8,2.1,0.161,"23,956,000"
92,Alperen Şengün,14.8,9.0,3.9,0.9,0.9,2.6,0.553,0.333,20.0,C,72.0,4.0,1.4,1.9,0.115,"3,577,881"
93,Tobias Harris,14.7,5.7,2.5,0.9,0.5,1.2,0.501,0.389,30.0,SF,74.0,14.0,0.7,1.7,0.116,"39,891,033"
94,Gordon Hayward,14.7,4.3,4.1,0.8,0.2,2.0,0.475,0.325,32.0,SF,50.0,15.0,-1.4,0.2,0.059,"31,879,500"
95,Trey Murphy III,14.5,3.6,1.4,1.1,0.5,0.8,0.484,0.406,22.0,SF,65.0,4.0,1.8,2.3,0.15,"3,398,911"
96,Tim Hardaway Jr.,14.4,3.5,1.8,0.7,0.2,0.8,0.401,0.385,30.0,SF,45.0,12.0,-1.8,0.1,0.051,"20,778,409"
97,Jarrett Allen,14.3,9.8,1.7,0.8,1.2,1.4,0.644,0.1,24.0,C,68.0,8.0,2.4,2.4,0.205,"21,200,000"
98,Dillon Brooks,14.3,3.3,2.6,0.9,0.2,1.4,0.396,0.326,27.0,SF,73.0,8.0,-3.9,-1.1,0.034,"12,084,000"
99,Collin Sexton,14.3,2.2,2.9,0.6,0.1,1.8,0.506,0.393,24.0,PG,15.0,7.0,-1.3,0.2,0.105,"17,702,000"
100,Bobby Portis,14.1,9.6,1.5,0.4,0.2,1.2,0.496,0.37,27.0,PF,22.0,10.0,0.7,1.2,0.139,"11,493,951"
101,Jonas Valančiūnas,14.1,10.2,1.8,0.3,0.7,2.0,0.547,0.349,30.0,C,79.0,13.0,-0.4,0.8,0.142,"15,582,000"
102,Jalen Williams,14.1,4.5,3.3,1.4,0.5,1.6,0.521,0.356,21.0,SG,62.0,3.0,0.3,1.3,0.119,"4,601,968"
103,Bogdan Bogdanović,14.0,3.1,2.8,0.8,0.3,1.2,0.447,0.406,30.0,SG,9.0,8.0,0.5,0.9,0.088,"19,080,000"
104,Markelle Fultz,14.0,3.9,5.7,1.5,0.4,2.3,0.514,0.31,24.0,PG,60.0,8.0,0.5,1.2,0.1,"17,490,000"
105,Chris Paul,13.9,4.3,8.9,1.5,0.4,1.9,0.44,0.375,37.0,PG,59.0,20.0,3.2,2.5,0.156,"30,104,000"
106,Saddiq Bey,13.8,4.7,1.5,0.9,0.2,0.9,0.422,0.361,23.0,SF,37.0,5.0,-0.3,0.9,0.087,"3,136,624"
107,Luguentz Dort,13.7,4.6,2.1,1.0,0.3,1.2,0.388,0.33,23.0,SF,73.0,6.0,-3.0,-0.6,0.062,"16,194,444"
108,Malik Monk,13.5,2.6,3.9,0.6,0.3,1.9,0.448,0.359,24.0,SG,0.0,8.0,0.3,1.0,0.091,"10,040,552"
109,Rudy Gobert,13.4,11.6,1.2,0.8,1.4,1.7,0.659,0.0,30.0,C,70.0,12.0,0.7,1.4,0.174,"40,462,758"
110,Jusuf Nurkić,13.3,9.1,2.9,0.8,0.8,2.3,0.519,0.361,28.0,C,52.0,11.0,0.1,0.7,0.092,"16,562,500"
111,Kris Dunn,13.2,4.5,5.6,1.1,0.5,1.6,0.537,0.472,28.0,PG,3.0,9.0,2.4,0.6,0.162,"1,060,001"
112,John Collins,13.1,6.5,1.2,0.6,1.0,1.1,0.508,0.292,25.0,PF,71.0,8.0,-1.3,0.4,0.095,"24,910,000"
113,Cole Anthony,13.0,4.8,3.9,0.6,0.5,1.5,0.454,0.364,22.0,PG,4.0,5.0,1.3,1.3,0.116,"3,830,500"
114,Austin Reaves,13.0,3.0,3.4,0.5,0.3,1.5,0.529,0.398,24.0,SG,22.0,4.0,0.7,1.2,0.142,"1,657,329"
115,Tre Jones,12.9,3.6,6.6,1.3,0.1,1.6,0.459,0.285,23.0,PG,65.0,5.0,-1.0,0.5,0.082,"1,889,578"
116,Alec Burks,12.8,3.1,2.2,0.7,0.2,1.1,0.436,0.414,31.0,SG,8.0,14.0,1.2,0.9,0.109,"10,613,568"
117,Jabari Smith Jr.,12.8,7.2,1.3,0.5,0.9,1.3,0.408,0.307,19.0,PF,79.0,3.0,-3.7,-1.1,0.037,"9,415,598"
118,Malik Beasley,12.7,3.5,1.5,0.8,0.1,1.1,0.395,0.357,26.0,SG,27.0,9.0,-2.0,0.0,0.032,"16,491,517"
119,KJ Martin,12.7,5.5,1.5,0.5,0.4,1.1,0.569,0.315,22.0,SF,49.0,5.0,-0.7,0.7,0.103,"1,889,578"
120,Nic Claxton,12.6,9.2,1.9,0.9,2.5,1.3,0.705,0.0,23.0,C,76.0,6.0,3.1,2.9,0.195,"9,911,000"
121,Dennis Schröder,12.6,2.5,4.5,0.8,0.2,1.7,0.415,0.329,29.0,PG,50.0,12.0,-2.9,-0.4,0.068,"2,800,182"
122,Jakob Poeltl,12.5,9.1,2.7,0.9,1.2,1.7,0.629,0.0,27.0,C,71.0,9.0,1.9,1.9,0.15,"9,962,036"
123,Mac McClung,12.5,5.0,4.5,0.0,0.0,1.5,0.45,0.364,24.0,SG,0.0,4.0,0.5,0.0,0.14,"170,507"
124,Kelly Olynyk,12.5,6.2,3.7,0.9,0.5,2.5,0.499,0.394,31.0,C,68.0,12.0,0.4,1.2,0.106,"13,573,170"
125,Eric Gordon,12.4,1.9,2.7,0.6,0.4,1.5,0.446,0.371,34.0,SG,58.0,17.0,-1.9,0.1,0.056,"20,742,461"
126,Derrick White,12.4,3.6,3.9,0.7,0.9,1.2,0.462,0.381,28.0,SG,70.0,8.0,2.4,2.6,0.154,"18,171,428"
127,Keegan Murray,12.2,4.6,1.2,0.8,0.5,0.8,0.453,0.411,22.0,SF,78.0,3.0,-0.6,0.8,0.087,"8,488,946"
128,Caris LeVert,12.1,3.8,3.9,1.0,0.3,1.6,0.431,0.392,28.0,SG,30.0,9.0,-0.2,1.0,0.095,"19,924,073"
129,Jaden McDaniels,12.1,3.9,1.9,0.9,1.0,1.4,0.517,0.398,22.0,SF,79.0,5.0,-1.2,0.5,0.087,"2,291,126"
130,Marvin Bagley III,12.0,6.4,0.9,0.5,0.7,1.1,0.529,0.288,23.0,C,25.0,7.0,-0.9,0.3,0.095,"13,250,000"
131,Clint Capela,12.0,11.0,0.9,0.7,1.2,0.8,0.653,0.0,28.0,C,63.0,11.0,2.2,1.8,0.201,"19,299,309"
132,Mike Conley,11.9,2.7,6.7,1.1,0.2,1.5,0.428,0.385,35.0,PG,66.0,18.0,0.9,1.5,0.13,"24,040,800"
133,Bones Hyland,11.8,2.4,3.1,0.7,0.3,1.5,0.399,0.371,22.0,PG,1.0,4.0,-0.8,0.3,0.062,"2,333,611"
134,Lonnie Walker IV,11.7,1.9,1.1,0.5,0.3,0.8,0.448,0.365,24.0,SG,32.0,7.0,-1.4,0.2,0.066,"6,867,740"
135,Zach Collins,11.6,6.4,2.9,0.6,0.8,2.0,0.518,0.374,25.0,C,26.0,8.0,-0.2,0.6,0.074,"7,791,000"
136,Bruce Brown,11.5,4.1,3.4,1.1,0.6,1.5,0.483,0.358,26.0,SF,31.0,7.0,-0.5,0.9,0.09,"6,867,740"
137,Naz Reid,11.5,4.9,1.1,0.6,0.8,1.4,0.537,0.346,23.0,C,11.0,6.0,1.0,1.0,0.114,"2,046,521"
138,Marcus Smart,11.5,3.1,6.3,1.5,0.4,2.3,0.415,0.336,28.0,PG,61.0,11.0,-1.0,0.5,0.092,"18,239,570"
139,Max Strus,11.5,3.2,2.1,0.5,0.2,0.9,0.41,0.35,26.0,SF,33.0,6.0,-1.7,0.2,0.071,"1,924,617"
140,John Wall,11.4,2.7,5.2,0.8,0.4,2.4,0.408,0.303,32.0,PG,3.0,15.0,-1.2,0.1,0.02,"43,318,765"
141,John Wall,11.4,2.7,5.2,0.8,0.4,2.4,0.408,0.303,32.0,PG,3.0,15.0,-1.2,0.1,0.02,"6,867,740"
142,Quentin Grimes,11.3,3.2,2.1,0.7,0.4,1.0,0.468,0.386,22.0,SG,66.0,4.0,-0.1,1.0,0.108,"2,413,620"
143,Isaiah Stewart,11.3,8.1,1.4,0.4,0.7,1.4,0.442,0.327,21.0,C,47.0,5.0,-2.1,0.0,0.068,"3,639,319"
144,Rui Hachimura,11.2,4.5,0.9,0.3,0.4,0.8,0.486,0.319,24.0,PF,9.0,6.0,-2.2,-0.1,0.06,"6,638,979"
145,Kyle Lowry,11.2,4.1,5.1,1.0,0.4,1.9,0.404,0.345,36.0,PG,44.0,19.0,0.2,0.9,0.096,"30,033,334"
146,Marcus Morris,11.2,4.0,1.8,0.6,0.3,0.9,0.426,0.364,33.0,PF,65.0,14.0,-1.9,0.0,0.053,"17,354,418"
147,Corey Kispert,11.1,2.8,1.2,0.4,0.1,0.7,0.497,0.424,23.0,SF,45.0,4.0,-1.5,0.2,0.088,"3,766,010"
148,Jeremy Sochan,11.0,5.3,2.5,0.8,0.4,1.7,0.453,0.246,19.0,PF,53.0,3.0,-4.0,-0.7,0.005,"5,367,331"
149,Mason Plumlee,10.8,8.9,3.1,0.6,0.6,1.5,0.68,,32.0,C,60.0,12.0,2.2,2.2,0.185,"9,625,242"
150,Jaylen Nowell,10.8,2.6,2.0,0.6,0.1,1.0,0.448,0.289,23.0,SG,2.0,6.0,-2.5,-0.2,0.046,"2,046,521"
151,Ivica Zubac,10.8,9.9,1.0,0.4,1.3,1.5,0.634,0.0,25.0,C,76.0,9.0,-0.9,0.6,0.149,"10,730,864"
152,Talen Horton-Tucker,10.7,3.2,3.8,0.6,0.4,1.9,0.419,0.286,22.0,SG,20.0,6.0,-1.6,0.2,0.029,"10,875,600"
153,Victor Oladipo,10.7,3.0,3.5,1.4,0.3,2.1,0.397,0.33,30.0,SG,2.0,12.0,-2.1,0.0,0.024,"9,275,000"
154,Cam Thomas,10.6,1.7,1.4,0.4,0.1,1.1,0.441,0.383,21.0,SG,4.0,4.0,-2.7,-0.2,0.049,"2,266,449"
155,Moritz Wagner,10.5,4.5,1.5,0.6,0.2,1.2,0.5,0.313,25.0,C,18.0,7.0,0.6,0.7,0.149,"1,991,443"
156,Grayson Allen,10.4,3.3,2.3,0.9,0.2,1.0,0.44,0.399,27.0,SG,70.0,7.0,0.1,1.0,0.123,"9,460,500"
157,Killian Hayes,10.3,2.9,6.2,1.4,0.4,2.3,0.377,0.28,21.0,PG,56.0,5.0,-3.8,-1.0,-0.012,"6,188,025"
158,Tyus Jones,10.3,2.5,5.2,1.0,0.1,0.9,0.438,0.371,26.0,PG,22.0,10.0,1.6,1.7,0.141,"15,900,000"
159,Monte Morris,10.3,3.4,5.3,0.7,0.2,1.0,0.48,0.382,27.0,PG,61.0,8.0,0.5,1.1,0.12,"9,672,500"
160,Cameron Payne,10.3,2.2,4.5,0.7,0.2,1.7,0.415,0.368,28.0,PG,15.0,10.0,-1.2,0.2,0.053,"6,360,000"
161,Reggie Jackson,10.2,2.1,3.4,0.7,0.1,1.7,0.411,0.333,32.0,PG,40.0,14.0,-3.9,-0.8,0.018,"11,529,454"
162,Reggie Jackson,10.2,2.1,3.4,0.7,0.1,1.7,0.411,0.333,32.0,PG,40.0,14.0,-3.9,-0.8,0.018,"615,195"
163,Malaki Branham,10.2,2.7,1.9,0.5,0.1,1.2,0.44,0.302,19.0,SG,32.0,3.0,-5.2,-1.3,-0.004,"3,101,136"
164,Doug McDermott,10.2,2.2,1.4,0.2,0.1,0.9,0.457,0.413,31.0,SF,0.0,11.0,-3.2,-0.4,0.035,"14,575,000"
165,Patrick Williams,10.2,4.0,1.2,0.9,0.9,1.2,0.464,0.415,21.0,PF,65.0,5.0,-1.3,0.4,0.072,"8,241,924"
166,Josh Richardson,10.1,2.7,2.7,1.1,0.3,1.3,0.431,0.365,29.0,SG,10.0,10.0,-1.2,0.3,0.055,"12,927,859"
167,Aaron Nesmith,10.1,3.8,1.3,0.8,0.5,1.0,0.427,0.366,23.0,SF,60.0,5.0,-3.0,-0.4,0.052,"4,032,621"
168,James Wiseman,10.0,5.9,0.7,0.2,0.6,1.1,0.558,0.2,21.0,C,22.0,5.0,-3.5,-0.3,0.077,"10,179,561"
169,Brandon Clarke,10.0,5.5,1.3,0.6,0.7,1.0,0.656,0.167,26.0,PF,8.0,6.0,2.5,1.3,0.199,"4,604,554"
170,Jonathan Kuminga,9.9,3.4,1.9,0.6,0.5,1.4,0.525,0.37,20.0,PF,16.0,4.0,-1.7,0.1,0.084,"6,084,230"
171,Onyeka Okongwu,9.9,7.2,1.0,0.7,1.3,1.0,0.638,0.308,22.0,C,18.0,5.0,0.8,1.3,0.185,"6,778,869"
172,Luka Šamanić,9.9,4.3,2.1,0.9,0.3,1.4,0.456,0.258,23.0,PF,4.0,6.0,-2.1,0.0,0.045,"570,616"
173,Shaedon Sharpe,9.9,3.0,1.2,0.5,0.3,1.0,0.472,0.36,19.0,SG,15.0,3.0,-3.3,-0.6,0.032,"6,373,737"
174,Jalen Suggs,9.9,3.0,2.9,1.3,0.5,1.8,0.419,0.327,21.0,SG,19.0,4.0,-1.0,0.3,0.053,"7,337,659"
175,Thomas Bryant,9.8,5.7,0.5,0.3,0.5,0.6,0.623,0.441,25.0,C,26.0,8.0,0.6,0.7,0.183,"2,086,265"
176,Josh Hart,9.8,7.8,3.8,1.2,0.3,1.5,0.529,0.372,27.0,SF,52.0,8.0,0.9,1.8,0.118,"13,737,600"
